PLAYER_ID,PLAYER_NAME,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,SEASON
1630637,Carlik Jones,3.0,5.0,0.6,2022-23
1626224,Cedi Osman,95.0,256.0,0.371,2022-23
1628435,Chance Comanche,,,,2022-23
1629646,Charles Bassey,1.0,5.0,0.2,2022-23
1631320,Chima Moneke,,,,2022-23
1629002,Chimezie Metu,9.0,34.0,0.265,2022-23
1628449,Chris Boucher,60.0,179.0,0.335,2022-23
1630537,Chris Duarte,33.0,98.0,0.337,2022-23
101108,Chris Paul,46.0,88.0,0.523,2022-23
1629735,Chris Silva,,,,2022-23
1631128,Christian Braun,28.0,80.0,0.35,2022-23
1631132,Christian Koloko,1.0,11.0,0.091,2022-23
1626174,Christian Wood,92.0,220.0,0.418,2022-23
1629643,Chuma Okeke,24.0,75.0,0.32,2022-23
203991,Clint Capela,0.0,1.0,0.0,2022-23
1629632,Coby White,110.0,284.0,0.387,2022-23
1628998,Cody Martin,3.0,9.0,0.333,2022-23
203469,Cody Zeller,0.0,2.0,0.0,2022-23
1630175,Cole Anthony,49.0,142.0,0.345,2022-23
1631306,Cole Swider,3.0,6.0,0.5,2022-23
1629012,Collin Sexton,27.0,77.0,0.351,2022-23
1630557,Corey Kispert,150.0,350.0,0.429,2022-23
202709,Cory Joseph,48.0,116.0,0.414,2022-23
1626156,D'Angelo Russell,108.0,265.0,0.408,2022-23
1630227,Daishen Nix,24.0,93.0,0.258,2022-23
1630625,Dalano Banton,13.0,39.0,0.333,2022-23
1631207,Dalen Terry,4.0,19.0,0.211,2022-23
1627745,Damian Jones,10.0,17.0,0.588,2022-23
203081,Damian Lillard,80.0,221.0,0.362,2022-23
1627814,Damion Lee,108.0,230.0,0.47,2022-23
1629655,Daniel Gafford,,,,2022-23
1628464,Daniel Theis,2.0,11.0,0.182,2022-23
201980,Danny Green,14.0,30.0,0.467,2022-23
1627863,Danuel House Jr.,24.0,71.0,0.338,2022-23
203967,Dario Šarić,44.0,109.0,0.404,2022-23
1629647,Darius Bazley,19.0,51.0,0.373,2022-23
1630620,Darius Days,3.0,10.0,0.3,2022-23
1629636,Darius Garland,77.0,175.0,0.44,2022-23
1630561,David Duke Jr.,1.0,11.0,0.091,2022-23
1631223,David Roddy,62.0,198.0,0.313,2022-23
1630558,Davion Mitchell,47.0,136.0,0.346,2022-23
202722,Davis Bertans,49.0,127.0,0.386,2022-23
1628432,Davon Reed,13.0,39.0,0.333,2022-23
1630549,Day'Ron Sharpe,5.0,10.0,0.5,2022-23
1628368,De'Aaron Fox,57.0,166.0,0.343,2022-23
1629631,De'Andre Hunter,82.0,242.0,0.339,2022-23
1629001,De'Anthony Melton,125.0,302.0,0.414,2022-23
201599,DeAndre Jordan,1.0,1.0,1.0,2022-23
201942,DeMar DeRozan,37.0,114.0,0.325,2022-23
1629731,Dean Wade,43.0,124.0,0.347,2022-23
1629028,Deandre Ayton,5.0,21.0,0.238,2022-23
1627749,Dejounte Murray,81.0,250.0,0.324,2022-23
1626153,Delon Wright,25.0,74.0,0.338,2022-23
1630166,Deni Avdija,60.0,190.0,0.316,2022-23
203471,Dennis Schröder,65.0,185.0,0.351,2022-23
1628372,Dennis Smith Jr.,23.0,92.0,0.25,2022-23
1629126,Deonte Burton,0.0,1.0,0.0,2022-23
1631220,Dereon Seabron,,,,2022-23
1627884,Derrick Jones Jr.,26.0,77.0,0.338,2022-23
201565,Derrick Rose,8.0,36.0,0.222,2022-23
1628401,Derrick White,121.0,310.0,0.39,2022-23
1630217,Desmond Bane,83.0,205.0,0.405,2022-23
1626164,Devin Booker,48.0,108.0,0.444,2022-23
1630170,Devin Vassell,80.0,185.0,0.432,2022-23
1629653,Devon Dotson,1.0,3.0,0.333,2022-23
1628984,Devonte' Graham,72.0,196.0,0.367,2022-23
203473,Dewayne Dedmon,10.0,36.0,0.278,2022-23
1628415,Dillon Brooks,100.0,281.0,0.356,2022-23
1627734,Domantas Sabonis,31.0,80.0,0.388,2022-23
1631230,Dominick Barlow,0.0,4.0,0.0,2022-23
1628378,Donovan Mitchell,91.0,242.0,0.376,2022-23
1631495,Donovan Williams,0.0,1.0,0.0,2022-23
1628978,Donte DiVincenzo,132.0,311.0,0.424,2022-23
1627827,Dorian Finney-Smith,108.0,316.0,0.342,2022-23
203926,Doug McDermott,101.0,247.0,0.409,2022-23
203110,Draymond Green,38.0,123.0,0.309,2022-23
1629234,Drew Eubanks,4.0,14.0,0.286,2022-23
1630696,Dru Smith,5.0,13.0,0.385,2022-23
1630613,Duane Washington Jr.,20.0,65.0,0.308,2022-23
1629130,Duncan Robinson,42.0,137.0,0.307,2022-23
203939,Dwight Powell,0.0,3.0,0.0,2022-23
1629685,Dylan Windler,1.0,2.0,0.5,2022-23
1630700,Dyson Daniels,24.0,70.0,0.343,2022-23
1628410,Edmond Sumner,27.0,74.0,0.365,2022-23
201569,Eric Gordon,98.0,265.0,0.37,2022-23
1630647,Eugene Omoruyi,22.0,82.0,0.268,2022-23
203095,Evan Fournier,22.0,65.0,0.338,2022-23
1630596,Evan Mobley,21.0,101.0,0.208,2022-23
1630267,Facundo Campazzo,2.0,6.0,0.333,2022-23
1628402,Frank Jackson,0.0,1.0,0.0,2022-23
1626163,Frank Kaminsky,13.0,33.0,0.394,2022-23
1628373,Frank Ntilikina,14.0,56.0,0.25,2022-23
1630532,Franz Wagner,89.0,219.0,0.406,2022-23
1627832,Fred VanVleet,104.0,297.0,0.35,2022-23
1627788,Furkan Korkmaz,13.0,33.0,0.394,2022-23
1629216,Gabe Vincent,77.0,222.0,0.347,2022-23
1628221,Gabe York,6.0,14.0,0.429,2022-23
202066,Garrett Temple,9.0,21.0,0.429,2022-23
1629726,Garrison Mathews,52.0,147.0,0.354,2022-23
203914,Gary Harris,80.0,187.0,0.428,2022-23
1627780,Gary Payton II,13.0,26.0,0.5,2022-23
1629018,Gary Trent Jr.,123.0,304.0,0.405,2022-23
201588,George Hill,27.0,69.0,0.391,2022-23
1627777,Georges Niang,146.0,354.0,0.412,2022-23
203507,Giannis Antetokounmpo,22.0,69.0,0.319,2022-23
1629048,Goga Bitadze,4.0,23.0,0.174,2022-23
201609,Goran Dragic,45.0,102.0,0.441,2022-23
202330,Gordon Hayward,41.0,123.0,0.333,2022-23
203476,Gorgui Dieng,16.0,48.0,0.333,2022-23
1629684,Grant Williams,90.0,233.0,0.386,2022-23
1628960,Grayson Allen,109.0,263.0,0.414,2022-23
1630535,Greg Brown III,1.0,6.0,0.167,2022-23
1628977,Hamidou Diallo,3.0,17.0,0.176,2022-23
203084,Harrison Barnes,109.0,296.0,0.368,2022-23
1629312,Haywood Highsmith,35.0,103.0,0.34,2022-23
1630529,Herbert Jones,54.0,162.0,0.333,2022-23
1630193,Immanuel Quickley,96.0,244.0,0.393,2022-23
1630171,Isaac Okoro,59.0,161.0,0.366,2022-23
1628392,Isaiah Hartenstein,8.0,37.0,0.216,2022-23
1630543,Isaiah Jackson,2.0,12.0,0.167,2022-23
1630198,Isaiah Joe,130.0,307.0,0.423,2022-23
1630587,Isaiah Livers,63.0,178.0,0.354,2022-23
1630600,Isaiah Mobley,3.0,8.0,0.375,2022-23
1629676,Isaiah Roby,14.0,44.0,0.318,2022-23
1630191,Isaiah Stewart,67.0,193.0,0.347,2022-23
1630225,Isaiah Todd,1.0,10.0,0.1,2022-23
202397,Ish Smith,2.0,6.0,0.333,2022-23
1630688,Ish Wainright,53.0,160.0,0.331,2022-23
1627826,Ivica Zubac,0.0,2.0,0.0,2022-23
1631120,JD Davison,2.0,6.0,0.333,2022-23
1630550,JT Thor,38.0,117.0,0.325,2022-23
1629630,Ja Morant,33.0,95.0,0.347,2022-23
203210,JaMychal Green,42.0,109.0,0.385,2022-23
201580,JaVale McGee,2.0,3.0,0.667,2022-23
1631095,Jabari Smith Jr.,93.0,316.0,0.294,2022-23
1631133,Jabari Walker,14.0,48.0,0.292,2022-23
1631298,Jack White,3.0,9.0,0.333,2022-23
1631367,Jacob Gilyard,1.0,2.0,0.5,2022-23
1630702,Jaden Hardy,41.0,99.0,0.414,2022-23
1631093,Jaden Ivey,65.0,174.0,0.374,2022-23
1630183,Jaden McDaniels,95.0,246.0,0.386,2022-23
1630531,Jaden Springer,1.0,4.0,0.25,2022-23
203109,Jae Crowder,19.0,42.0,0.452,2022-23
1630256,Jae'Sean Tate,11.0,40.0,0.275,2022-23
1631222,Jake LaRavia,22.0,60.0,0.367,2022-23
1627751,Jakob Poeltl,0.0,0.0,,2022-23
1628973,Jalen Brunson,60.0,126.0,0.476,2022-23
1631105,Jalen Duren,0.0,2.0,0.0,2022-23
1630224,Jalen Green,85.0,242.0,0.351,2022-23
1630552,Jalen Johnson,28.0,94.0,0.298,2022-23
1629667,Jalen McDaniels,75.0,222.0,0.338,2022-23
1630188,Jalen Smith,51.0,184.0,0.277,2022-23
1630591,Jalen Suggs,39.0,112.0,0.348,2022-23
1631114,Jalen Williams,62.0,171.0,0.363,2022-23
1631288,Jamal Cain,7.0,18.0,0.389,2022-23
1627750,Jamal Murray,75.0,184.0,0.408,2022-23
1631123,Jamaree Bouyea,0.0,2.0,0.0,2022-23
1630547,James Bouknight,21.0,61.0,0.344,2022-23
201935,James Harden,44.0,106.0,0.415,2022-23
201949,James Johnson,2.0,10.0,0.2,2022-23
1630164,James Wiseman,3.0,14.0,0.214,2022-23
1630215,Jared Butler,5.0,9.0,0.556,2022-23
1631197,Jared Rhoden,5.0,19.0,0.263,2022-23
1628991,Jaren Jackson Jr.,92.0,258.0,0.357,2022-23
1629020,Jarred Vanderbilt,28.0,88.0,0.318,2022-23
1629714,Jarrell Brantley,4.0,8.0,0.5,2022-23
1628386,Jarrett Allen,1.0,10.0,0.1,2022-23
1629633,Jarrett Culver,1.0,10.0,0.1,2022-23
1630554,Jason Preston,4.0,14.0,0.286,2022-23
1629750,Javonte Green,12.0,34.0,0.353,2022-23
1629637,Jaxson Hayes,3.0,29.0,0.103,2022-23
1630643,Jay Huff,5.0,11.0,0.455,2022-23
1630206,Jay Scrubb,1.0,1.0,1.0,2022-23
1627759,Jaylen Brown,98.0,293.0,0.334,2022-23
1629669,Jaylen Nowell,39.0,138.0,0.283,2022-23
1631119,Jaylin Williams,44.0,111.0,0.396,2022-23
1628369,Jayson Tatum,126.0,311.0,0.405,2022-23
1630288,Jeff Dowtin Jr.,4.0,13.0,0.308,2022-23
201145,Jeff Green,24.0,86.0,0.279,2022-23
203924,Jerami Grant,129.0,328.0,0.393,2022-23
1630526,Jeremiah Robinson-Earl,36.0,109.0,0.33,2022-23
1631110,Jeremy Sochan,28.0,118.0,0.237,2022-23
1630579,Jericho Sims,0.0,0.0,,2022-23
1628975,Jevon Carter,87.0,198.0,0.439,2022-23
202710,Jimmy Butler III,18.0,57.0,0.316,2022-23
1629111,Jock Landale,21.0,80.0,0.263,2022-23
203925,Joe Harris,123.0,287.0,0.429,2022-23
204060,Joe Ingles,53.0,136.0,0.39,2022-23
1630580,Joe Wieskamp,3.0,11.0,0.273,2022-23
203954,Joel Embiid,49.0,123.0,0.398,2022-23
1631219,John Butler Jr.,6.0,28.0,0.214,2022-23
1628381,John Collins,70.0,235.0,0.298,2022-23
1629723,John Konchar,52.0,156.0,0.333,2022-23
202322,John Wall,30.0,85.0,0.353,2022-23
1631098,Johnny Davis,16.0,55.0,0.291,2022-23
1630548,Johnny Juzang,11.0,47.0,0.234,2022-23
202685,Jonas Valančiūnas,38.0,105.0,0.362,2022-23
1628371,Jonathan Isaac,6.0,14.0,0.429,2022-23
1630228,Jonathan Kuminga,47.0,126.0,0.373,2022-23
203903,Jordan Clarkson,82.0,242.0,0.339,2022-23
1630692,Jordan Goodwin,27.0,79.0,0.342,2022-23
1631160,Jordan Hall,1.0,12.0,0.083,2022-23
1629162,Jordan McLaughlin,16.0,54.0,0.296,2022-23
1629670,Jordan Nwora,72.0,166.0,0.434,2022-23
1629673,Jordan Poole,124.0,341.0,0.364,2022-23
1630648,Jordan Schakel,0.0,0.0,,2022-23
1630631,Jose Alvarado,72.0,215.0,0.335,2022-23
1630528,Josh Christopher,11.0,50.0,0.22,2022-23
1630581,Josh Giddey,66.0,196.0,0.337,2022-23
1630182,Josh Green,66.0,160.0,0.413,2022-23
1628404,Josh Hart,60.0,147.0,0.408,2022-23
1631169,Josh Minott,2.0,5.0,0.4,2022-23
1629006,Josh Okogie,56.0,162.0,0.346,2022-23
1626196,Josh Richardson,94.0,253.0,0.372,2022-23
1630563,Joshua Primo,2.0,9.0,0.222,2022-23
201950,Jrue Holiday,54.0,119.0,0.454,2022-23
1629308,Juan Toscano-Anderson,8.0,38.0,0.211,2022-23
1627823,Juancho Hernangomez,17.0,64.0,0.266,2022-23
1630577,Julian Champagnie,22.0,61.0,0.361,2022-23
203944,Julius Randle,129.0,374.0,0.345,2022-23
1630551,Justin Champagnie,0.0,4.0,0.0,2022-23
203200,Justin Holiday,39.0,119.0,0.328,2022-23
1628382,Justin Jackson,4.0,18.0,0.222,2022-23
1631303,Justin Minaya,2.0,8.0,0.25,2022-23
1626159,Justise Winslow,14.0,44.0,0.318,2022-23
203994,Jusuf Nurkić,41.0,114.0,0.36,2022-23
1630231,KJ Martin,68.0,211.0,0.322,2022-23
1629644,KZ Okpala,7.0,21.0,0.333,2022-23
1630539,Kai Jones,4.0,18.0,0.222,2022-23
1626157,Karl-Anthony Towns,49.0,133.0,0.368,2022-23
202695,Kawhi Leonard,57.0,136.0,0.419,2022-23
1631099,Keegan Murray,192.0,465.0,0.413,2022-23
1628966,Keita Bates-Diop,51.0,126.0,0.405,2022-23
1629640,Keldon Johnson,109.0,311.0,0.35,2022-23
203482,Kelly Olynyk,79.0,205.0,0.385,2022-23
1626162,Kelly Oubre Jr.,85.0,263.0,0.323,2022-23
202689,Kemba Walker,0.0,7.0,0.0,2022-23
1631112,Kendall Brown,0.0,1.0,0.0,2022-23
1629134,Kendrick Nunn,45.0,134.0,0.336,2022-23
1631113,Kennedy Chandler,2.0,11.0,0.182,2022-23
1631254,Kenneth Lofton Jr.,5.0,14.0,0.357,2022-23
1629026,Kenrich Williams,46.0,118.0,0.39,2022-23
203484,Kentavious Caldwell-Pope,118.0,266.0,0.444,2022-23
1631165,Keon Ellis,3.0,7.0,0.429,2022-23
1630553,Keon Johnson,15.0,47.0,0.319,2022-23
1630556,Kessler Edwards,17.0,53.0,0.321,2022-23
201142,Kevin Durant,53.0,123.0,0.431,2022-23
1628989,Kevin Huerter,134.0,343.0,0.391,2022-23
1628995,Kevin Knox II,55.0,151.0,0.364,2022-23
201567,Kevin Love,83.0,244.0,0.34,2022-23
1629645,Kevin Porter Jr.,50.0,115.0,0.435,2022-23
1630284,Kevon Harris,14.0,31.0,0.452,2022-23
1626172,Kevon Looney,0.0,1.0,0.0,2022-23
203920,Khem Birch,1.0,2.0,0.5,2022-23
203114,Khris Middleton,23.0,78.0,0.295,2022-23
1630165,Killian Hayes,53.0,183.0,0.29,2022-23
1630184,Kira Lewis Jr.,12.0,28.0,0.429,2022-23
202691,Klay Thompson,223.0,539.0,0.414,2022-23
1628424,Kobi Simmons,0.0,2.0,0.0,2022-23
1627739,Kris Dunn,13.0,29.0,0.448,2022-23
204001,Kristaps Porziņģis,121.0,308.0,0.393,2022-23
203937,Kyle Anderson,34.0,82.0,0.415,2022-23
1628398,Kyle Kuzma,111.0,328.0,0.338,2022-23
200768,Kyle Lowry,67.0,197.0,0.34,2022-23
202681,Kyrie Irving,73.0,193.0,0.378,2022-23
1630163,LaMelo Ball,80.0,198.0,0.404,2022-23
1630205,Lamar Stevens,30.0,93.0,0.323,2022-23
1629013,Landry Shamet,55.0,136.0,0.404,2022-23
1626204,Larry Nance Jr.,14.0,41.0,0.341,2022-23
1628374,Lauri Markkanen,183.0,450.0,0.407,2022-23
2544,LeBron James,66.0,189.0,0.349,2022-23
1630195,Leandro Bolmaro,0.0,4.0,0.0,2022-23
1631311,Lester Quinones,1.0,2.0,0.5,2022-23
1629623,Lindell Wigginton,6.0,13.0,0.462,2022-23
1630322,Lindy Waters III,51.0,136.0,0.375,2022-23
1629022,Lonnie Walker IV,77.0,201.0,0.383,2022-23
1629663,Louis King,2.0,4.0,0.5,2022-23
1629652,Luguentz Dort,111.0,339.0,0.327,2022-23
1629029,Luka Dončić,25.0,71.0,0.352,2022-23
1630568,Luka Garza,14.0,38.0,0.368,2022-23
1629677,Luka Samanic,8.0,30.0,0.267,2022-23
1628379,Luke Kennard,112.0,213.0,0.526,2022-23
1628436,Luke Kornet,2.0,11.0,0.182,2022-23
1630644,Mac McClung,3.0,9.0,0.333,2022-23
1630201,Malachi Flynn,34.0,92.0,0.37,2022-23
1631103,Malaki Branham,65.0,198.0,0.328,2022-23
1627763,Malcolm Brogdon,69.0,156.0,0.442,2022-23
1630792,Malcolm Hill,1.0,3.0,0.333,2022-23
1627736,Malik Beasley,173.0,485.0,0.357,2022-23
1628370,Malik Monk,98.0,258.0,0.38,2022-23
1629603,Mamadi Diakite,6.0,19.0,0.316,2022-23
1630699,MarJon Beauchamp,34.0,105.0,0.324,2022-23
202694,Marcus Morris Sr.,94.0,257.0,0.366,2022-23
203935,Marcus Smart,94.0,273.0,0.344,2022-23
1631109,Mark Williams,,,,2022-23
1628365,Markelle Fultz,19.0,67.0,0.284,2022-23
202693,Markieff Morris,26.0,68.0,0.382,2022-23
1630250,Marko Simonovic,1.0,4.0,0.25,2022-23
1628963,Marvin Bagley III,17.0,55.0,0.309,2022-23
203486,Mason Plumlee,,,,2022-23
1629680,Matisse Thybulle,49.0,137.0,0.358,2022-23
1630346,Matt Ryan,29.0,75.0,0.387,2022-23
203521,Matthew Dellavedova,7.0,22.0,0.318,2022-23
1631108,Max Christie,24.0,59.0,0.407,2022-23
1629622,Max Strus,172.0,476.0,0.361,2022-23
1628467,Maxi Kleber,39.0,109.0,0.358,2022-23
1630593,McKinley Wright IV,7.0,18.0,0.389,2022-23
203086,Meyers Leonard,7.0,18.0,0.389,2022-23
1629662,Mfiondu Kabengele,0.0,3.0,0.0,2022-23
1630695,Micah Potter,4.0,7.0,0.571,2022-23
203487,Michael Carter-Williams,1.0,3.0,0.333,2022-23
1630701,Michael Foster Jr.,,,,2022-23
1629008,Michael Porter Jr.,148.0,338.0,0.438,2022-23
1628969,Mikal Bridges,141.0,363.0,0.388,2022-23
201144,Mike Conley,66.0,151.0,0.437,2022-23
203488,Mike Muscala,72.0,195.0,0.369,2022-23
1630540,Miles McBride,34.0,106.0,0.321,2022-23
1629011,Mitchell Robinson,,,,2022-23
1628964,Mo Bamba,47.0,116.0,0.405,2022-23
1628420,Monte Morris,51.0,132.0,0.386,2022-23
1626149,Montrezl Harrell,0.0,4.0,0.0,2022-23
1629021,Moritz Wagner,48.0,155.0,0.31,2022-23
1629650,Moses Brown,,,,2022-23
1630541,Moses Moody,43.0,118.0,0.364,2022-23
1631217,Moussa Diabaté,1.0,2.0,0.5,2022-23
1626167,Myles Turner,83.0,224.0,0.371,2022-23
1630230,Naji Marshall,63.0,196.0,0.321,2022-23
1629642,Nassir Little,43.0,120.0,0.358,2022-23
1631466,Nate Williams,3.0,7.0,0.429,2022-23
1630233,Nathan Knight,7.0,18.0,0.389,2022-23
1629675,Naz Reid,72.0,198.0,0.364,2022-23
1629674,Neemias Queta,,,,2022-23
203457,Nerlens Noel,1.0,2.0,0.5,2022-23
1629651,Nic Claxton,0.0,1.0,0.0,2022-23
1630208,Nick Richards,1.0,1.0,1.0,2022-23
1629638,Nickeil Alexander-Walker,37.0,105.0,0.352,2022-23
201587,Nicolas Batum,117.0,305.0,0.384,2022-23
203999,Nikola Jokić,39.0,103.0,0.379,2022-23
1631107,Nikola Jović,8.0,35.0,0.229,2022-23
202696,Nikola Vučević,121.0,342.0,0.354,2022-23
203943,Noah Vonleh,1.0,3.0,0.333,2022-23
1626181,Norman Powell,84.0,197.0,0.426,2022-23
1628384,OG Anunoby,127.0,313.0,0.406,2022-23
1630167,Obi Toppin,77.0,224.0,0.344,2022-23
1630534,Ochai Agbaji,73.0,193.0,0.378,2022-23
1630846,Olivier Sarr,1.0,8.0,0.125,2022-23
1630209,Omer Yurtseven,3.0,6.0,0.5,2022-23
1630168,Onyeka Okongwu,4.0,12.0,0.333,2022-23
1631115,Orlando Robinson,0.0,6.0,0.0,2022-23
1629052,Oshae Brissett,44.0,143.0,0.308,2022-23
203490,Otto Porter Jr.,6.0,16.0,0.375,2022-23
1631172,Ousmane Dieng,25.0,85.0,0.294,2022-23
200782,P.J. Tucker,54.0,137.0,0.394,2022-23
1629023,P.J. Washington,121.0,357.0,0.339,2022-23
1628408,PJ Dozier,1.0,11.0,0.091,2022-23
1631094,Paolo Banchero,52.0,154.0,0.338,2022-23
1627783,Pascal Siakam,72.0,211.0,0.341,2022-23
1626192,Pat Connaughton,102.0,307.0,0.332,2022-23
1631116,Patrick Baldwin Jr.,29.0,80.0,0.363,2022-23
201976,Patrick Beverley,66.0,196.0,0.337,2022-23
1630172,Patrick Williams,106.0,253.0,0.419,2022-23
201988,Patty Mills,35.0,101.0,0.347,2022-23
202331,Paul George,81.0,211.0,0.384,2022-23
1630194,Paul Reed,1.0,6.0,0.167,2022-23
1630202,Payton Pritchard,39.0,102.0,0.382,2022-23
1631212,Peyton Watson,6.0,13.0,0.462,2022-23
1630173,Precious Achiuwa,27.0,96.0,0.281,2022-23
1629656,Quentin Grimes,140.0,350.0,0.4,2022-23
1631245,Quenton Jackson,1.0,9.0,0.111,2022-23
1630181,R.J. Hampton,34.0,91.0,0.374,2022-23
1629628,RJ Barrett,109.0,337.0,0.323,2022-23
1630564,RaiQuan Gray,2.0,5.0,0.4,2022-23
203526,Raul Neto,10.0,33.0,0.303,2022-23
203493,Reggie Bullock Jr.,148.0,377.0,0.393,2022-23
202704,Reggie Jackson,74.0,197.0,0.376,2022-23
1626158,Richaun Holmes,5.0,8.0,0.625,2022-23
201937,Ricky Rubio,16.0,57.0,0.281,2022-23
203496,Robert Covington,51.0,126.0,0.405,2022-23
1629057,Robert Williams III,0.0,1.0,0.0,2022-23
201577,Robin Lopez,2.0,4.0,0.5,2022-23
203585,Rodney McGruder,33.0,83.0,0.398,2022-23
1629641,Romeo Langford,16.0,54.0,0.296,2022-23
1631199,Ron Harper Jr.,3.0,8.0,0.375,2022-23
1626220,Royce O'Neale,139.0,353.0,0.394,2022-23
200752,Rudy Gay,27.0,109.0,0.248,2022-23
203497,Rudy Gobert,0.0,2.0,0.0,2022-23
1629060,Rui Hachimura,50.0,155.0,0.323,2022-23
201566,Russell Westbrook,55.0,172.0,0.32,2022-23
1627853,Ryan Arcidiacono,7.0,18.0,0.389,2022-23
1631157,Ryan Rollins,3.0,7.0,0.429,2022-23
1630240,Saben Lee,8.0,19.0,0.421,2022-23
1630180,Saddiq Bey,115.0,301.0,0.382,2022-23
1630573,Sam Hauser,131.0,307.0,0.427,2022-23
1630241,Sam Merrill,2.0,11.0,0.182,2022-23
1630572,Sandro Mamukelashvili,27.0,90.0,0.3,2022-23
1630583,Santi Aldama,86.0,238.0,0.361,2022-23
1630567,Scottie Barnes,49.0,163.0,0.301,2022-23
1630590,Scotty Pippen Jr.,0.0,1.0,0.0,2022-23
201586,Serge Ibaka,5.0,17.0,0.294,2022-23
203552,Seth Curry,65.0,159.0,0.409,2022-23
1631101,Shaedon Sharpe,70.0,154.0,0.455,2022-23
1628983,Shai Gilgeous-Alexander,16.0,50.0,0.32,2022-23
1629003,Shake Milton,46.0,115.0,0.4,2022-23
1627885,Shaquille Harrison,2.0,5.0,0.4,2022-23
1631323,Simone Fontecchio,53.0,154.0,0.344,2022-23
1630219,Skylar Mays,6.0,16.0,0.375,2022-23
203915,Spencer Dinwiddie,85.0,204.0,0.417,2022-23
1626169,Stanley Johnson,15.0,33.0,0.455,2022-23
1630649,Stanley Umude,0.0,1.0,0.0,2022-23
201939,Stephen Curry,119.0,286.0,0.416,2022-23
1628425,Sterling Brown,0.0,2.0,0.0,2022-23
