season_year,defense_team_id,hc6_risk,hc6_rim_possessions,hc6_rim_attempts,hc6_rim_makes,oreb_possessions,second_chance_rim_possessions,second_chance_rim_attempts,second_chance_rim_makes,explicit_putback_possessions,unknown_shooting_fouls_hc6,high_confidence_rim_fouls,first_chance_rim_frequency_hc6,first_chance_rim_fg_pct,second_chance_rim_per_oreb_possession,second_chance_rim_fg_pct,explicit_putback_per_oreb_possession,unknown_shooting_foul_frequency_hc6,high_confidence_rim_foul_per_rim_attempt
2025,1610612741,7112,1506,1506.0,983.0,1228,442,491.0,305.0,296,487,146,0.21175478065241846,0.6527224435590969,0.35993485342019543,0.6211812627291242,0.24104234527687296,0.06847581552305962,0.09694555112881806
2025,1610612742,7190,1341,1341.0,897.0,1266,450,491.0,313.0,336,520,134,0.18650904033379695,0.668903803131991,0.35545023696682465,0.6374745417515275,0.26540284360189575,0.07232267037552156,0.09992542878448919
2025,1610612743,6981,1108,1108.0,782.0,1197,409,442.0,262.0,301,524,117,0.1587165162584157,0.7057761732851986,0.341687552213868,0.5927601809954751,0.25146198830409355,0.07506087953015328,0.1055956678700361
2025,1610612744,6937,1077,1077.0,733.0,1220,396,438.0,280.0,287,451,104,0.15525443275191006,0.680594243268338,0.32459016393442625,0.639269406392694,0.23524590163934425,0.0650136946806977,0.09656453110492108
2025,1610612745,6880,1155,1155.0,738.0,1278,385,412.0,262.0,283,488,114,0.16787790697674418,0.638961038961039,0.30125195618153366,0.6359223300970874,0.2214397496087637,0.07093023255813953,0.0987012987012987
2025,1610612746,6803,1089,1089.0,741.0,1231,380,418.0,260.0,275,473,108,0.1600764368660885,0.6804407713498623,0.30869212022745735,0.6220095693779905,0.22339561332250202,0.06952814934587682,0.09917355371900827
2025,1610612747,6867,1179,1179.0,830.0,1162,406,435.0,302.0,273,491,100,0.17169069462647443,0.7039864291772688,0.3493975903614458,0.6942528735632184,0.23493975903614459,0.07150138342798894,0.08481764206955046
2025,1610612748,7201,1260,1260.0,821.0,1225,391,424.0,262.0,294,479,130,0.17497569781974726,0.6515873015873016,0.31918367346938775,0.6179245283018868,0.24,0.06651853909179281,0.10317460317460317
2025,1610612749,6835,1190,1190.0,835.0,1226,358,381.0,238.0,261,538,110,0.17410387710314557,0.7016806722689075,0.29200652528548127,0.6246719160104987,0.2128874388254486,0.0787125091441112,0.09243697478991597
2025,1610612750,7089,1422,1422.0,892.0,1318,419,457.0,259.0,298,519,116,0.20059246720270843,0.6272855133614628,0.3179059180576631,0.5667396061269147,0.22610015174506828,0.0732120186203978,0.08157524613220815
2025,1610612751,6655,1327,1327.0,908.0,1198,397,440.0,257.0,252,486,128,0.19939894815927875,0.6842501883948756,0.3313856427378965,0.5840909090909091,0.21035058430717862,0.07302779864763335,0.09645817633760362
2025,1610612752,6863,1186,1186.0,753.0,1154,369,404.0,243.0,258,510,111,0.17281072417310214,0.6349072512647554,0.3197573656845754,0.6014851485148515,0.22357019064124783,0.07431152557190733,0.09359190556492411
2025,1610612753,6915,1180,1180.0,816.0,1179,353,382.0,235.0,250,534,136,0.17064352856109907,0.6915254237288135,0.29940627650551316,0.6151832460732984,0.21204410517387617,0.0772234273318872,0.1152542372881356
2025,1610612754,7207,1480,1480.0,953.0,1248,404,442.0,291.0,308,587,159,0.2053559039822395,0.643918918918919,0.32371794871794873,0.6583710407239819,0.2467948717948718,0.08144859164700985,0.10743243243243243
2025,1610612755,7030,1370,1370.0,892.0,1337,436,474.0,305.0,303,495,134,0.19487908961593173,0.6510948905109489,0.3261032161555722,0.6434599156118144,0.22662677636499626,0.07041251778093884,0.09781021897810219
2025,1610612756,6813,1141,1141.0,773.0,1247,388,431.0,279.0,284,496,110,0.16747394686628506,0.677475898334794,0.3111467522052927,0.6473317865429234,0.22774659182036888,0.07280199618376633,0.09640666082383874
2025,1610612757,6941,1139,1139.0,719.0,1257,420,462.0,283.0,305,488,102,0.16409739230658407,0.6312554872695347,0.3341288782816229,0.6125541125541125,0.24264120922832141,0.07030687220861548,0.08955223880597014
2025,1610612758,6925,1024,1024.0,731.0,1224,364,387.0,252.0,254,528,114,0.14787003610108304,0.7138671875,0.2973856209150327,0.6511627906976745,0.20751633986928106,0.07624548736462095,0.111328125
2025,1610612759,7028,1176,1176.0,736.0,1193,390,422.0,254.0,280,452,100,0.16733067729083664,0.6258503401360545,0.3269069572506287,0.6018957345971564,0.2347024308466052,0.064314171883893,0.08503401360544217
2025,1610612760,7131,1095,1095.0,660.0,1303,397,432.0,243.0,301,492,78,0.15355490113588557,0.6027397260273972,0.3046815042210284,0.5625,0.23100537221795855,0.0689945309213294,0.07123287671232877
2025,1610612761,7033,1289,1289.0,867.0,1187,390,449.0,263.0,279,538,123,0.18327882838049198,0.6726144297905353,0.32855939342881213,0.5857461024498887,0.2350463352990733,0.07649651642257926,0.09542280837858805
2025,1610612762,7041,1016,1016.0,735.0,1262,416,453.0,301.0,314,575,110,0.14429768498792786,0.7234251968503937,0.329635499207607,0.6644591611479028,0.24881141045958796,0.08166453628745916,0.10826771653543307
2025,1610612763,7121,1243,1243.0,850.0,1361,480,533.0,357.0,329,536,145,0.1745541356551046,0.6838294448913917,0.3526818515797208,0.6697936210131332,0.2417340191036003,0.07527032720123578,0.1166532582461786
2025,1610612764,7000,1442,1442.0,968.0,1343,482,538.0,344.0,315,576,136,0.206,0.6712898751733704,0.35889798957557706,0.6394052044609665,0.23454951600893523,0.08228571428571428,0.09431345353675451
2025,1610612765,6951,995,995.0,608.0,1298,371,408.0,263.0,268,576,92,0.14314487124154798,0.6110552763819096,0.28582434514637906,0.6446078431372549,0.20647149460708783,0.08286577470867501,0.09246231155778895
2025,1610612766,6828,1273,1273.0,822.0,1120,353,389.0,244.0,232,424,98,0.18643819566490918,0.6457187745483111,0.3151785714285714,0.6272493573264781,0.20714285714285716,0.062097246631517285,0.0769835035349568
