season_year,defense_team_id,hc6_risk,hc6_rim_possessions,hc6_rim_attempts,hc6_rim_makes,oreb_possessions,second_chance_rim_possessions,second_chance_rim_attempts,second_chance_rim_makes,explicit_putback_possessions,unknown_shooting_fouls_hc6,high_confidence_rim_fouls,first_chance_rim_frequency_hc6,first_chance_rim_fg_pct,second_chance_rim_per_oreb_possession,second_chance_rim_fg_pct,explicit_putback_per_oreb_possession,unknown_shooting_foul_frequency_hc6,high_confidence_rim_foul_per_rim_attempt
2024,1610612751,6655,1311,1311.0,875.0,1183,371,402.0,243.0,276,478,146,0.1969947407963937,0.6674294431731502,0.3136094674556213,0.6044776119402985,0.23330515638207946,0.07182569496619083,0.11136536994660565
2024,1610612752,6957,1399,1399.0,901.0,1131,412,457.0,281.0,305,474,113,0.2010924248957884,0.6440314510364546,0.36427939876215737,0.6148796498905909,0.2696728558797524,0.06813281586890901,0.08077197998570407
2024,1610612753,6716,1220,1220.0,805.0,1120,315,338.0,204.0,223,495,114,0.1816557474687314,0.6598360655737705,0.28125,0.6035502958579881,0.19910714285714284,0.07370458606313282,0.09344262295081968
2024,1610612754,7232,1435,1435.0,957.0,1212,404,448.0,255.0,293,500,115,0.1984236725663717,0.6668989547038328,0.3333333333333333,0.5691964285714286,0.24174917491749176,0.06913716814159292,0.08013937282229965
2024,1610612755,6869,1400,1400.0,951.0,1179,430,482.0,299.0,310,461,132,0.20381423788033193,0.6792857142857143,0.364715860899067,0.6203319502074689,0.26293469041560646,0.06711311690202358,0.09428571428571429
2024,1610612756,6901,1064,1064.0,716.0,1161,392,431.0,266.0,298,496,121,0.15418055354296478,0.6729323308270677,0.3376399655469423,0.617169373549884,0.2566752799310939,0.07187364150123171,0.1137218045112782
2024,1610612757,6886,1261,1261.0,814.0,1234,389,427.0,255.0,271,475,135,0.18312518152773744,0.6455194290245837,0.31523500810372773,0.5971896955503513,0.21961102106969205,0.06898054022654662,0.1070578905630452
2024,1610612758,7099,1010,1010.0,681.0,1113,320,340.0,218.0,239,547,94,0.14227355965628963,0.6742574257425743,0.28751123090745734,0.6411764705882353,0.21473495058400718,0.07705310607127765,0.09306930693069307
2024,1610612759,6953,1448,1448.0,914.0,1193,439,487.0,305.0,318,403,121,0.20825542931108873,0.6312154696132597,0.36797988264878456,0.6262833675564682,0.26655490360435874,0.05796059254997843,0.0835635359116022
2024,1610612760,7218,1060,1060.0,669.0,1257,401,442.0,250.0,301,542,114,0.14685508451094487,0.6311320754716981,0.31901352426412094,0.5656108597285068,0.2394590294351631,0.07509005264616238,0.10754716981132076
2024,1610612761,7080,1313,1313.0,863.0,1254,411,449.0,279.0,279,548,127,0.18545197740112995,0.6572734196496572,0.3277511961722488,0.621380846325167,0.22248803827751196,0.07740112994350283,0.09672505712109672
2024,1610612762,6887,1004,1004.0,672.0,1229,390,424.0,277.0,300,477,92,0.14578190794250037,0.6693227091633466,0.31733116354759966,0.6533018867924528,0.24410089503661514,0.06926092638304052,0.09163346613545817
2024,1610612763,7234,1146,1146.0,729.0,1322,390,422.0,255.0,284,544,135,0.15841857893281724,0.6361256544502618,0.2950075642965204,0.6042654028436019,0.21482602118003025,0.07520044235554327,0.11780104712041885
2024,1610612764,7133,1239,1239.0,874.0,1292,410,447.0,290.0,272,497,120,0.17369970559371933,0.705407586763519,0.3173374613003096,0.6487695749440716,0.21052631578947367,0.06967615309126594,0.09685230024213075
2024,1610612765,7098,1115,1115.0,714.0,1214,345,379.0,231.0,232,512,117,0.1570865032403494,0.6403587443946188,0.2841845140032949,0.6094986807387863,0.19110378912685339,0.07213299520991828,0.10493273542600896
2024,1610612766,6651,1226,1226.0,788.0,1171,382,420.0,249.0,271,420,128,0.184333182980003,0.6427406199021207,0.32621690862510677,0.5928571428571429,0.2314261315115286,0.06314839873703203,0.10440456769983687
2025,1610612737,7214,1430,1430.0,921.0,1196,391,430.0,265.0,277,503,143,0.19822567230385363,0.644055944055944,0.3269230769230769,0.6162790697674418,0.23160535117056857,0.06972553368450235,0.1
2025,1610612738,6746,811,811.0,526.0,1214,326,363.0,227.0,239,470,109,0.12021938926771421,0.6485819975339088,0.2685337726523888,0.6253443526170799,0.19686985172981877,0.0696709160984287,0.1344019728729963
2025,1610612739,6930,1194,1194.0,738.0,1215,386,426.0,236.0,262,462,104,0.1722943722943723,0.6180904522613065,0.3176954732510288,0.5539906103286385,0.21563786008230454,0.06666666666666667,0.08710217755443886
2025,1610612740,7050,1358,1358.0,880.0,1363,453,511.0,322.0,315,487,114,0.1926241134751773,0.6480117820324006,0.33235509904622157,0.6301369863013698,0.23110785033015407,0.06907801418439716,0.08394698085419734
