player_id,season_year,pred_o,pred_d,pred_var_o,pred_var_d,filt_o,filt_d,filt_var_o,filt_var_d,player_name,pred_total,filt_total
2,1996,2.164618634884238,-0.6644758236667345,9.0,9.0,2.769218504113614,-0.4226859787841727,1.8545138997104647,1.8545138997104647,Byron Scott,1.5001428112175035,2.346532525329441
3,1996,-1.2501758147359436,1.278209114894001,9.0,9.0,-2.250520298339132,2.7722897506157054,1.9770918214988138,1.9770918214988138,Grant Long,0.028033300158057273,0.5217694522765735
3,1997,-2.587981207608871,2.7192015235149327,2.4770918214988136,2.4770918214988136,-3.043558545299013,2.7177237822921434,1.265589096106851,1.265589096106851,Grant Long,0.13122031590606165,-0.32583476300686964
3,1998,-3.3929377564211047,2.5947973896484973,1.765589096106851,1.765589096106851,-3.199756340310706,3.4761532160841266,1.017149273604632,1.017149273604632,Grant Long,-0.7981403667726075,0.27639687577342054
3,1999,-3.6819193282325697,3.2941703668963176,1.517149273604632,1.517149273604632,-4.319292055937197,4.049957500433248,0.9775596245181476,0.9775596245181476,Grant Long,-0.38774896133625214,-0.26933455550394925
3,2000,-4.790153341602169,3.940280493299748,1.4775596245181477,1.4775596245181477,-3.9894997788725797,3.625054222727651,0.8970824299357739,0.8970824299357739,Grant Long,-0.8498728483024207,-0.3644455561449287
3,2001,-4.3492318690515015,3.4298822816031667,1.3970824299357738,1.3970824299357738,-4.048024773822711,2.2726782284157028,0.8316493272769716,0.8316493272769716,Grant Long,-0.9193495874483348,-1.7753465454070079
3,2002,-4.5492857687212105,1.9857613772629599,1.3316493272769716,1.3316493272769716,-4.002408622005413,1.7020613265801146,0.9447534616400689,0.9447534616400689,Grant Long,-2.563524391458251,-2.300347295425299
7,1996,-3.1374227759835374,2.515629314366863,9.0,9.0,-4.120155480352676,2.9386518633375918,2.3323611382635017,2.3323611382635017,Dan Schayes,-0.6217934616166745,-1.1815036170150846
7,1997,-4.655765795285037,2.5444910887607834,2.8323611382635017,2.8323611382635017,-3.316054920120936,2.747036850993136,1.312723880103482,1.312723880103482,Dan Schayes,-2.111274706524253,-0.5690180691278002
7,1998,-3.958320222265911,2.30055252190329,1.812723880103482,1.812723880103482,-4.260866384731966,1.9870983078104383,1.2251174225477215,1.2251174225477215,Dan Schayes,-1.657767700362621,-2.2737680769215283
9,1996,0.40199957481114845,-0.5924653017512598,9.0,9.0,0.30247443702196475,-1.1912593262064561,2.4832479918025223,2.4832479918025223,Sedale Threatt,-0.19046572694011132,-0.8887848891844914
12,1998,-5.091785417724027,1.2222490599266,9.0,9.0,-5.083153333809736,1.2074921960582468,2.7305379956258298,2.7305379956258298,Chris King,-3.8695363577974264,-3.875661137751489
15,1996,3.8066089234164977,-1.5230186773026402,9.0,9.0,4.389189107912524,-1.8321895351022426,2.2122228384355282,2.2122228384355282,Eric Piatkowski,2.2835902461138575,2.5569995728102817
15,1997,4.430037392598205,-1.727191732006427,2.7122228384355282,2.7122228384355282,3.8648918156924643,-1.1396847759046231,1.1984034009871998,1.1984034009871998,Eric Piatkowski,2.702845660591778,2.725207039787841
15,1998,3.900267106413372,-1.1020392101203442,1.6984034009871998,1.6984034009871998,3.4061926414214385,-1.3251445739594099,1.0097816931278294,1.0097816931278294,Eric Piatkowski,2.7982278962930276,2.081048067462029
15,1999,3.3631077252738457,-1.293422720262486,1.5097816931278294,1.5097816931278294,2.446331037234959,-1.4039865145081527,0.8915184412316882,0.8915184412316882,Eric Piatkowski,2.06968500501136,1.0423445227268062
15,2000,2.240729062611225,-1.498818653245799,1.391518441231688,1.391518441231688,2.974262197847153,-1.6975198768515116,0.8092172273981936,0.8092172273981936,Eric Piatkowski,0.7419104093654261,1.2767423209956412
15,2001,2.667135926179454,-1.7643942721593702,1.3092172273981935,1.3092172273981935,2.5093825332108084,-1.4311588122516425,0.8150046578443186,0.8150046578443186,Eric Piatkowski,0.9027416540200839,1.0782237209591659
15,2002,2.1600033220887167,-1.554085204895289,1.3150046578443186,1.3150046578443186,2.6630872754882624,-1.2891068977069664,0.8506779802307206,0.8506779802307206,Eric Piatkowski,0.6059181171934278,1.373980377781296
15,2003,2.283330220038757,-1.544033875284733,1.3506779802307207,1.3506779802307207,1.9082721023531544,-1.2374333040778065,0.9239525769362945,0.9239525769362945,Eric Piatkowski,0.739296344754024,0.6708387982753479
15,2004,1.4220189396690293,-1.3633391416747898,1.4239525769362946,1.4239525769362946,2.0211223405258307,-1.5985725539651634,0.9434702545385323,0.9434702545385323,Eric Piatkowski,0.0586797979942395,0.42254978656066733
15,2005,1.6464453820579636,-1.7308386388517576,1.4434702545385323,1.4434702545385323,1.281994936035739,-1.167399452011161,1.0292860510942607,1.0292860510942607,Eric Piatkowski,-0.08439325679379395,0.11459548402457798
15,2006,0.8290892089151712,-1.4573699782840732,1.5292860510942607,1.5292860510942607,0.8797991290466723,-1.159088928186555,1.0987955629768729,1.0987955629768729,Eric Piatkowski,-0.628280769368902,-0.2792897991398827
15,2007,0.280948458156415,-1.4034304675808094,1.5987955629768729,1.5987955629768729,0.5014155065704158,-1.0400406591800322,1.1241575789600189,1.1241575789600189,Eric Piatkowski,-1.1224820094243944,-0.5386251526096164
17,1996,4.1756385534329485,0.5083866327650277,9.0,9.0,4.047074766076787,0.02767056426986625,1.5115390259432582,1.5115390259432582,Clyde Drexler,4.684025186197976,4.074745330346653
17,1997,3.6723978076089203,-0.10459552061672794,2.011539025943258,2.011539025943258,3.9517071747952004,-0.04751685427441478,0.9564449705484718,0.9564449705484718,Clyde Drexler,3.567802286992192,3.9041903205207857
21,1996,4.397114464211911,-0.26465054069123317,9.0,9.0,3.1867611158994,0.9561969212644155,1.6558014280137459,1.6558014280137459,Greg Anthony,4.132463923520678,4.142958037163815
21,1997,2.9824924277188507,0.8655834831768108,2.1558014280137456,2.1558014280137456,2.412842699188576,-0.35286294357961656,1.1550377993227394,1.1550377993227394,Greg Anthony,3.8480759108956617,2.059979755608959
21,1998,2.12446541699098,-0.4294813795701944,1.6550377993227394,1.6550377993227394,1.889044611931728,-0.17410368523296438,1.041662851993869,1.041662851993869,Greg Anthony,1.6949840374207854,1.7149409266987634
21,1999,1.5396654008096364,-0.2970300778766107,1.541662851993869,1.541662851993869,1.9282576596369845,-0.10121814192357953,0.9256189544066171,0.9256189544066171,Greg Anthony,1.2426353229330258,1.827039517713405
21,2000,1.5594674571976042,-0.3523928446133629,1.4256189544066171,1.4256189544066171,1.9150958267638958,-0.6577028784672633,0.9458089685872906,0.9458089685872906,Greg Anthony,1.2070746125842413,1.2573929482966326
21,2001,1.430512880634233,-0.8065076772401734,1.4458089685872906,1.4458089685872906,1.852853184754924,-0.6500545691632458,0.8861155649481237,0.8861155649481237,Greg Anthony,0.6240052033940597,1.2027986155916783
22,1996,-0.5762432447530488,1.9077029545468063,9.0,9.0,-1.2247829737974574,2.3619130349760877,1.6495563380765714,1.6495563380765714,Rik Smits,1.3314597097937575,1.1371300611786304
22,1997,-1.5319092454651564,2.2950386396682294,2.1495563380765716,2.1495563380765716,-1.331046098709947,2.8398865166898957,0.9966210533275103,0.9966210533275103,Rik Smits,0.763129394203073,1.5088404179799486
22,1998,-1.6804253098320387,2.7169601240462495,1.4966210533275102,1.4966210533275102,-1.933081207676247,2.7017004311169,0.8829538539022939,0.8829538539022939,Rik Smits,1.0365348142142108,0.7686192234406533
22,1999,-2.3128382631257525,2.4467734535391337,1.3829538539022939,1.3829538539022939,-2.6435212427850487,2.714176413673362,0.8331893123343144,0.8331893123343144,Rik Smits,0.1339351904133812,0.07065517088831319
23,1996,-3.1030941528743337,3.7716816176562915,9.0,9.0,-2.931771980215387,3.318527437568382,1.4549540173907425,1.4549540173907425,Dennis Rodman,0.6685874647819579,0.386755457352995
23,1997,-3.3846777073359546,3.0285569112954698,1.9549540173907425,1.9549540173907425,-3.604744660076133,1.9580931810522122,0.9007236103818765,0.9007236103818765,Dennis Rodman,-0.35612079604048485,-1.6466514790239208
23,1998,-4.20359533096639,1.713751641657958,1.4007236103818765,1.4007236103818765,-4.038508176688834,1.9670051455974462,0.9576114800594949,0.9576114800594949,Dennis Rodman,-2.489843689308432,-2.071503031091388
23,1999,-4.574118491621195,1.572844371020638,1.4576114800594948,1.4576114800594948,-5.086214491883593,2.1148642615269915,1.0156673918343906,1.0156673918343906,Dennis Rodman,-3.0012741206005566,-2.971350230356602
26,1996,-1.9253226405982375,1.3401239569438164,9.0,9.0,-2.737192216731567,1.54330454582911,1.6707732106366997,1.6707732106366997,Luc Longley,-0.5851986836544212,-1.1938876709024573
26,1997,-2.7523052347372765,1.5618027883312653,2.1707732106366997,2.1707732106366997,-3.231668720796794,1.618487702006354,1.083670497548744,1.083670497548744,Luc Longley,-1.1905024464060112,-1.6131810187904398
26,1998,-3.418788521289699,1.5390609205006733,1.583670497548744,1.583670497548744,-3.6197399697837325,1.8593899930271347,0.9826972557770064,0.9826972557770064,Luc Longley,-1.8797276007890258,-1.7603499767565978
