game_id,possessions_seen,possessions_attached,n_away,n_home,pts_away,pts_home,expected_home,expected_away,attach_rate,home_point_error,away_point_error,possession_gap,trusted
22000112,193,193,97.0,96.0,100.0,112.0,112.0,100.0,1.0,0.0,0.0,1.0,True
22000113,205,205,102.0,103.0,115.0,130.0,130.0,115.0,1.0,0.0,0.0,1.0,True
22000114,206,206,103.0,103.0,111.0,110.0,110.0,111.0,1.0,0.0,0.0,0.0,True
22000115,193,193,96.0,97.0,115.0,123.0,123.0,115.0,1.0,0.0,0.0,1.0,True
22000116,196,196,98.0,98.0,108.0,101.0,101.0,108.0,1.0,0.0,0.0,0.0,True
22000117,198,198,99.0,99.0,124.0,128.0,128.0,124.0,1.0,0.0,0.0,0.0,True
22000118,216,216,108.0,108.0,109.0,122.0,122.0,109.0,1.0,0.0,0.0,0.0,True
22000119,188,188,93.0,95.0,94.0,90.0,90.0,94.0,1.0,0.0,0.0,2.0,True
22000120,214,214,106.0,108.0,124.0,117.0,117.00004265248263,123.99999656003459,1.0,-4.265248263379817e-05,3.439965411189405e-06,2.0,True
22000121,197,197,99.0,98.0,118.0,109.0,109.0,118.0,1.0,0.0,0.0,1.0,True
22000122,214,214,107.0,107.0,117.0,135.0,135.0,117.0,1.0,0.0,0.0,0.0,True
22000123,215,215,108.0,107.0,105.0,110.0,110.0,105.0,1.0,0.0,0.0,1.0,True
22000124,211,211,105.0,106.0,107.0,116.0,116.00001127754102,107.00000750976399,1.0,-1.1277541020149329e-05,-7.509763989332896e-06,1.0,True
22000125,190,190,95.0,95.0,101.0,89.0,89.0,101.0,1.0,0.0,0.0,0.0,True
22000126,193,193,96.0,97.0,118.0,110.0,110.00001160462533,118.00003367982211,1.0,-1.1604625328232032e-05,-3.3679822109888846e-05,1.0,True
22000127,191,191,95.0,96.0,90.0,132.0,132.0,90.0,1.0,0.0,0.0,1.0,True
22000128,203,203,102.0,101.0,110.0,115.0,115.00014652240371,110.00003444251644,1.0,-0.00014652240371049174,-3.444251643713869e-05,1.0,True
22000129,204,204,101.0,103.0,131.0,118.0,117.99999749208901,131.0000646970867,1.0,2.5079109917669484e-06,-6.469708671374974e-05,2.0,True
22000130,190,190,95.0,95.0,105.0,115.0,115.0,105.0,1.0,0.0,0.0,0.0,True
22000131,193,193,96.0,97.0,115.0,117.0,117.0,115.0,1.0,0.0,0.0,1.0,True
22000132,198,198,100.0,98.0,144.0,123.0,123.0,144.0,1.0,0.0,0.0,2.0,True
22000133,193,193,96.0,97.0,115.0,103.0,103.0,115.0,1.0,0.0,0.0,1.0,True
22000134,192,192,96.0,96.0,105.0,113.0,112.999995684109,105.00008412489503,1.0,4.315891004580408e-06,-8.412489502518383e-05,0.0,True
22000135,196,196,98.0,98.0,125.0,117.0,117.0,125.0,1.0,0.0,0.0,0.0,True
22000136,217,217,108.0,109.0,128.0,124.0,124.0,128.0,1.0,0.0,0.0,1.0,True
22000137,188,188,93.0,95.0,90.0,100.0,100.00004967083987,90.0000080961681,1.0,-4.967083987139631e-05,-8.096168102156298e-06,2.0,True
22000138,214,214,107.0,107.0,125.0,122.0,122.00000199347672,125.00004450716446,1.0,-1.9934767152562927e-06,-4.4507164460583226e-05,0.0,True
22000139,196,196,98.0,98.0,98.0,112.0,112.0,98.0,1.0,0.0,0.0,0.0,True
22000140,212,212,106.0,106.0,125.0,99.0,99.00004354354736,125.00002452990081,1.0,-4.354354736335608e-05,-2.452990081280859e-05,0.0,True
22000141,183,183,92.0,91.0,96.0,86.0,86.0,96.0,1.0,0.0,0.0,1.0,True
22000142,200,200,100.0,100.0,127.0,130.0,130.0,127.0,1.0,0.0,0.0,0.0,True
22000143,205,205,103.0,102.0,129.0,116.0,116.0,129.0,1.0,0.0,0.0,1.0,True
22000144,182,182,90.0,92.0,114.0,89.0,89.0,114.0,1.0,0.0,0.0,2.0,True
22000145,199,199,100.0,99.0,130.0,124.0,124.00002391822738,130.0000086642969,1.0,-2.391822738445626e-05,-8.664296899496549e-06,1.0,True
22000146,208,208,104.0,104.0,120.0,102.0,102.0,120.0,1.0,0.0,0.0,0.0,True
