game_id,date,home_id,away_id,stint_count,first_elapsed,last_elapsed,covered_seconds,reconstructed_home_points,reconstructed_away_points,incomplete_stints,official_home_points,official_away_points,official_home_id,official_away_id,max_period,expected_seconds,max_player_seconds_error,mean_player_seconds_error,max_player_pm_error,extra_reconstructed_players,missing_reconstructed_players,season_year,score_error,missing_lineup_seconds,pass_teams,pass_score,pass_time,pass_lineups,pass_player_minutes,pass_player_pm,canonical_grade_a,failure_reasons
22500574,2026-01-14,1610612740,1610612751,31,0,2880,2901.1,120.0,116.0,0,116.0,113.0,1610612740,1610612751,4,2880,386.0,83.53999999999999,7.0,0,0,2025,7.0,-21.09999999999991,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500619,2026-01-20,1610612758,1610612748,34,0,2880,2964.0,119.0,135.0,0,117.0,130.0,1610612758,1610612748,4,2880,176.0,42.800000000000004,7.0,0,0,2025,7.0,-84.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500128,2025-10-29,1610612738,1610612739,35,0,2880,2880.0,122.0,102.0,0,125.0,105.0,1610612738,1610612739,4,2880,0.599999999999909,0.07500000000000877,12.0,0,0,2025,6.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500509,2026-01-05,1610612757,1610612762,25,0,2880,2880.0,131.0,117.0,0,137.0,117.0,1610612757,1610612762,4,2880,0.2999999999999545,0.057142857142859306,10.0,0,0,2025,6.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500907,2026-03-05,1610612758,1610612740,32,0,2880,2950.0,123.0,139.0,0,123.0,133.0,1610612758,1610612740,4,2880,285.0,106.45714285714286,15.0,0,0,2025,6.0,-70.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500253,2025-11-18,1610612747,1610612762,37,0,2880,3040.0,142.0,130.0,0,140.0,126.0,1610612747,1610612762,4,2880,160.70000000000005,66.78333333333333,10.0,0,0,2025,6.0,-160.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500911,2026-03-06,1610612743,1610612752,29,0,2880,2880.0,100.0,140.0,0,103.0,142.0,1610612743,1610612752,4,2880,2.2737367544323206e-13,7.840471567008002e-15,6.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500023,2025-10-31,1610612741,1610612752,40,0,2880,2880.0,133.0,122.0,0,135.0,125.0,1610612741,1610612752,4,2880,0.7000000000000455,0.17142857142857792,9.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500761,2026-02-09,1610612766,1610612765,37,0,2880,2880.0,99.0,110.0,0,104.0,110.0,1610612766,1610612765,4,2880,1.0,0.4000000000000422,10.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500704,2026-02-01,1610612765,1610612751,26,0,2880,2880.0,125.0,77.0,0,130.0,77.0,1610612765,1610612751,4,2880,0.7000000000000455,0.08333333333334281,7.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
