player_id,masked_game_exposed,omission_error,aggregate_error,mi_mean_error,mi_between_sd
216,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
219,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
221,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
223,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
224,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
226,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
228,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
234,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
236,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
238,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
239,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
240,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
241,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
243,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
244,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
246,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
247,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
248,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
251,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
252,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
255,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
258,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
262,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
265,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
270,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
271,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
273,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
275,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
278,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
279,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
280,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
281,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
283,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
287,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
288,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
289,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
291,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
292,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
293,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
296,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
297,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
299,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
302,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
304,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
305,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
308,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
310,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
