gid_n,possessions_seen,possessions_attached,n_away,n_home,pts_away,pts_home,expected_home,expected_away,attach_rate,home_point_error,away_point_error,possession_gap,pass_attach,pass_points,pass_balance,trusted,season_code
20800961,178,178,87.0,88.0,79.0,104.0,104.0,79.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800962,197,197,97.0,96.0,102.0,96.0,96.0,102.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800963,193,193,96.0,95.0,99.0,112.0,112.0,99.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800964,176,176,88.0,86.0,93.0,89.0,89.0,93.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20800965,211,211,105.0,103.0,112.0,116.0,116.0,112.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20800966,185,185,90.0,93.0,102.0,95.0,95.0,102.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20800967,198,189,91.0,93.0,112.0,100.0,100.0,112.0,0.9545454545454546,0.0,0.0,2.0,False,True,True,False,08
20800968,183,182,89.0,91.0,87.0,86.0,86.00002327387558,90.99994612929048,0.994535519125683,-2.327387558409555e-05,-3.9999461292904783,2.0,False,False,True,False,08
20800969,187,121,61.0,60.0,66.0,60.0,60.0,66.0,0.6470588235294118,0.0,0.0,1.0,False,True,True,False,08
20800970,206,206,100.0,103.0,99.0,95.0,95.0,99.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20800971,187,187,92.0,93.0,112.0,103.0,103.0,112.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800972,185,185,91.0,91.0,87.0,101.0,101.0,87.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20800973,180,156,76.0,76.0,80.0,89.0,89.0,78.0,0.8666666666666667,0.0,2.0,0.0,False,False,True,False,08
20800974,208,163,81.0,81.0,88.0,75.0,75.0,88.0,0.7836538461538461,0.0,0.0,0.0,False,True,True,False,08
20800975,176,176,86.0,85.0,95.0,86.0,86.0,95.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800976,180,176,87.0,86.0,100.0,103.0,103.0,98.0,0.9777777777777777,0.0,2.0,1.0,False,False,True,False,08
20800977,204,175,87.0,86.0,102.0,112.0,110.0,102.0,0.8578431372549019,2.0,0.0,1.0,False,False,True,False,08
20800978,205,205,101.0,100.0,110.0,119.0,119.00014137998474,109.99997065630387,1.0,-0.00014137998473984226,2.9343696127170915e-05,1.0,True,True,True,True,08
20800979,254,234,115.0,113.0,121.0,129.0,132.0,121.0,0.9212598425196851,-3.0,0.0,2.0,False,False,True,False,08
20800980,181,181,90.0,89.0,100.0,108.0,108.0,100.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800981,164,133,65.0,66.0,64.0,85.0,87.0,60.0,0.8109756097560976,-2.0,4.0,1.0,False,False,True,False,08
20800982,184,184,91.0,91.0,88.0,85.0,85.0,88.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20800983,203,139,69.0,68.0,56.0,72.0,72.0,58.0,0.6847290640394089,0.0,-2.0,1.0,False,False,True,False,08
20800984,190,190,96.0,91.0,95.0,106.0,106.0,95.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20800985,174,174,84.0,83.0,80.0,98.0,98.0,80.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800986,189,178,88.0,88.0,88.0,90.0,90.0,88.0,0.9417989417989417,0.0,0.0,0.0,False,True,True,False,08
20800987,174,174,85.0,86.0,89.0,84.0,84.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800988,190,126,64.0,61.0,56.0,61.0,61.0,56.0,0.6631578947368421,0.0,0.0,3.0,False,True,True,False,08
20800989,173,173,84.0,86.0,77.0,85.0,85.0,77.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20800990,203,203,101.0,99.0,87.0,110.0,110.0,87.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20800991,189,189,93.0,92.0,100.0,107.0,107.0,100.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800992,195,195,97.0,96.0,87.0,105.0,105.0,87.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800993,196,196,96.0,95.0,104.0,106.0,106.0,104.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800994,220,220,107.0,110.0,154.0,130.0,130.0,154.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20800995,185,133,66.0,66.0,72.0,79.0,79.0,75.0,0.7189189189189189,0.0,-3.0,0.0,False,False,True,False,08
20800996,204,204,100.0,100.0,86.0,112.0,112.0,86.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20800997,180,180,87.0,88.0,103.0,92.0,92.0,103.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20800998,175,175,89.0,82.0,95.0,84.0,84.0,95.0,1.0,0.0,0.0,7.0,True,True,False,False,08
20800999,188,188,91.0,92.0,76.0,78.0,78.0,76.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801000,184,160,77.0,80.0,87.0,114.0,114.0,86.0,0.8695652173913043,0.0,1.0,3.0,False,False,True,False,08
20801001,189,189,92.0,92.0,97.0,119.0,119.00002352029381,96.99999335312557,1.0,-2.3520293808587667e-05,6.646874425086935e-06,0.0,True,True,True,True,08
20801002,186,173,86.0,87.0,87.0,93.0,93.0,87.0,0.9301075268817204,0.0,0.0,1.0,False,True,True,False,08
20801003,199,103,49.0,51.0,60.0,66.0,60.0,62.0,0.5175879396984925,6.0,-2.0,2.0,False,False,True,False,08
20801004,178,178,89.0,87.0,101.0,103.0,103.0,101.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801005,178,178,89.0,86.0,86.0,93.0,93.0,86.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801006,203,203,103.0,100.0,87.0,103.0,103.00016505335655,88.00007241207233,1.0,-0.0001650533565538126,-1.0000724120723277,3.0,True,False,True,False,08
20801007,216,153,75.0,75.0,87.0,79.0,79.0,87.0,0.7083333333333334,0.0,0.0,0.0,False,True,True,False,08
20801008,175,175,85.0,88.0,94.0,93.0,93.0,94.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801009,197,197,96.0,95.0,108.0,112.0,112.0,108.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801010,185,185,92.0,89.0,88.0,104.0,104.00003211424178,88.00014169380557,1.0,-3.211424177607114e-05,-0.0001416938055740502,3.0,True,True,True,True,08
20801011,200,200,97.0,96.0,95.0,85.0,85.0,95.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801012,197,197,97.0,99.0,115.0,89.0,89.0,115.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801013,195,192,96.0,94.0,106.0,108.0,108.99995699823192,110.99995384528931,0.9846153846153847,-0.999956998231923,-4.999953845289312,2.0,False,False,True,False,08
20801014,194,194,94.0,94.0,106.0,80.0,80.0,106.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801015,183,183,90.0,88.0,93.0,94.0,94.0,93.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801016,193,145,70.0,73.0,83.0,76.0,73.0,82.0,0.7512953367875648,3.0,1.0,3.0,False,False,True,False,08
20801017,200,200,98.0,97.0,101.0,106.0,106.0,101.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801018,186,186,92.0,94.0,116.0,126.0,126.0,116.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801019,187,131,64.0,66.0,80.0,71.0,71.0,80.0,0.7005347593582888,0.0,0.0,2.0,False,True,True,False,08
20801020,188,188,92.0,92.0,87.0,95.0,95.0,87.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801021,184,160,75.0,80.0,82.0,87.0,91.0,82.0,0.8695652173913043,-4.0,0.0,5.0,False,False,False,False,08
20801022,217,217,107.0,109.0,106.0,114.0,114.0,106.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801023,190,190,94.0,93.0,94.0,92.0,92.0,94.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801024,181,181,91.0,87.0,102.0,89.0,89.0,102.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801025,181,181,91.0,87.0,88.0,96.0,96.0,88.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801026,202,202,103.0,99.0,121.0,94.0,94.0,121.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801027,165,120,61.0,57.0,71.0,68.0,70.0,69.0,0.7272727272727273,-2.0,2.0,4.0,False,False,True,False,08
20801028,184,184,89.0,92.0,84.0,96.0,96.0,84.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801029,196,196,97.0,97.0,101.0,94.0,94.0,101.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801030,181,156,77.0,77.0,74.0,92.0,92.0,74.0,0.861878453038674,0.0,0.0,0.0,False,True,True,False,08
20801031,174,120,59.0,59.0,52.0,52.0,50.0,50.0,0.6896551724137931,2.0,2.0,0.0,False,False,True,False,08
20801032,205,205,102.0,102.0,105.0,116.0,116.0,105.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801033,208,208,104.0,101.0,111.0,119.0,119.0,111.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801034,185,168,80.0,85.0,90.0,95.0,95.0,89.0,0.9081081081081082,0.0,1.0,5.0,False,False,False,False,08
20801035,187,187,91.0,91.0,108.0,77.0,83.0,108.0,1.0,-6.0,0.0,0.0,True,False,True,False,08
20801036,201,201,100.0,98.0,103.0,110.0,110.0,103.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801037,188,155,76.0,76.0,85.0,72.0,70.0,85.0,0.824468085106383,2.0,0.0,0.0,False,False,True,False,08
20801038,208,160,77.0,82.0,94.0,84.0,85.0,95.0,0.7692307692307693,-1.0,-1.0,5.0,False,False,False,False,08
20801039,190,190,92.0,96.0,96.0,84.0,84.0,96.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801040,196,196,98.0,97.0,96.0,128.0,128.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801041,178,178,87.0,89.0,99.0,96.0,96.0,101.0,1.0,0.0,-2.0,2.0,True,False,True,False,08
20801042,175,167,83.0,83.0,80.0,81.0,81.0,80.0,0.9542857142857143,0.0,0.0,0.0,False,True,True,False,08
20801043,188,186,91.0,91.0,95.0,90.0,90.0,97.0,0.9893617021276596,0.0,-2.0,0.0,False,False,True,False,08
20801044,203,203,98.0,102.0,76.0,100.0,100.0,76.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801045,178,167,80.0,84.0,90.0,84.0,84.0,90.0,0.9382022471910112,0.0,0.0,4.0,False,True,True,False,08
20801046,203,203,101.0,99.0,89.0,99.0,99.0,89.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801047,196,196,97.0,98.0,112.0,100.0,100.0,112.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801048,180,169,84.0,83.0,95.0,105.0,108.94222493618777,97.05794865662978,0.9388888888888889,-3.9422249361877704,-2.057948656629776,1.0,False,False,True,False,08
20801049,190,118,58.0,58.0,66.0,71.0,70.0,66.0,0.6210526315789474,1.0,0.0,0.0,False,False,True,False,08
20801050,188,140,65.0,68.0,56.0,77.0,77.0,56.0,0.7446808510638298,0.0,0.0,3.0,False,True,True,False,08
20801051,181,181,89.0,88.0,82.0,94.0,93.99999105141161,82.0000131457138,1.0,8.948588387625023e-06,-1.3145713793960567e-05,1.0,True,True,True,True,08
20801052,207,207,102.0,102.0,106.0,102.0,102.0000107579027,106.00000857444498,1.0,-1.0757902700220257e-05,-8.574444976261475e-06,0.0,True,True,True,True,08
20801053,202,202,100.0,100.0,115.0,118.0,118.0,115.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801054,195,195,93.0,100.0,114.0,108.0,108.0,114.0,1.0,0.0,0.0,7.0,True,True,False,False,08
20801055,180,146,70.0,73.0,68.0,82.0,82.0,68.0,0.8111111111111111,0.0,0.0,3.0,False,True,True,False,08
20801056,198,198,97.0,100.0,107.0,89.0,89.0,107.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801057,194,194,96.0,93.0,106.0,107.0,107.0,106.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801058,202,202,98.0,101.0,86.0,99.0,99.0,86.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801059,172,172,85.0,83.0,102.0,92.0,92.0,102.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801060,172,151,76.0,72.0,82.0,81.0,81.0,79.0,0.877906976744186,0.0,3.0,4.0,False,False,True,False,08
20801061,189,189,95.0,91.0,88.0,90.0,90.0,88.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801062,188,188,93.0,92.0,88.0,96.0,96.0,88.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801063,195,162,81.0,79.0,80.0,99.0,99.0,80.0,0.8307692307692308,0.0,0.0,2.0,False,True,True,False,08
20801064,197,195,93.0,98.0,93.0,94.0,95.00000508669146,93.00002138062665,0.9898477157360406,-1.0000050866914592,-2.138062664869267e-05,5.0,False,False,False,False,08
20801065,222,170,85.0,82.0,104.0,110.0,110.0,104.0,0.7657657657657657,0.0,0.0,3.0,False,True,True,False,08
20801066,187,187,91.0,89.0,100.0,88.0,88.0,101.0,1.0,0.0,-1.0,2.0,True,False,True,False,08
20801067,179,135,67.0,67.0,60.0,67.0,64.0,58.0,0.7541899441340782,3.0,2.0,0.0,False,False,True,False,08
20801068,206,206,101.0,104.0,106.0,128.0,128.0,106.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801069,206,206,103.0,102.0,114.0,118.0,118.00001893809419,114.00000600571131,1.0,-1.8938094186182752e-05,-6.005711313150641e-06,1.0,True,True,True,True,08
20801070,184,184,93.0,90.0,93.0,76.0,77.0,92.0,1.0,-1.0,1.0,3.0,True,False,True,False,08
20801071,175,135,67.0,68.0,65.0,85.0,85.0,65.0,0.7714285714285715,0.0,0.0,1.0,False,True,True,False,08
20801072,192,192,97.0,94.0,107.0,129.0,129.0,109.0,1.0,0.0,-2.0,3.0,True,False,True,False,08
20801073,198,198,98.0,95.0,94.0,110.0,110.0,94.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801074,188,188,92.0,91.0,100.0,95.0,95.0,100.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801075,202,202,99.0,100.0,96.0,112.0,112.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801076,177,135,67.0,67.0,76.0,64.0,62.0,80.0,0.7627118644067796,2.0,-4.0,0.0,False,False,True,False,08
20801077,175,171,87.0,84.0,85.0,107.0,107.0,85.0,0.9771428571428571,0.0,0.0,3.0,False,True,True,False,08
20801078,194,194,95.0,95.0,103.0,95.0,95.00007214184659,103.00003517626335,1.0,-7.214184658721479e-05,-3.5176263352809656e-05,0.0,True,True,True,True,08
20801079,189,189,92.0,95.0,93.0,103.0,103.0,93.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801080,183,183,89.0,89.0,103.0,101.0,101.0,103.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801081,173,173,86.0,84.0,98.0,111.0,111.0,98.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801082,184,184,92.0,89.0,114.0,94.0,95.0,113.0,1.0,-1.0,1.0,3.0,True,False,True,False,08
20801083,205,129,64.0,64.0,71.0,71.0,67.0,71.0,0.6292682926829268,4.0,0.0,0.0,False,False,True,False,08
20801084,194,194,92.0,97.0,85.0,96.0,96.0,85.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20801085,189,189,92.0,94.0,98.0,96.0,96.0,98.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801086,193,193,95.0,95.0,85.0,102.0,102.0,85.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801087,186,186,93.0,90.0,93.0,110.0,110.0,93.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801088,213,213,105.0,105.0,116.0,129.0,129.0,116.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801089,223,223,111.0,109.0,101.0,102.0,104.0,99.0,1.0,-2.0,2.0,2.0,True,False,True,False,08
20801090,164,164,80.0,81.0,66.0,86.0,86.0,66.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801091,190,190,92.0,96.0,74.0,102.0,102.0,74.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801092,184,184,90.0,90.0,76.0,86.0,86.0,76.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801093,188,188,93.0,93.0,99.0,108.0,108.0,99.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801094,222,157,76.0,78.0,79.0,93.0,91.0,79.0,0.7072072072072072,2.0,0.0,2.0,False,False,True,False,08
20801095,175,175,85.0,86.0,97.0,101.0,101.0,97.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801096,193,169,84.0,80.0,78.0,90.0,90.0,76.0,0.8756476683937824,0.0,2.0,4.0,False,False,True,False,08
20801097,199,199,100.0,99.0,115.0,124.0,124.0,115.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801098,175,175,86.0,85.0,86.0,90.0,90.0,86.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801099,210,210,105.0,104.0,118.0,126.0,126.0,118.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801100,192,192,97.0,95.0,101.0,95.0,95.0,101.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801101,193,193,97.0,96.0,107.0,78.0,78.0,107.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801102,201,201,98.0,101.0,104.0,111.0,112.00015652521131,104.00002326133958,1.0,-1.0001565252113096,-2.3261339578084517e-05,3.0,True,False,True,False,08
20801103,211,211,103.0,104.0,114.0,109.0,108.99998944218771,114.00001371438141,1.0,1.0557812288425339e-05,-1.37143814100682e-05,1.0,True,True,True,True,08
20801104,184,184,88.0,91.0,84.0,94.0,94.0,84.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801105,178,173,85.0,83.0,72.0,75.0,79.0005436507089,73.00011597134001,0.9719101123595506,-4.000543650708906,-1.0001159713400085,2.0,False,False,True,False,08
20801106,200,104,49.0,52.0,54.0,49.0,51.0,52.0,0.52,-2.0,2.0,3.0,False,False,True,False,08
20801107,175,175,83.0,87.0,85.0,98.0,98.0,85.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801108,187,187,93.0,93.0,108.0,88.0,88.0,108.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801109,179,179,88.0,87.0,96.0,95.0,95.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801110,210,210,105.0,103.0,104.0,111.0,111.0,104.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801111,188,188,94.0,93.0,102.0,127.0,125.0,104.0,1.0,2.0,-2.0,1.0,True,False,True,False,08
20801112,183,183,89.0,91.0,111.0,110.0,110.0,111.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801113,197,197,97.0,97.0,99.0,95.0,95.0,99.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801114,210,210,101.0,102.0,109.0,111.0,111.0,109.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801115,183,183,91.0,90.0,98.0,109.0,111.0,98.0,1.0,-2.0,0.0,1.0,True,False,True,False,08
20801116,197,194,94.0,95.0,107.0,110.0,112.00286457494062,106.99781284451069,0.9847715736040609,-2.0028645749406166,0.002187155489309589,1.0,False,False,True,False,08
20801117,198,198,95.0,101.0,104.0,98.0,98.0,104.0,1.0,0.0,0.0,6.0,True,True,False,False,08
20801118,178,177,86.0,88.0,96.0,98.0,98.0,96.0,0.9943820224719101,0.0,0.0,2.0,False,True,True,False,08
20801119,199,199,97.0,98.0,109.0,114.0,114.0,109.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801120,247,247,122.0,120.0,141.0,143.0,142.9999970219472,141.00001551678764,1.0,2.978052805246989e-06,-1.5516787641445262e-05,2.0,True,True,True,True,08
20801121,192,155,76.0,76.0,80.0,75.0,77.0,84.0,0.8072916666666666,-2.0,-4.0,0.0,False,False,True,False,08
20801122,192,192,94.0,95.0,95.0,105.0,105.0,95.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801123,183,176,87.0,87.0,99.0,103.0,103.0,96.0,0.9617486338797814,0.0,3.0,0.0,False,False,True,False,08
20801124,213,213,103.0,108.0,104.0,114.0,114.0,104.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20801125,184,184,91.0,91.0,95.0,92.0,92.0,97.0,1.0,0.0,-2.0,0.0,True,False,True,False,08
20801126,198,198,97.0,100.0,126.0,121.0,121.0,126.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801127,192,192,97.0,91.0,95.0,101.0,104.0,92.0,1.0,-3.0,3.0,6.0,True,False,False,False,08
20801128,180,180,89.0,88.0,102.0,107.0,107.0,102.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801129,178,178,90.0,85.0,107.0,72.0,72.0,107.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20801130,190,186,93.0,90.0,86.0,110.0,111.0,82.0,0.9789473684210527,-1.0,4.0,3.0,False,False,True,False,08
20801131,192,103,51.0,50.0,64.0,44.0,44.0,58.0,0.5364583333333334,0.0,6.0,1.0,False,False,True,False,08
20801132,208,208,105.0,101.0,111.0,139.0,139.0,111.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801133,196,196,98.0,96.0,103.0,111.0,111.0,103.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801134,189,189,90.0,95.0,81.0,93.0,93.0,81.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20801135,199,199,98.0,94.0,102.0,95.0,95.0,102.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801136,189,132,62.0,67.0,65.0,72.0,68.0,65.0,0.6984126984126984,4.0,0.0,5.0,False,False,False,False,08
20801137,177,177,87.0,86.0,88.0,97.0,95.0,90.0,1.0,2.0,-2.0,1.0,True,False,True,False,08
20801138,188,188,91.0,94.0,88.0,82.0,82.0,88.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801139,190,190,94.0,94.0,118.0,104.0,104.0,118.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801140,196,196,97.0,96.0,107.0,102.0,102.0,107.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801141,193,193,93.0,97.0,104.0,118.0,120.0,104.0,1.0,-2.0,0.0,4.0,True,False,True,False,08
20801142,173,161,80.0,79.0,75.0,94.0,92.0,75.0,0.930635838150289,2.0,0.0,1.0,False,False,True,False,08
20801143,199,199,97.0,99.0,114.0,142.0,140.0,116.0,1.0,2.0,-2.0,2.0,True,False,True,False,08
20801144,185,185,91.0,91.0,97.0,104.0,103.99996382171692,97.00139414443277,1.0,3.617828308222215e-05,-0.0013941444327656427,0.0,True,True,True,True,08
20801145,196,196,95.0,99.0,112.0,103.0,103.0,112.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801146,164,164,80.0,81.0,88.0,102.0,102.0,88.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801147,194,147,71.0,73.0,80.0,68.0,68.0,80.0,0.7577319587628866,0.0,0.0,2.0,False,True,True,False,08
20801148,183,183,91.0,89.0,108.0,94.0,94.00000824166521,108.00003055331388,1.0,-8.241665213404303e-06,-3.0553313877135224e-05,2.0,True,True,True,True,08
20801149,212,212,105.0,105.0,117.0,99.0,99.0,117.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801150,178,178,87.0,88.0,67.0,96.0,96.0,67.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801151,206,201,100.0,99.0,101.0,97.0,97.0,101.0,0.9757281553398058,0.0,0.0,1.0,False,True,True,False,08
20801152,190,143,69.0,71.0,50.0,69.0,67.0,50.0,0.7526315789473684,2.0,0.0,2.0,False,False,True,False,08
20801153,181,181,90.0,87.0,98.0,101.0,101.0,98.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801154,188,188,93.0,92.0,118.0,110.0,110.00000384067876,118.00001494518708,1.0,-3.840678758137983e-06,-1.4945187075454669e-05,1.0,True,True,True,True,08
20801155,194,194,96.0,94.0,92.0,87.0,87.0,93.0,1.0,0.0,-1.0,2.0,True,False,True,False,08
20801156,177,177,87.0,86.0,96.0,93.0,93.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801157,175,175,88.0,86.0,99.0,89.0,89.0,99.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801158,193,115,57.0,56.0,64.0,64.0,64.0,63.0,0.5958549222797928,0.0,1.0,1.0,False,False,True,False,08
20801159,180,180,88.0,89.0,83.0,93.0,93.0,83.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801160,205,205,100.0,101.0,122.0,104.0,104.0,122.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801161,169,169,82.0,83.0,87.0,77.0,77.0,87.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801162,179,179,88.0,86.0,86.0,98.0,98.0,86.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801163,211,211,107.0,103.0,101.0,130.0,130.0,101.0,1.0,0.0,0.0,4.0,True,True,True,True,08
20801164,176,176,82.0,87.0,78.0,81.0,81.0,78.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20801165,187,187,93.0,92.0,104.0,106.0,106.0,104.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801166,183,142,71.0,69.0,93.0,69.0,66.0,94.0,0.7759562841530054,3.0,-1.0,2.0,False,False,True,False,08
20801167,190,190,93.0,94.0,113.0,105.0,105.0,113.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801168,189,189,92.0,92.0,105.0,100.0,100.0,105.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801169,164,164,80.0,82.0,95.0,83.0,83.0,95.0,1.0,0.0,0.0,2.0,True,True,True,True,08
20801170,200,200,102.0,97.0,112.0,122.0,122.00000409270461,112.00000573743382,1.0,-4.092704614322429e-06,-5.7374338240379075e-06,5.0,True,True,False,False,08
20801171,205,205,102.0,99.0,101.0,130.0,130.0,101.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801172,189,174,84.0,87.0,97.0,95.0,97.05103740691882,104.94959794445833,0.9206349206349206,-2.051037406918823,-7.949597944458333,3.0,False,False,True,False,08
20801173,186,175,81.0,88.0,88.0,107.0,109.0,88.0,0.9408602150537635,-2.0,0.0,7.0,False,False,False,False,08
20801174,191,191,94.0,94.0,115.0,98.0,98.0,115.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801175,199,199,96.0,101.0,102.0,116.0,116.00003993744468,101.99999360720552,1.0,-3.993744468289151e-05,6.392794475118535e-06,5.0,True,True,False,False,08
20801176,192,192,94.0,94.0,105.0,95.0,95.0,105.0,1.0,0.0,0.0,0.0,True,True,True,True,08
20801177,172,155,77.0,75.0,92.0,84.0,84.0,92.0,0.9011627906976745,0.0,0.0,2.0,False,True,True,False,08
20801178,201,201,98.0,101.0,118.0,122.0,122.0,118.0,1.0,0.0,0.0,3.0,True,True,True,True,08
20801179,183,183,91.0,90.0,98.0,105.0,105.0,98.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801180,173,173,82.0,87.0,93.0,100.0,100.0,93.0,1.0,0.0,0.0,5.0,True,True,False,False,08
20801181,201,201,99.0,100.0,89.0,106.0,106.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801182,200,199,99.0,96.0,81.0,84.0,84.0,81.0,0.995,0.0,0.0,3.0,True,True,True,True,08
20801183,201,201,99.0,100.0,100.0,98.0,98.0,100.0,1.0,0.0,0.0,1.0,True,True,True,True,08
20801184,179,179,86.0,89.0,92.0,100.0,100.0,92.0,1.0,0.0,0.0,3.0,True,True,True,True,08
