gid_n,possessions_seen,possessions_attached,n_away,n_home,pts_away,pts_home,expected_home,expected_away,attach_rate,home_point_error,away_point_error,possession_gap,pass_attach,pass_points,pass_balance,trusted,season_code
21700785,185,185,89.0,93.0,109.0,94.0,94.0,109.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700786,201,201,98.0,99.0,99.0,96.0,96.0,99.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700787,198,151,75.0,75.0,68.0,76.0,76.0,68.0,0.7626262626262627,0.0,0.0,0.0,False,True,True,False,17
21700788,210,142,72.0,69.0,72.0,67.0,67.0,68.0,0.6761904761904762,0.0,4.0,3.0,False,False,True,False,17
21700789,203,203,102.0,98.0,115.0,110.0,110.0,115.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700790,196,196,97.0,97.0,91.0,111.0,111.0,91.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700791,194,194,96.0,97.0,111.0,102.0,102.0,111.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700792,200,200,99.0,99.0,111.0,109.0,109.0,111.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700793,210,210,101.0,106.0,131.0,109.0,109.0,133.0,1.0,0.0,-2.0,5.0,True,False,False,False,17
21700794,188,135,67.0,67.0,68.0,89.0,89.0,66.0,0.7180851063829787,0.0,2.0,0.0,False,False,True,False,17
21700795,194,194,94.0,96.0,98.0,102.0,104.0,98.0,1.0,-2.0,0.0,2.0,True,False,True,False,17
21700796,204,126,63.0,63.0,62.0,69.0,71.0,62.0,0.6176470588235294,-2.0,0.0,0.0,False,False,True,False,17
21700797,203,203,99.0,101.0,98.0,116.0,116.0,98.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700798,200,200,101.0,97.0,88.0,111.0,111.0,91.0,1.0,0.0,-3.0,4.0,True,False,True,False,17
21700799,201,173,87.0,83.0,69.0,90.0,92.0,67.0,0.8606965174129353,-2.0,2.0,4.0,False,False,True,False,17
21700800,188,188,94.0,94.0,123.0,113.0,113.0,123.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700801,206,206,101.0,100.0,103.0,89.0,89.00000446868816,103.00004231336659,1.0,-4.468688160841339e-06,-4.2313366591884005e-05,1.0,True,True,True,True,17
21700802,191,191,96.0,92.0,102.0,115.0,115.0,102.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700803,214,214,106.0,104.0,125.0,105.0,105.00024938097386,124.99996657570966,1.0,-0.00024938097385529545,3.342429033637018e-05,2.0,True,True,True,True,17
21700804,201,158,79.0,78.0,77.0,86.0,86.0,75.0,0.7860696517412935,0.0,2.0,1.0,False,False,True,False,17
21700805,208,208,103.0,103.0,106.0,115.0,115.0,106.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700806,183,150,75.0,74.0,89.0,88.0,88.0,89.0,0.819672131147541,0.0,0.0,1.0,False,True,True,False,17
21700807,218,218,105.0,109.0,138.0,140.0,140.0,138.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700808,192,134,65.0,67.0,67.0,58.0,56.0,67.0,0.6979166666666666,2.0,0.0,2.0,False,False,True,False,17
21700809,202,202,100.0,98.0,92.0,96.0,96.0,92.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700810,208,208,101.0,105.0,129.0,81.0,81.0,129.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700811,204,204,103.0,98.0,98.0,98.0,100.0,98.0,1.0,-2.0,0.0,5.0,True,False,False,False,17
21700812,203,203,100.0,99.0,88.0,113.0,113.0,88.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700813,220,220,110.0,104.0,109.0,105.0,104.00002083139516,110.0000577591488,1.0,0.9999791686048383,-1.0000577591488025,6.0,True,False,False,False,17
21700814,221,221,108.0,109.0,103.0,109.0,108.99999087982253,103.00001629415378,1.0,9.120177466570567e-06,-1.6294153780904708e-05,1.0,True,True,True,True,17
21700815,199,199,100.0,96.0,103.0,121.0,121.0,103.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700816,195,168,82.0,83.0,69.0,95.0,93.0,69.0,0.8615384615384616,2.0,0.0,1.0,False,False,True,False,17
21700817,192,148,73.0,74.0,79.0,68.0,68.0,80.0,0.7708333333333334,0.0,-1.0,1.0,False,False,True,False,17
21700818,215,215,107.0,105.0,82.0,100.0,100.0,82.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700819,197,197,98.0,98.0,123.0,107.0,107.0,123.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700820,192,192,94.0,96.0,97.0,91.0,91.0,97.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700821,202,202,98.0,101.0,85.0,91.0,91.0,85.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700822,206,206,101.0,103.0,113.0,114.0,114.0,113.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700823,202,141,71.0,70.0,67.0,96.0,96.0,65.0,0.698019801980198,0.0,2.0,1.0,False,False,True,False,17
21700824,196,196,95.0,96.0,94.0,106.0,106.0,94.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700825,197,197,97.0,97.0,118.0,100.0,100.0,118.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700826,250,250,124.0,123.0,138.0,128.0,128.0,138.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700827,195,195,95.0,97.0,111.0,104.0,104.0,111.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700828,209,143,70.0,71.0,64.0,60.0,60.0,62.0,0.6842105263157895,0.0,2.0,1.0,False,False,True,False,17
21700829,192,192,95.0,93.0,101.0,90.0,89.98450621245985,101.01557985201183,1.0,0.015493787540151516,-0.015579852011825324,2.0,True,True,True,True,17
21700830,205,147,74.0,70.0,96.0,92.0,92.0,92.0,0.7170731707317073,0.0,4.0,4.0,False,False,True,False,17
21700831,200,200,102.0,97.0,105.0,122.0,122.0,105.0,1.0,0.0,0.0,5.0,True,True,False,False,17
21700832,207,207,102.0,102.0,123.0,111.0,113.0,123.0,1.0,-2.0,0.0,0.0,True,False,True,False,17
21700833,200,200,98.0,99.0,123.0,103.0,103.0,123.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700834,204,204,101.0,102.0,115.0,118.0,118.00001866273443,115.0000217345642,1.0,-1.8662734433405603e-05,-2.1734564199960005e-05,1.0,True,True,True,True,17
21700835,203,203,100.0,100.0,121.0,99.0,99.0,121.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700836,206,206,102.0,102.0,113.0,121.0,121.0,113.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700837,206,204,101.0,100.0,94.0,104.0,104.0,91.0,0.9902912621359223,0.0,3.0,1.0,False,False,True,False,17
21700838,198,198,99.0,96.0,106.0,111.0,111.0,106.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700839,197,165,83.0,80.0,80.0,96.0,100.0,82.0,0.8375634517766497,-4.0,-2.0,3.0,False,False,True,False,17
21700840,192,192,94.0,97.0,115.0,96.0,96.0,115.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700841,219,219,106.0,110.0,118.0,103.0,103.0,118.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700842,203,173,89.0,81.0,80.0,90.0,90.0,80.0,0.8522167487684729,0.0,0.0,8.0,False,True,False,False,17
21700843,192,133,67.0,66.0,80.0,75.0,78.0,75.0,0.6927083333333334,-3.0,5.0,1.0,False,False,True,False,17
21700844,197,196,95.0,97.0,101.0,103.0,105.00008625675875,101.00007376832241,0.9949238578680203,-2.000086256758749,-7.376832240879594e-05,2.0,False,False,True,False,17
21700845,202,202,100.0,98.0,99.0,101.0,101.0,99.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700846,212,212,104.0,102.0,85.0,125.0,129.0,83.0,1.0,-4.0,2.0,2.0,True,False,True,False,17
21700847,200,193,96.0,96.0,109.0,113.0,114.9999714286815,111.99986291995249,0.965,-1.999971428681505,-2.9998629199524913,0.0,False,False,True,False,17
21700848,187,187,92.0,92.0,92.0,97.0,97.00002333426266,92.00000757830873,1.0,-2.3334262664320704e-05,-7.578308725442184e-06,0.0,True,True,True,True,17
21700849,188,188,92.0,94.0,126.0,108.0,108.0,126.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700850,194,194,95.0,94.0,120.0,112.0,112.0,120.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700851,195,195,96.0,97.0,114.0,109.0,109.0,114.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700852,206,206,101.0,100.0,109.0,117.0,117.0,109.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700853,202,202,100.0,101.0,98.0,104.0,104.0,98.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700854,205,204,99.0,104.0,101.0,100.0,102.00013519146624,104.00014300572461,0.9951219512195122,-2.000135191466242,-3.0001430057246097,5.0,True,False,False,False,17
21700855,198,198,96.0,97.0,102.0,104.0,104.0001714664238,102.00013531082189,1.0,-0.00017146642379373134,-0.00013531082188933397,1.0,True,True,True,True,17
21700856,199,198,96.0,99.0,108.0,103.0,103.00004999320805,108.00000322125646,0.9949748743718593,-4.999320805154639e-05,-3.2212564633482543e-06,3.0,False,True,True,False,17
21700857,208,208,103.0,103.0,118.0,113.0,113.0,118.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700858,209,148,72.0,74.0,93.0,88.0,88.0,87.0,0.7081339712918661,0.0,6.0,2.0,False,False,True,False,17
21700859,205,205,100.0,102.0,122.0,98.0,98.0,122.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700860,198,198,99.0,98.0,91.0,100.0,100.0,91.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700861,195,173,87.0,85.0,103.0,98.0,105.0,107.0,0.8871794871794871,-7.0,-4.0,2.0,False,False,True,False,17
21700862,219,185,94.0,90.0,96.0,120.0,120.0,95.0,0.8447488584474886,0.0,1.0,4.0,False,False,True,False,17
21700863,194,194,98.0,95.0,97.0,107.0,107.0,97.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700864,211,211,105.0,103.0,117.0,123.0,123.0,117.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700865,210,210,103.0,105.0,134.0,123.0,123.0,134.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700866,214,162,82.0,79.0,93.0,84.0,80.0,94.0,0.7570093457943925,4.0,-1.0,3.0,False,False,True,False,17
21700867,198,198,97.0,97.0,96.0,111.0,111.00000504249712,96.00002513636535,1.0,-5.042497122076384e-06,-2.513636535184105e-05,0.0,True,True,True,True,17
21700868,208,208,103.0,102.0,120.0,113.0,113.0,120.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700869,199,199,98.0,97.0,110.0,103.0,103.0,110.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700870,210,210,99.0,104.0,115.0,115.0,115.0,116.0,1.0,0.0,-1.0,5.0,True,False,False,False,17
21700871,197,197,99.0,97.0,110.0,107.0,107.0,110.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700872,217,161,83.0,77.0,94.0,99.0,99.0,89.0,0.7419354838709677,0.0,5.0,6.0,False,False,False,False,17
21700873,192,192,95.0,96.0,110.0,98.0,98.0,110.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700874,216,211,103.0,106.0,89.0,114.0,112.0,89.0,0.9768518518518519,2.0,0.0,3.0,False,False,True,False,17
21700875,190,190,92.0,97.0,122.0,102.0,105.0,122.0,1.0,-3.0,0.0,5.0,True,False,False,False,17
21700876,219,219,106.0,108.0,122.0,119.0,119.00000933892143,122.00002091068552,1.0,-9.338921429957736e-06,-2.0910685520902916e-05,2.0,True,True,True,True,17
21700877,194,194,95.0,94.0,102.0,118.0,120.0,102.0,1.0,-2.0,0.0,1.0,True,False,True,False,17
21700878,218,152,75.0,74.0,78.0,64.0,67.0,78.0,0.6972477064220184,-3.0,0.0,1.0,False,False,True,False,17
21700879,241,241,119.0,120.0,123.0,124.0,124.0,123.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700880,197,197,98.0,98.0,119.0,122.0,122.0,119.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700881,225,183,88.0,90.0,107.0,97.0,95.0,109.0,0.8133333333333334,2.0,-2.0,2.0,False,False,True,False,17
21700882,197,197,100.0,95.0,100.0,81.0,81.0,100.0,1.0,0.0,0.0,5.0,True,True,False,False,17
21700883,211,171,83.0,87.0,88.0,99.0,99.0,90.0,0.8104265402843602,0.0,-2.0,4.0,False,False,True,False,17
21700884,202,202,99.0,100.0,105.0,116.0,116.0,105.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700885,199,137,68.0,69.0,68.0,89.0,89.0,68.0,0.6884422110552764,0.0,0.0,1.0,False,True,True,False,17
21700886,213,213,106.0,105.0,121.0,112.0,112.0,121.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700887,198,198,97.0,96.0,80.0,112.0,112.0,80.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700888,220,220,111.0,106.0,104.0,122.0,122.0,104.0,1.0,0.0,0.0,5.0,True,True,False,False,17
21700889,215,215,106.0,103.0,106.0,104.0,104.0,106.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700890,200,200,99.0,98.0,90.0,97.0,97.0,90.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700891,198,172,85.0,83.0,97.0,93.0,91.0,97.0,0.8686868686868687,2.0,0.0,2.0,False,False,True,False,17
21700892,205,205,100.0,103.0,98.0,114.0,114.0,98.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700893,238,238,117.0,115.0,123.0,121.0,121.0,123.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700894,201,201,100.0,98.0,110.0,94.0,94.0,110.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700895,193,193,96.0,95.0,94.0,109.0,109.00001777571661,93.99999385684565,1.0,-1.777571661421007e-05,6.143154351434532e-06,1.0,True,True,True,True,17
21700896,205,205,98.0,102.0,119.0,114.0,114.0,119.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700897,229,184,91.0,91.0,98.0,88.0,88.0,98.0,0.8034934497816594,0.0,0.0,0.0,False,True,True,False,17
21700898,197,154,77.0,76.0,76.0,86.0,86.0,74.0,0.7817258883248731,0.0,2.0,1.0,False,False,True,False,17
21700899,206,206,101.0,101.0,87.0,104.0,104.0,87.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700900,207,207,101.0,104.0,125.0,111.0,111.0,125.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700901,206,206,103.0,102.0,94.0,123.0,123.0,94.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700902,226,226,111.0,114.0,116.0,125.0,124.99999680323417,116.00002360223618,1.0,3.196765831603443e-06,-2.360223618325108e-05,3.0,True,True,True,True,17
21700903,209,209,102.0,104.0,105.0,112.0,112.0,105.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700904,199,199,100.0,97.0,106.0,106.0,109.00005355893815,103.00003643671397,1.0,-3.0000535589381485,2.9999635632860304,3.0,True,False,True,False,17
21700905,195,195,96.0,97.0,96.0,85.0,85.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700906,198,198,99.0,96.0,118.0,100.0,100.0,118.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700907,201,201,98.0,99.0,103.0,118.0,118.0,103.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700908,211,211,104.0,106.0,123.0,129.0,129.000018236778,123.00000288529473,1.0,-1.82367780041659e-05,-2.885294733800947e-06,2.0,True,True,True,True,17
21700909,206,206,105.0,98.0,99.0,104.0,102.0,101.0,1.0,2.0,-2.0,7.0,True,False,False,False,17
21700910,203,203,99.0,99.0,107.0,104.0,104.0,107.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700911,203,203,101.0,99.0,99.0,116.0,116.0,99.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700912,218,115,59.0,56.0,84.0,58.0,63.0,81.0,0.5275229357798165,-5.0,3.0,3.0,False,False,True,False,17
21700913,187,187,93.0,92.0,87.0,110.0,110.0,87.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700914,196,196,96.0,99.0,117.0,104.0,104.0,117.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700915,220,220,112.0,108.0,102.0,107.0,107.0,102.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700916,199,199,98.0,99.0,106.0,134.0,134.0,106.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700917,200,200,98.0,98.0,109.0,101.0,101.0,109.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700918,219,213,105.0,107.0,110.0,96.0,102.00010485947506,110.00000494843061,0.9726027397260274,-6.000104859475059,-4.948430614604149e-06,2.0,False,False,True,False,17
21700919,213,213,105.0,105.0,111.0,110.0,110.0,111.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700920,210,210,104.0,103.0,121.0,116.0,116.0,121.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700921,198,176,85.0,88.0,89.0,87.0,87.0,89.0,0.8888888888888888,0.0,0.0,3.0,False,True,True,False,17
21700922,199,102,49.0,51.0,79.0,41.0,37.0,79.0,0.5125628140703518,4.0,0.0,2.0,False,False,True,False,17
21700923,199,199,99.0,97.0,108.0,97.0,97.0,108.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700924,216,216,108.0,106.0,111.0,116.0,116.0,111.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700925,204,204,100.0,103.0,99.0,108.0,108.0,99.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700926,208,208,103.0,102.0,106.0,115.0,115.00003692749137,106.00004035969968,1.0,-3.692749136519069e-05,-4.035969968185782e-05,1.0,True,True,True,True,17
21700927,199,199,99.0,96.0,99.0,109.0,110.0,99.0,1.0,-1.0,0.0,3.0,True,False,True,False,17
21700928,221,221,106.0,110.0,114.0,109.0,109.0,114.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700929,183,183,91.0,90.0,102.0,95.0,95.0,102.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700930,200,200,98.0,101.0,100.0,108.0,108.00002607481242,100.0000160922743,1.0,-2.6074812424781157e-05,-1.609227429355542e-05,3.0,True,True,True,True,17
21700931,205,121,60.0,60.0,74.0,64.0,64.0,71.0,0.5902439024390244,0.0,3.0,0.0,False,False,True,False,17
21700932,198,198,98.0,98.0,103.0,96.0,96.0,103.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700933,211,206,102.0,101.0,120.0,116.0,116.00003389403724,124.00001764113321,0.976303317535545,-3.389403724440854e-05,-4.000017641133212,1.0,False,False,True,False,17
21700934,201,201,97.0,100.0,108.0,116.0,116.0,108.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700935,202,166,83.0,83.0,78.0,108.0,109.0,82.0,0.8217821782178217,-1.0,-4.0,0.0,False,False,True,False,17
21700936,201,111,54.0,54.0,68.0,59.0,65.0,70.0,0.5522388059701493,-6.0,-2.0,0.0,False,False,True,False,17
21700937,192,192,95.0,94.0,126.0,117.0,117.0,126.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700938,197,160,80.0,77.0,84.0,89.0,88.0,82.0,0.8121827411167513,1.0,2.0,3.0,False,False,True,False,17
21700939,207,206,103.0,100.0,120.0,122.0,123.00007516918787,120.00000522021999,0.9951690821256038,-1.0000751691878662,-5.2202199896100865e-06,3.0,True,False,True,False,17
21700940,223,223,109.0,111.0,116.0,112.0,112.0,116.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700941,206,206,103.0,100.0,100.0,108.0,108.0,100.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700942,198,198,98.0,98.0,98.0,91.0,91.0,98.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700943,216,216,107.0,106.0,112.0,113.0,113.0,112.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700944,204,204,100.0,101.0,98.0,103.0,103.0,98.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700945,192,192,92.0,97.0,98.0,95.0,95.0,98.0,1.0,0.0,0.0,5.0,True,True,False,False,17
21700946,210,210,105.0,103.0,126.0,109.0,109.0,126.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700947,204,204,99.0,101.0,110.0,118.0,117.99998509886028,110.00007178375347,1.0,1.4901139721246182e-05,-7.178375346938992e-05,2.0,True,True,True,True,17
21700948,208,146,73.0,72.0,82.0,89.0,95.0,81.0,0.7019230769230769,-6.0,1.0,1.0,False,False,True,False,17
21700949,191,191,94.0,94.0,99.0,102.0,102.00007332991095,99.00011810597842,1.0,-7.332991094699537e-05,-0.00011810597841588333,0.0,True,True,True,True,17
21700950,200,200,97.0,99.0,90.0,112.0,112.0,90.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700951,188,188,90.0,93.0,89.0,92.0,92.0,89.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700952,196,196,99.0,96.0,103.0,125.0,125.0,103.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700953,197,197,95.0,96.0,105.0,89.0,89.0,105.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700954,198,102,51.0,51.0,59.0,48.0,48.0,53.0,0.5151515151515151,0.0,6.0,0.0,False,False,True,False,17
21700955,195,195,99.0,93.0,80.0,94.0,94.0,80.0,1.0,0.0,0.0,6.0,True,True,False,False,17
21700956,215,215,107.0,105.0,108.0,103.0,103.0,108.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700957,192,192,97.0,95.0,128.0,114.0,114.0,128.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700958,199,199,99.0,97.0,90.0,106.0,106.00000744216233,90.00007798804576,1.0,-7.442162328175073e-06,-7.79880457599802e-05,2.0,True,True,True,True,17
21700959,213,209,103.0,102.0,110.0,115.0,116.9890001106982,113.01102079379476,0.9812206572769953,-1.9890001106981998,-3.0110207937947564,1.0,False,False,True,False,17
21700960,211,202,97.0,101.0,114.0,105.0,103.0,114.0,0.957345971563981,2.0,0.0,4.0,False,False,True,False,17
21700961,214,214,106.0,105.0,107.0,118.0,118.0,107.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700962,193,193,95.0,96.0,87.0,111.0,111.0,87.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700963,203,203,99.0,99.0,101.0,114.0,114.0,101.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700964,223,154,76.0,77.0,90.0,73.0,73.0,87.0,0.6905829596412556,0.0,3.0,1.0,False,False,True,False,17
21700965,187,187,90.0,93.0,104.0,84.0,84.0,104.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700966,214,214,105.0,105.0,121.0,119.0,119.00001649255232,121.0000003941574,1.0,-1.6492552319391507e-05,-3.9415739649939496e-07,0.0,True,True,True,True,17
21700967,207,177,84.0,89.0,95.0,104.0,104.0,95.0,0.855072463768116,0.0,0.0,5.0,False,True,False,False,17
21700968,199,199,98.0,98.0,110.0,99.0,99.0,110.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700969,196,196,97.0,96.0,114.0,101.0,101.0,114.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700970,199,199,96.0,100.0,113.0,108.0,108.0,113.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700971,203,203,100.0,100.0,107.0,108.0,108.0,107.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700972,210,210,103.0,104.0,125.0,111.0,111.0,125.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700973,214,214,104.0,106.0,99.0,108.0,108.00000871616159,99.00000769885422,1.0,-8.71616158804045e-06,-7.698854219029272e-06,2.0,True,True,True,True,17
21700974,203,203,103.0,99.0,117.0,109.0,109.0,117.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700975,213,213,105.0,103.0,87.0,115.0,115.0,87.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700976,210,210,104.0,103.0,107.0,110.0,110.0,107.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700977,194,194,99.0,94.0,83.0,99.0,99.0,83.0,1.0,0.0,0.0,5.0,True,True,False,False,17
21700978,205,205,99.0,103.0,87.0,112.0,112.0,87.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700979,198,198,97.0,96.0,105.0,108.0,108.0,105.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21700980,192,175,85.0,86.0,86.0,71.0,69.0,86.0,0.9114583333333334,2.0,0.0,1.0,False,False,True,False,17
21700981,206,206,103.0,100.0,112.0,120.0,120.0,112.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700982,212,212,107.0,104.0,116.0,97.0,97.0,116.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700983,207,207,102.0,102.0,116.0,125.0,125.0,116.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700984,194,194,94.0,96.0,108.0,125.0,125.00000176392425,108.00001056048814,1.0,-1.7639242457789805e-06,-1.0560488135524793e-05,2.0,True,True,True,True,17
21700985,190,190,94.0,92.0,88.0,94.0,94.0,88.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700986,204,200,97.0,101.0,101.0,116.0,116.00017677002586,102.00004814212812,0.9803921568627451,-0.00017677002585969603,-1.0000481421281222,4.0,False,False,True,False,17
21700987,209,209,101.0,105.0,115.0,122.0,122.0,115.0,1.0,0.0,0.0,4.0,True,True,True,True,17
21700988,200,200,100.0,100.0,102.0,129.0,129.0,102.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700989,195,143,71.0,71.0,63.0,81.0,80.0,61.0,0.7333333333333333,1.0,2.0,0.0,False,False,True,False,17
21700990,199,199,97.0,100.0,94.0,104.0,104.0,94.0,1.0,0.0,0.0,3.0,True,True,True,True,17
21700991,199,163,81.0,81.0,86.0,95.0,95.0,86.0,0.8190954773869347,0.0,0.0,0.0,False,True,True,False,17
21700992,203,203,102.0,101.0,132.0,106.0,106.00006831921108,132.00007010036353,1.0,-6.831921108130246e-05,-7.010036352994575e-05,1.0,True,True,True,True,17
21700993,202,202,100.0,100.0,129.0,122.0,122.0,129.0,1.0,0.0,0.0,0.0,True,True,True,True,17
21700994,206,206,102.0,100.0,103.0,109.0,109.0,103.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700995,209,209,103.0,101.0,116.0,99.0,99.0,116.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700996,199,187,94.0,91.0,96.0,121.0,121.0,96.0,0.9396984924623115,0.0,0.0,3.0,False,True,True,False,17
21700997,194,194,95.0,97.0,105.0,82.0,82.0,105.0,1.0,0.0,0.0,2.0,True,True,True,True,17
21700998,196,192,96.0,94.0,99.0,95.0,97.0,99.0,0.9795918367346939,-2.0,0.0,2.0,False,False,True,False,17
21700999,205,205,102.0,101.0,120.0,97.0,97.0,120.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21701000,211,211,104.0,105.0,113.0,127.0,127.0,113.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21701001,199,199,98.0,97.0,93.0,109.0,109.0,93.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21701002,196,141,69.0,70.0,84.0,76.0,78.0,82.0,0.7193877551020408,-2.0,2.0,1.0,False,False,True,False,17
21701003,199,199,99.0,98.0,101.0,106.0,106.0,101.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21701004,199,199,98.0,99.0,99.0,115.0,115.0,99.0,1.0,0.0,0.0,1.0,True,True,True,True,17
21701005,201,201,99.0,100.0,101.0,98.0,98.0,101.0,1.0,0.0,0.0,1.0,True,True,True,True,17
