prediction_season,feature,coef_per_training_sd,alpha
2017,ast_mid2_75,-0.010565537680061913,10.0
2017,ast_tp_75,0.12163359454784532,10.0
2017,tov_bp_75,-0.04723363853210959,10.0
2017,tov_lb_75,-0.184079453109832,10.0
2017,tov_dead_75,-0.4549578876322252,10.0
2017,oreb_opp_rate,0.6466890924404921,10.0
2017,dreb_opp_rate,-0.09566514222863147,10.0
2017,off_boxout_75,0.0,10.0
2017,def_boxout_75,0.0,10.0
2017,stl_75,0.11965175331949572,10.0
2017,blk_75,-0.14130251984710307,10.0
2017,rim_dfg_diff,0.020977558866537127,10.0
2017,contested_2pt_75,0.020120578788544678,10.0
2017,contested_3pt_75,0.04298206817145148,10.0
2017,defl_75,0.0844075710205741,10.0
2017,pf_nonoff_75,-0.13733320324677428,10.0
2017,charges_drawn_75,-0.012005853134668312,10.0
2017,height,0.23902188894119036,10.0
2017,age,0.1297837571038627,10.0
2017,wing_rel,0.08112815976740992,10.0
2017,residual__usg,-0.1399455033055991,10.0
2017,residual__ast_pct,0.23152224631579213,10.0
2017,residual__mpg,0.1523390291218161,10.0
2017,residual__ts,-0.06037410772221172,10.0
2017,residual__efg,-0.0031579448974545536,10.0
2017,residual__fg3_rate,0.1369357594321154,10.0
2017,residual__pct_unassisted,-0.0020392089424543965,10.0
2017,residual__fouls_drawn_75,0.0579329632144692,10.0
2017,residual__blocked_75,-0.06710096813243177,10.0
2018,rim_ast_m_75,0.3964341829311626,10.0
2018,rim_unast_m_75,0.6372376366216818,10.0
2018,rim_miss_75,-0.44148405291889015,10.0
2018,flt_ast_m_75,0.1874060169588863,10.0
2018,flt_unast_m_75,0.3232581423527063,10.0
2018,flt_miss_75,-0.35402134230984816,10.0
2018,mid_ast_m_75,0.35113865624371843,10.0
2018,mid_unast_m_75,0.5428127975357182,10.0
2018,mid_miss_75,-0.5440656272108553,10.0
2018,tp_ast_m_75,0.7754708272393421,10.0
2018,tp_unast_m_75,0.29257436075928567,10.0
2018,tp_miss_75,0.13682340839986168,10.0
2018,ftm_75,0.6528375316168938,10.0
2018,ft_miss_75,-0.02063895245202962,10.0
2018,ast_rim_75,0.44868428380363473,10.0
2018,ast_mid2_75,0.012046280773981882,10.0
2018,ast_tp_75,0.10344261937854878,10.0
2018,tov_bp_75,-0.015065367702567342,10.0
2018,tov_lb_75,-0.20042455734906686,10.0
2018,tov_dead_75,-0.4534857379164521,10.0
2018,oreb_opp_rate,0.593348850950125,10.0
2018,dreb_opp_rate,-0.08480693895904774,10.0
2018,off_boxout_75,-0.04234456452935572,10.0
2018,def_boxout_75,0.02970187150289986,10.0
2018,stl_75,0.10633908274347363,10.0
2018,blk_75,-0.102788005496807,10.0
2018,rim_dfg_diff,0.007665709418041019,10.0
2018,contested_2pt_75,0.03602417482845114,10.0
2018,contested_3pt_75,0.03159970558312078,10.0
2018,defl_75,0.07255352746031166,10.0
2018,pf_nonoff_75,-0.12241952364860545,10.0
2018,charges_drawn_75,0.006333607916586419,10.0
2018,height,0.2068867939182887,10.0
2018,age,0.14339882100751836,10.0
2018,wing_rel,0.08511293535321876,10.0
2018,residual__usg,-0.1715384381033738,10.0
2018,residual__ast_pct,0.22022544221474094,10.0
2018,residual__mpg,0.1705116258719054,10.0
2018,residual__ts,-0.05247758316837383,10.0
2018,residual__efg,-0.021357994498946428,10.0
2018,residual__fg3_rate,0.13043778776214926,10.0
2018,residual__pct_unassisted,-0.012506852021539373,10.0
2018,residual__fouls_drawn_75,0.05144609304274483,10.0
2018,residual__blocked_75,-0.07373175112032997,10.0
2019,rim_ast_m_75,0.3485694347267955,10.0
2019,rim_unast_m_75,0.6939921989745671,10.0
2019,rim_miss_75,-0.5128824207667773,10.0
2019,flt_ast_m_75,0.23369215183830708,10.0
2019,flt_unast_m_75,0.29660184219575036,10.0
2019,flt_miss_75,-0.3817943650263939,10.0
2019,mid_ast_m_75,0.29524490225950323,10.0
2019,mid_unast_m_75,0.4254891650019991,10.0
2019,mid_miss_75,-0.4693336205585784,10.0
2019,tp_ast_m_75,0.7991576992544503,10.0
2019,tp_unast_m_75,0.2903445574329885,10.0
2019,tp_miss_75,0.05988237254929807,10.0
2019,ftm_75,0.6695100187140011,10.0
2019,ft_miss_75,-0.001583398054459159,10.0
2019,ast_rim_75,0.41444706082543126,10.0
2019,ast_mid2_75,0.04567471460899485,10.0
2019,ast_tp_75,0.12319168046695107,10.0
2019,tov_bp_75,-0.004743837713579736,10.0
2019,tov_lb_75,-0.18450118958994008,10.0
2019,tov_dead_75,-0.44890152672963535,10.0
2019,oreb_opp_rate,0.5864366851713086,10.0
2019,dreb_opp_rate,-0.10910953291219708,10.0
2019,off_boxout_75,-0.022622470306243904,10.0
2019,def_boxout_75,-0.019041097165374676,10.0
2019,stl_75,0.12331812592380831,10.0
2019,blk_75,-0.0925063974755043,10.0
2019,rim_dfg_diff,0.00891411005904338,10.0
2019,contested_2pt_75,0.032215339505485004,10.0
2019,contested_3pt_75,0.009350609095909814,10.0
2019,defl_75,0.05920728457417265,10.0
2019,pf_nonoff_75,-0.1316388526898761,10.0
2019,charges_drawn_75,0.025094464465857405,10.0
2019,height,0.18138839427887749,10.0
2019,age,0.14684242858194663,10.0
2019,wing_rel,0.08213851482371351,10.0
2019,residual__usg,-0.17084270538245513,10.0
2019,residual__ast_pct,0.18788952765756015,10.0
2019,residual__mpg,0.2008148593330891,10.0
2019,residual__ts,-0.07352221218363225,10.0
2019,residual__efg,-0.0001596889936397012,10.0
2019,residual__fg3_rate,0.1233771657918173,10.0
2019,residual__pct_unassisted,-0.026912197908063214,10.0
2019,residual__fouls_drawn_75,0.04671762336145495,10.0
2019,residual__blocked_75,-0.07696069269791109,10.0
2020,rim_ast_m_75,0.3331248119418298,10.0
2020,rim_unast_m_75,0.6801049840702547,10.0
2020,rim_miss_75,-0.5109778361566822,10.0
2020,flt_ast_m_75,0.19856004338646263,10.0
2020,flt_unast_m_75,0.2518750605084847,10.0
2020,flt_miss_75,-0.32690215716853105,10.0
2020,mid_ast_m_75,0.2597536597407776,10.0
2020,mid_unast_m_75,0.36596324315837375,10.0
2020,mid_miss_75,-0.4134776783569522,10.0
2020,tp_ast_m_75,0.675961334378993,10.0
2020,tp_unast_m_75,0.27627582931088623,10.0
2020,tp_miss_75,0.18945138150244512,10.0
2020,ftm_75,0.6430090661424059,10.0
2020,ft_miss_75,0.0034352747133205696,10.0
2020,ast_rim_75,0.43246323861496205,10.0
2020,ast_mid2_75,0.02684737053849784,10.0
2020,ast_tp_75,0.14861931286755495,10.0
2020,tov_bp_75,-0.03849380885762865,10.0
2020,tov_lb_75,-0.2136675965602999,10.0
2020,tov_dead_75,-0.4086488349173835,10.0
2020,oreb_opp_rate,0.5870865903758931,10.0
2020,dreb_opp_rate,-0.07413490226575906,10.0
2020,off_boxout_75,-0.020465081688959177,10.0
2020,def_boxout_75,-0.034675001379367264,10.0
2020,stl_75,0.14757306615035054,10.0
2020,blk_75,-0.08039628562955083,10.0
2020,rim_dfg_diff,0.01674168740330914,10.0
2020,contested_2pt_75,0.024628102165310032,10.0
2020,contested_3pt_75,0.014097729032398714,10.0
2020,defl_75,0.05199296827531691,10.0
2020,pf_nonoff_75,-0.16852666099050695,10.0
2020,charges_drawn_75,0.019916747906328247,10.0
2020,height,0.1418642198098635,10.0
2020,age,0.15694975274726103,10.0
2020,wing_rel,0.04179753209114041,10.0
2020,residual__usg,-0.16379756998092027,10.0
2020,residual__ast_pct,0.16995834914058097,10.0
2020,residual__mpg,0.20522001637874726,10.0
2020,residual__ts,-0.12840713534458403,10.0
2020,residual__efg,0.12561231043815974,10.0
2020,residual__fg3_rate,0.10551216872160107,10.0
2020,residual__pct_unassisted,-0.04384409295775069,10.0
2020,residual__fouls_drawn_75,0.0630087888759935,10.0
2020,residual__blocked_75,-0.08123389040245857,10.0
2021,rim_ast_m_75,0.3535589887559754,10.0
2021,rim_unast_m_75,0.7575650527616663,10.0
2021,rim_miss_75,-0.5286142991714282,10.0
2021,flt_ast_m_75,0.16553205091133166,10.0
2021,flt_unast_m_75,0.23992462971723055,10.0
2021,flt_miss_75,-0.3493981705955373,10.0
2021,mid_ast_m_75,0.24198775222316676,10.0
2021,mid_unast_m_75,0.31502599288563854,10.0
2021,mid_miss_75,-0.3677265230635144,10.0
2021,tp_ast_m_75,0.6371591390086175,10.0
2021,tp_unast_m_75,0.2859360219466771,10.0
2021,tp_miss_75,0.16673335494880237,10.0
2021,ftm_75,0.6558785531837191,10.0
2021,ft_miss_75,-0.024416905810420806,10.0
2021,ast_rim_75,0.43099840957200886,10.0
2021,ast_mid2_75,0.016366138488098404,10.0
2021,ast_tp_75,0.09498070407258674,10.0
2021,tov_bp_75,0.0016371934694806235,10.0
2021,tov_lb_75,-0.25232622625646783,10.0
2021,tov_dead_75,-0.3807351474686735,10.0
2021,oreb_opp_rate,0.563929621312796,10.0
2021,dreb_opp_rate,-0.05994201158849456,10.0
2021,off_boxout_75,-0.03709129399944112,10.0
2021,def_boxout_75,-0.007920667341844302,10.0
2021,stl_75,0.13852886852501822,10.0
2021,blk_75,-0.06860258207510597,10.0
2021,rim_dfg_diff,0.0005707065247466905,10.0
2021,contested_2pt_75,0.03205860119863099,10.0
2021,contested_3pt_75,0.03597571380021025,10.0
2021,defl_75,0.03894698914648198,10.0
2021,pf_nonoff_75,-0.1748376364311368,10.0
2021,charges_drawn_75,0.033966281109754685,10.0
2021,height,0.08854290421902707,10.0
2021,age,0.1612882314312526,10.0
2021,wing_rel,-0.00046235313080556124,10.0
2021,residual__usg,-0.15491875763280816,10.0
2021,residual__ast_pct,0.1347100192782464,10.0
2021,residual__mpg,0.2115207897950205,10.0
2021,residual__ts,-0.18256195884765913,10.0
2021,residual__efg,0.19015526874230795,10.0
2021,residual__fg3_rate,0.09358977783058671,10.0
2021,residual__pct_unassisted,-0.04086327047614768,10.0
2021,residual__fouls_drawn_75,0.0666981539306231,10.0
2021,residual__blocked_75,-0.09677956196235508,10.0
2022,rim_ast_m_75,0.34769360421304935,10.0
2022,rim_unast_m_75,0.7387184019068304,10.0
2022,rim_miss_75,-0.4506920575524515,10.0
2022,flt_ast_m_75,0.14970891636048872,10.0
2022,flt_unast_m_75,0.24238698920255314,10.0
2022,flt_miss_75,-0.36140799546731994,10.0
2022,mid_ast_m_75,0.21511899080351565,10.0
2022,mid_unast_m_75,0.3405672124434118,10.0
2022,mid_miss_75,-0.3886930846376541,10.0
2022,tp_ast_m_75,0.6570425732983444,10.0
2022,tp_unast_m_75,0.32933644773071785,10.0
2022,tp_miss_75,0.07858864615893507,10.0
2022,ftm_75,0.6875494698639193,10.0
2022,ft_miss_75,-0.08497483451753975,10.0
2022,ast_rim_75,0.41076898644347914,10.0
2022,ast_mid2_75,0.006548484841247604,10.0
2022,ast_tp_75,0.07305734283945108,10.0
2022,tov_bp_75,0.03168586791336375,10.0
2022,tov_lb_75,-0.2775706312426606,10.0
2022,tov_dead_75,-0.34884616809237606,10.0
2022,oreb_opp_rate,0.5396614686334147,10.0
2022,dreb_opp_rate,-0.07646987789911694,10.0
2022,off_boxout_75,-0.0634750859036373,10.0
2022,def_boxout_75,0.018604237875724596,10.0
2022,stl_75,0.14470652265791764,10.0
2022,blk_75,-0.04342466494286471,10.0
2022,rim_dfg_diff,0.00214371012570405,10.0
2022,contested_2pt_75,0.04022769242878617,10.0
2022,contested_3pt_75,0.04330168510339746,10.0
2022,defl_75,0.024121712280706396,10.0
2022,pf_nonoff_75,-0.18498345597862104,10.0
2022,charges_drawn_75,0.045321013427584246,10.0
2022,height,0.08739435261348781,10.0
2022,age,0.16740572572100243,10.0
2022,wing_rel,-0.03724259150744439,10.0
2022,residual__usg,-0.1444322591177328,10.0
2022,residual__ast_pct,0.13074415027767616,10.0
2022,residual__mpg,0.2276691908206671,10.0
2022,residual__ts,-0.23042445329546085,10.0
2022,residual__efg,0.25443828189779133,10.0
2022,residual__fg3_rate,0.08144481178251911,10.0
2022,residual__pct_unassisted,-0.060581752913933584,10.0
2022,residual__fouls_drawn_75,0.05179315333550967,10.0
2022,residual__blocked_75,-0.11424801696076221,10.0
2023,rim_ast_m_75,0.313828010442814,10.0
2023,rim_unast_m_75,0.754123496997581,10.0
2023,rim_miss_75,-0.4122524909168922,10.0
2023,flt_ast_m_75,0.11696144424585837,10.0
2023,flt_unast_m_75,0.20812002953902362,10.0
2023,flt_miss_75,-0.3239307776759398,10.0
2023,mid_ast_m_75,0.2028021311829561,10.0
2023,mid_unast_m_75,0.3407763837413139,10.0
2023,mid_miss_75,-0.38809418309588906,10.0
2023,tp_ast_m_75,0.6859131725938449,10.0
2023,tp_unast_m_75,0.3450037795242472,10.0
2023,tp_miss_75,0.03281362056192168,10.0
2023,ftm_75,0.6822206664595135,10.0
2023,ft_miss_75,-0.11271514997179723,10.0
2023,ast_rim_75,0.3760722827689607,10.0
2023,ast_mid2_75,0.012200457497622507,10.0
2023,ast_tp_75,0.07392817658804005,10.0
2023,tov_bp_75,0.07770895620882644,10.0
2023,tov_lb_75,-0.297356249461676,10.0
2023,tov_dead_75,-0.3399910923538226,10.0
2023,oreb_opp_rate,0.5735768464052698,10.0
2023,dreb_opp_rate,-0.06707146178441943,10.0
2023,off_boxout_75,-0.07815933158125192,10.0
2023,def_boxout_75,0.030032700992898897,10.0
2023,stl_75,0.16746861591125867,10.0
2023,blk_75,-0.023167749777525157,10.0
2023,rim_dfg_diff,-0.0016663919184536937,10.0
2023,contested_2pt_75,0.031613986718357266,10.0
2023,contested_3pt_75,0.07432491507709955,10.0
2023,defl_75,-0.005881300257476468,10.0
2023,pf_nonoff_75,-0.17838259959440947,10.0
2023,charges_drawn_75,0.06012974194831356,10.0
2023,height,0.09255608053642776,10.0
2023,age,0.16344731950735752,10.0
2023,wing_rel,-0.06222696324168798,10.0
2023,residual__usg,-0.14045458338775554,10.0
2023,residual__ast_pct,0.11366668200485244,10.0
2023,residual__mpg,0.2295298579865093,10.0
2023,residual__ts,-0.2307091095457022,10.0
2023,residual__efg,0.2691997048474162,10.0
2023,residual__fg3_rate,0.08527385837776089,10.0
2023,residual__pct_unassisted,-0.06343626259922354,10.0
2023,residual__fouls_drawn_75,0.060877902236336004,10.0
2023,residual__blocked_75,-0.11937222657849225,10.0
2024,rim_ast_m_75,0.2749863574100357,10.0
2024,rim_unast_m_75,0.7689861415099924,10.0
2024,rim_miss_75,-0.37147914495047135,10.0
2024,flt_ast_m_75,0.11308598354675986,10.0
2024,flt_unast_m_75,0.20682250129875307,10.0
2024,flt_miss_75,-0.36906005900368594,10.0
2024,mid_ast_m_75,0.20210039740933525,10.0
2024,mid_unast_m_75,0.35863766149184717,10.0
2024,mid_miss_75,-0.4325387421197175,10.0
2024,tp_ast_m_75,0.6008888153067542,10.0
2024,tp_unast_m_75,0.31513215046263676,10.0
2024,tp_miss_75,0.08463542089555909,10.0
2024,ftm_75,0.6971109054324292,10.0
2024,ft_miss_75,-0.13630950093040317,10.0
2024,ast_rim_75,0.3736506279763533,10.0
2024,ast_mid2_75,-0.004870245135755402,10.0
2024,ast_tp_75,0.08339499925141797,10.0
2024,tov_bp_75,0.04733456034017333,10.0
2024,tov_lb_75,-0.28416853276567355,10.0
2024,tov_dead_75,-0.29512194122263835,10.0
2024,oreb_opp_rate,0.5480797160813912,10.0
2024,dreb_opp_rate,-0.03254441365361943,10.0
2024,off_boxout_75,-0.0901863857280148,10.0
2024,def_boxout_75,0.031403284565502995,10.0
2024,stl_75,0.1619892208360941,10.0
2024,blk_75,-0.002085832489759269,10.0
2024,rim_dfg_diff,-0.008467714158084326,10.0
2024,contested_2pt_75,0.034507466185666566,10.0
2024,contested_3pt_75,0.10573786648500706,10.0
2024,defl_75,-0.011810928126114036,10.0
2024,pf_nonoff_75,-0.18828375453154914,10.0
2024,charges_drawn_75,0.06633768951642906,10.0
2024,height,0.0726958897901868,10.0
2024,age,0.1766331286617016,10.0
2024,wing_rel,-0.1086578296814595,10.0
2024,residual__usg,-0.056167847664451875,10.0
2024,residual__ast_pct,0.07026903035117148,10.0
2024,residual__mpg,0.2413240876404693,10.0
2024,residual__ts,-0.2443137974235091,10.0
2024,residual__efg,0.2897621587004879,10.0
2024,residual__fg3_rate,0.09476371481797354,10.0
2024,residual__pct_unassisted,-0.04760909843950591,10.0
2024,residual__fouls_drawn_75,0.07101836400585951,10.0
2024,residual__blocked_75,-0.10944874949504418,10.0
2025,rim_ast_m_75,0.2751586526773507,10.0
2025,rim_unast_m_75,0.7733453080497593,10.0
2025,rim_miss_75,-0.37872164553701654,10.0
2025,flt_ast_m_75,0.13681698291712416,10.0
2025,flt_unast_m_75,0.2405449240207024,10.0
2025,flt_miss_75,-0.41406057959847065,10.0
2025,mid_ast_m_75,0.17662722113924056,10.0
2025,mid_unast_m_75,0.34448984655335624,10.0
2025,mid_miss_75,-0.40554114570200706,10.0
2025,tp_ast_m_75,0.612847422064678,10.0
2025,tp_unast_m_75,0.35051474887450623,10.0
2025,tp_miss_75,0.010897469001637999,10.0
2025,ftm_75,0.734762148542112,10.0
2025,ft_miss_75,-0.16509202400249193,10.0
2025,ast_rim_75,0.42744572673263076,10.0
2025,ast_mid2_75,-0.011292245302739349,10.0
2025,ast_tp_75,0.05468655776373762,10.0
2025,tov_bp_75,-0.022758435308202877,10.0
2025,tov_lb_75,-0.29894790322174014,10.0
2025,tov_dead_75,-0.23661903424755062,10.0
2025,oreb_opp_rate,0.5723589150369544,10.0
2025,dreb_opp_rate,-0.015250823615705199,10.0
2025,off_boxout_75,-0.11645813761610922,10.0
2025,def_boxout_75,0.04863526775281721,10.0
2025,stl_75,0.1315988691493092,10.0
2025,blk_75,-0.0001319146087421578,10.0
2025,rim_dfg_diff,0.011688492360328581,10.0
2025,contested_2pt_75,-0.013238422746028457,10.0
2025,contested_3pt_75,0.14062323575904045,10.0
2025,defl_75,0.023058783002799486,10.0
2025,pf_nonoff_75,-0.1718681678102657,10.0
2025,charges_drawn_75,0.06137326719733696,10.0
2025,height,0.03941459783868057,10.0
2025,age,0.1968412479278331,10.0
2025,wing_rel,-0.1348890483626807,10.0
2025,residual__usg,-0.04466829572892698,10.0
2025,residual__ast_pct,0.041575340250095696,10.0
2025,residual__mpg,0.23007849285151455,10.0
2025,residual__ts,-0.22994026684727503,10.0
2025,residual__efg,0.2813483584773584,10.0
2025,residual__fg3_rate,0.09302883120699781,10.0
2025,residual__pct_unassisted,-0.045846189460693944,10.0
2025,residual__fouls_drawn_75,0.07932218635513849,10.0
2025,residual__blocked_75,-0.09663145705635443,10.0
