player_id,nerd_v1_o,nerd_v1_d,nerd_v1,prior_v1_o,prior_v1_d,nerd_atomic_raw_o,nerd_atomic_raw_d,nerd_atomic_raw,prior_atomic_raw_o,prior_atomic_raw_d,nerd_atomic_denom_o,nerd_atomic_denom_d,nerd_atomic_denom,prior_atomic_denom_o,prior_atomic_denom_d,poss_season,player_name,team_abbr,previous_candidate,denom_minus_raw,denom_minus_v1
203999,7.8731728390253055,3.6277969159693004,11.500969754994607,5.843252457576216,3.114613325369639,7.970667079802493,3.5588694503699205,11.529536530172415,5.339428772885792,2.154758393999155,8.004653391619712,3.5111541271848647,11.515807518804577,5.3661007766902085,2.1872647482879923,4655.0,Nikola Jokić,DEN,10.002012840690142,-0.013729011367837884,0.014837763809969928
1628983,6.665703035873764,2.3214057343078798,8.987108770181644,5.572681281088359,-0.050870873649136915,6.861203251603541,2.618035584229782,9.479238835833323,6.149710135454774,0.8604813721623713,6.923093236953745,2.6592960038419617,9.582389240795706,6.210175398963173,0.9500734630561649,4581.0,Shai Gilgeous-Alexander,OKC,7.488162457793127,0.10315040496238304,0.5952804706140622
1641705,2.7997939419762496,7.345335848677273,10.145129790653522,3.7352469378468527,3.971275416642285,2.5597351586281607,6.537416982522198,9.097152141150358,2.9240234548374646,2.604795094201987,2.61132334420077,6.579545409796753,9.190868753997524,2.923822397853725,2.7455494463384142,3723.0,Victor Wembanyama,SAS,9.9053068393569,0.09371661284716559,-0.954261036655998
203507,6.485258671997144,2.644774104554557,9.130032776551701,5.389641591238819,1.7981403364205646,6.109239727660885,2.6123179988691443,8.72155772653003,4.883783935167114,2.2078875165062213,6.031277573265464,2.5437967033724744,8.575074276637938,4.6331628179857365,2.0262823677942334,2130.0,Giannis Antetokounmpo,MIL,8.092820074195682,-0.1464834498920915,-0.5549584999137629
202695,6.5948165891194686,2.1143486541783982,8.709165243297868,5.216582508261389,1.1784651776281903,6.24634299723653,1.912306433933678,8.158649431170208,4.543095466380019,0.9021280086361171,6.294311340505846,1.9238713882371572,8.218182728743002,4.550627717209675,0.9498806373386439,3979.0,Kawhi Leonard,LAC,7.672144902429902,0.05953329757279491,-0.4909825145548652
1631096,3.0054526163141397,4.0636653863324845,7.069118002646624,1.7506449261828871,1.6257145050656043,2.8395082952505435,3.8706840512122134,6.710192346462756,1.4091015898991686,1.5884931437875207,2.858164523070945,3.9420398571221114,6.8002043801930565,1.3893187225609478,1.765353393580262,4072.0,Chet Holmgren,OKC,5.61412809745657,0.09001203373030009,-0.2689136224535673
1629029,5.857473992279781,0.6402654419731858,6.497739434252966,5.465721147951483,0.6504622563264375,5.873973131677078,0.6392841989174459,6.513257330594524,5.953440016055345,0.4921882981810872,5.8722870137041445,0.6706656630152853,6.5429526767194295,5.97711429834433,0.49129343470858283,4613.0,Luka Dončić,LAL,5.569315031256747,0.029695346124905875,0.0452132424664633
1628378,5.143837474857327,1.0240780001515597,6.167915475008887,4.170610164853811,-0.14387920198814838,5.296822277726545,1.111809629221701,6.408631906948246,3.9494106401418914,0.27532587973458644,5.384891908806507,1.0798673256267122,6.464759234433219,3.98446356836294,0.29048330622734336,4680.0,Donovan Mitchell,CLE,5.32218217689914,0.0561273274849734,0.2968437594243323
202710,3.8271184762647015,2.6435735198691406,6.4706919961338425,4.0571494237032,0.9234553059066412,4.083180997774617,2.303560118958111,6.386741116732728,4.63654760894084,0.32180847725848866,4.0511865045066155,2.3482563971707213,6.399442901677337,4.475682523774936,0.3631577395228434,2465.0,Jimmy Butler III,GSW,4.6483175868940165,0.012701784944608718,-0.07124909445650562
1628392,1.9209340743151986,4.18165376396631,6.102587838281508,1.150058911746549,2.3557251553491145,1.9564461384139054,4.351459727156174,6.3079058655700795,1.0340886084420098,2.901728053201734,1.9420899858243807,4.262414533245511,6.204504519069891,0.9550019629818479,2.728389408351951,2289.0,Isaiah Hartenstein,OKC,5.885861751460855,-0.1034013465001884,0.10191668078838312
1627936,0.8875363601427004,5.161939415564646,6.0494757757073465,0.9184809209888071,1.7891613543225717,0.8581953370561226,5.237765627918209,6.095960964974332,1.0220140872693724,2.2435511806186526,0.8711986797338149,5.210071824257811,6.081270503991625,0.9798143012927184,2.120896564844808,2148.0,Alex Caruso,OKC,5.475983151176404,-0.014690460982706988,0.03179472828427876
201939,6.955570444664347,-0.6905063871410442,6.265064057523302,4.634855706094106,0.36895242553217106,6.843646245136862,-0.8033633113162486,6.040282933820613,4.798105850383467,0.46628340948604985,6.798918469843661,-0.7784687148030224,6.020449755040639,4.690639769608805,0.5466182513925213,2812.0,Stephen Curry,GSW,6.432894767633764,-0.019833178779974148,-0.24461430248266325
1628401,2.2614998992655795,3.617436587443361,5.878936486708941,2.741240162644726,1.4677739148741866,2.1889203362890184,3.6629295490582723,5.85184988534729,2.06239279069374,1.6714908422881662,2.254304174153412,3.6891880068337883,5.9434921809872,2.055372002178036,1.824276186071698,5059.0,Derrick White,BOS,4.8244527278690175,0.09164229563991011,0.06455569427825925
1629674,2.116370527952038,3.738708014863735,5.8550785428157734,1.03367827678075,2.397229063331576,2.215231500843463,3.4454431282300506,5.6606746290735135,0.6321180627719207,1.9844955231621348,2.174091780450055,3.5168525914335795,5.690944371883635,0.5669907009952104,2.152503075660197,3640.0,Neemias Queta,BOS,5.305447406840463,0.030269742810121514,-0.16413417093213845
1630194,1.8222676463300418,2.8642019569532504,4.686469603283292,1.9433059920159956,2.2212154312221903,2.053883432713043,3.3719657425696923,5.425849175282735,2.146961849510911,3.3621604874427917,1.9823229598254344,3.254029376966793,5.236352336792227,1.9824392734649932,3.093900728787878,1859.0,Paul Reed,DET,4.310462530216143,-0.18949683849050825,0.5498827335089347
203954,3.149892126886015,1.7014957305903458,4.851387857476361,2.633353192288998,0.3409622914737058,3.2726450850862974,1.94559112779211,5.218236212878407,2.6290072259736554,0.772791758420929,3.26321844176225,1.881644958426539,5.144863400188789,2.5154238208062725,0.7502791365458228,2474.0,Joel Embiid,PHI,3.5362515105968475,-0.0733728126896187,0.2934755427124278
1630700,2.242962833154669,2.9631836528424635,5.206146485997133,1.0472959717723742,1.4874627189254093,2.1114503680484886,2.914169041594348,5.025619409642837,0.5070021450245744,1.3874296399874329,2.1264851273402194,2.9754588329789935,5.101943960319213,0.46394571622586034,1.5211142997703044,5327.0,Dyson Daniels,ATL,2.749116967934836,0.07632455067637611,-0.10420252567791977
1630532,3.082048523819421,2.1731811417931395,5.2552296656125606,1.7523515150967808,-0.4530791845348761,2.8754283412830297,2.3270985350678712,5.202526876350901,1.4630535099376292,-0.2182909516651012,2.693940957534905,2.3682089195441773,5.062149877079083,1.339071757828746,-0.18241667950428297,2184.0,Franz Wagner,ORL,4.50664186346782,-0.14037699927181801,-0.19307978853347763
1628389,1.4189474730305904,3.719614862501359,5.138562335531949,1.6804898184490673,1.500319808736269,1.4044134800991084,3.3924994955279772,4.796912975627086,1.3297833575116045,1.2630054196900748,1.4991798808659196,3.4652089970357585,4.964388877901678,1.3127854277793651,1.298867313194695,4980.0,Bam Adebayo,MIA,4.554351352587892,0.16747590227459241,-0.17417345763027114
