gid,source,sig,stints,seconds
22301100,stints_full_2023.parquet,f56073be5ac4c75d83d5ef1d368e5cc7db40bcf4,31,2880.0
22301109,stints_full_2023.parquet,c560b1263a74806b99056999f9f752bebf872890,25,2880.0
22301112,stints_full_2023.parquet,e32d65896d8c7ebf0ed3fb1e18d7e8bfafa8adbd,36,2880.0
22301124,stints_full_2023.parquet,7c409752663bcc73d5602f09beb97b518448c07d,35,2880.0
22301133,stints_full_2023.parquet,4080d668adf0fdcba5dc952c8e177d9d5b9eeaa5,27,2880.0
22301146,stints_full_2023.parquet,58678cf8ed002028bb11fd37534565974d5facef,27,2880.0
22301176,stints_full_2023.parquet,f2c10c4caabfac0688eee6fd756102733f0841d9,27,2880.0
22301189,stints_full_2023.parquet,6e05865546b9f0e197bb46a6a00478f5938aa59a,21,2880.0
22400078,stints_full_2024.parquet,0f5e43adf125fbcd9a4f1506703e0b7b04cf533b,42,2880.0
22400147,stints_full_2024.parquet,03eb13a5f4afb3f00ef1ca60c431b6cc33082d39,33,2880.0
22400212,stints_full_2024.parquet,af47b9628913909ba425240d3544e095a5d4d2c3,32,2880.0
22400223,stints_full_2024.parquet,58c680afdf29c36d66feed288acd4b655908caa4,35,3180.0
22400240,stints_full_2024.parquet,c4886db30ab146ae8c747bc804197afc724ad298,32,2880.0
22400248,stints_full_2024.parquet,3305bf6b5d792d20b5df5dc47335d9f9a6dd252e,29,2880.0
22400268,stints_full_2024.parquet,d50557a7abe8835079118e564ddf52e04d3a0c09,27,2880.0
22400331,stints_full_2024.parquet,8c5d8fadbb235a4a5daecd101b91c90eee7715d7,39,2880.0
22400437,stints_full_2024.parquet,1829e92f287be54c606ddfee604e5baec00b3ee0,28,2880.0
22400469,stints_full_2024.parquet,61d5a8ab8038cd7a625f9d77b6664c6308167bc9,38,2880.0
22400510,stints_full_2024.parquet,8a8af5f3dd0e519b739d722b39c33624c025f994,33,2880.0
22400545,stints_full_2024.parquet,7d96fe039a9198efdecffc491c776136f69ba643,26,2880.0
22400596,stints_full_2024.parquet,f9bc545a0def5dfec0d74d143f0d754c82aed7e8,32,2880.0
22400621,stints_full_2024.parquet,e2747678a3e05928c2c74d88cf0ef1284c00adf6,29,2880.0
22400633,stints_full_2024.parquet,126ecdba77b2a9932a55fd86d4e9da56bdd5416a,29,2880.0
22400710,stints_full_2024.parquet,ea30115c9c52a945fadf11cb84cc924767b70ebf,29,2880.0
22400720,stints_full_2024.parquet,7b3522acab434af82b2f3fc51d558a3734e9fe5f,33,2880.0
22400737,stints_full_2024.parquet,8860e11f7393bee4c55c92db68e7677511aa6712,30,2880.0
22400903,stints_full_2024.parquet,d79fd32f96beb01d1709943ed0fcc3f0eb74dfe2,38,3180.0
22400933,stints_full_2024.parquet,13a5d7024dd0d7e1de6d02712267f9e550d22fe4,34,2880.0
22400959,stints_full_2024.parquet,464d19f789466f08982f536dbe21377b29bd07d3,33,2880.0
22400967,stints_full_2024.parquet,c02886cc45d2b4f97fb4506ff01ce37330854214,32,2880.0
22400975,stints_full_2024.parquet,d23e66f05caa97bc4631195bce9187cd9857caac,26,2880.0
22400992,stints_full_2024.parquet,f7934cb6bf9c26627f19ea02b4a9fb0e341d9e6b,33,2880.0
22401006,stints_full_2024.parquet,9657649b678296f64fd912a18237e27be201df88,27,2880.0
22401037,stints_full_2024.parquet,e2a70d3418f3fd95bd62ad1f19526b3207f68df8,30,2880.0
22401084,stints_full_2024.parquet,389101a6e2fc0fcd36ccd26b334dfe415350f85e,31,2880.0
22401218,stints_full_2024.parquet,78a40ad4a69eb7a7770cebf0f8e1fae4000de806,28,2880.0
22401230,stints_full_2024.parquet,43eaec9479432882d34e6a505c765c6fb836732a,33,2880.0
22500002,stints_full_2025.parquet,b74fc1954bd615dc1aea54c69bd9b35afc8bbdbc,34,2880.0
22500013,stints_full_2025.parquet,595e36a49f58f777f16fd4a2fd9b7d71360e0b28,32,3180.0
22500029,stints_full_2025.parquet,9f87237a270c378ca8c066b28862f19d68c9f538,27,2880.0
22500064,stints_full_2025.parquet,6a5fbd7115a3d8457bfb19a04e9ed39682bfbb25,31,2880.0
22500093,stints_full_2025.parquet,8a7aeb75fa0f347c78fa261b737cb422dac655c8,38,2880.0
22500207,stints_full_2025.parquet,3c3974a6feb5d416104159012de23eecad00bcff,34,2880.0
22500297,stints_full_2025.parquet,4742a58022741b6daa7ff23097b4177265cfbf5a,29,2880.0
22500418,stints_full_2025.parquet,e7a0832b5ecc41d7cee4d175c324cd58d72ce656,27,2880.0
22500702,stints_full_2025.parquet,c537c7b6c45e900cb0917f1a9b3883fbd49ec498,27,2880.0
22500703,stints_full_2025.parquet,98e743b75639f5ba6132be40bbc4803100c63d7f,35,2880.0
22500704,stints_full_2025.parquet,889c10d427b39cac7ba9d33313d6c7a2234d865a,26,2880.0
22500705,stints_full_2025.parquet,bac28de215194d31bf1f7d875d94d94cc00df99e,33,2880.0
22500706,stints_full_2025.parquet,56107b1176b35955e934137a282fbba792c4e319,37,2880.0
22500707,stints_full_2025.parquet,c12d4fa33c9dada418fdaac34f92f7dceae14958,25,2880.0
22500708,stints_full_2025.parquet,430c188659a7192dab8151ac2ecc8dad930586d0,29,2880.0
22500709,stints_full_2025.parquet,5127bea53976b37b89ea7669d0bee32eed8b1558,33,2880.0
22500710,stints_full_2025.parquet,e560a5fce943f519f96e92ff06ed30d30f8bdecb,26,2880.0
22500711,stints_full_2025.parquet,1c723b1e3654b4ecd36fa148c75ace1c879bf09f,29,2880.0
22500862,stints_full_2025.parquet,3948b3f45c84b6cd179ee84c92af6f3d3290f370,30,3180.0
22500900,stints_full_2025.parquet,5c0c5e55a65c6320ce1e3f309d6d7b0898058d8f,32,2880.0
22501104,stints_full_2025.parquet,f84bb5bd8c89019d13430f8a38463cb3a0236c31,29,2880.0
22501127,stints_full_2025.parquet,85875fc682a8f834e81e59ff893f939ed277e147,35,2880.0
22501205,stints_full_2025.parquet,8d76d30f582f2e8e386a577e43c4d044004e92f0,36,2880.0
29600039,stints_retry_period_1996.parquet,5693d741b4f318ef60ca11dfaef2f7d002d989db,30,2880.0
29600069,stints_retry_period_1996.parquet,c7ec19d0989e77e3fce660069088e97b1fcdb08e,33,2880.0
29600078,stints_retry_period_1996.parquet,6d710f9e9e58d438debaf497f130c6475a4e648a,28,2880.0
29600096,stints_retry_period_1996.parquet,694c9dc3aecb33a5a88f47a4c1bb125dc05f19eb,20,2880.0
29600158,stints_retry_period_1996.parquet,66109d92fcb2e1a08d6f8fe3d29d8049c66eb957,35,3480.0
29600272,stints_retry_period_1996.parquet,e408400e0b82050987483647673e45b8711bdce6,20,2880.0
29600565,stints_retry_period_1996.parquet,09c28ee1722d4e2e290b561632474b26f45d7e39,28,2880.0
29600664,stints_retry_period_1996.parquet,8917aafdde7423529d26103dbf9e1aa094d00d5e,29,2880.0
29600976,stints_retry_period_1996.parquet,b3a49f850c23339980163165f078c8f489434df7,30,3180.0
29600992,stints_retry_period_1996.parquet,1823f23a6129f9adf691aceb3d1917819bfafb72,27,2880.0
29601000,stints_retry_period_1996.parquet,d873952d36735e08ff22d4b6225961b7a307304c,28,2880.0
29601022,stints_retry_period_1996.parquet,981cc458be2d343e60def706b6744034df5db495,31,3180.0
29601037,stints_retry_period_1996.parquet,0f36d15e7186323f0e930d0b6e03bc4eff4dec43,29,2880.0
29601099,stints_retry_period_1996.parquet,5a0ff33eea9a711a29beabec94aa4a52ef5a8acb,23,2880.0
29601113,stints_retry_period_1996.parquet,73fac52a94d93920943084701c7838729b9d89df,26,3180.0
29601144,stints_retry_period_1996.parquet,b9497fa9fa133f3a798f1ad7776fc05541aa265d,24,2880.0
29601161,stints_retry_period_1996.parquet,1cc076edc0a4dc127ea763b83733e45aa4419334,29,2880.0
29601180,stints_retry_period_1996.parquet,19d0fe79afdbbccddce9740e7a664b646106f1fe,23,3180.0
29700159,stints_retry_period_1997.parquet,3e06606608f411df91c9b24d7b75ec0835a248bf,31,2880.0
29700278,stints_retry_period_1997.parquet,18e2338adf7d5194aa3b0311bcee893bad925055,41,2880.0
29800006,stints_retry_period_1998.parquet,848415dd2a74541d1bd734f2dc404092196e8ed1,34,2880.0
29800100,stints_retry_period_1998.parquet,624a46803f04f3fcd06ace9007c2549cb1e5edf7,67,3780.0
29800606,stints_retry_period_1998.parquet,d45c687ae9368095f435ca31cc1c05096f5f696e,38,3180.0
20000524,stints_retry_period_2000.parquet,117542bb548c4583dd0c56dc00ec8ad2e0ade205,35,2880.0
20000930,stints_retry_period_2000.parquet,8494312bedcb9f142a11d3a4b1c52c9070de3406,26,2880.0
20001142,stints_retry_period_2000.parquet,1112abcbebbfad1fea3ff7f2aa3545a71a8f7997,35,3180.0
20001169,stints_retry_period_2000.parquet,779d89ab30d3c55ca2f05331b1c27abf0d92d29e,24,2880.0
20100112,stints_retry_period_2001.parquet,c92784a995055c9d61eea2724600d3062c55fc51,31,2880.0
20100249,stints_retry_period_2001.parquet,07be1af3fdf47f5a79c4dbcd5e9d70ac096f68fb,26,2880.0
20100500,stints_retry_period_2001.parquet,02ad2b096ea9e8a5984e9f8487f34579a3cf9753,29,2880.0
20100973,stints_retry_period_2001.parquet,f761008fa41d5d64826ad05a9baee3080ad415ae,35,2880.0
20101009,stints_retry_period_2001.parquet,09dcb18caed8e51d8372d5b02dc4168fe9874008,28,2880.0
20101048,stints_retry_period_2001.parquet,5811b9fa985e787b1e16d79e3275873154d22b24,30,2880.0
20201043,stints_retry_period_2002.parquet,fce16d9e743a47901ec4b97e3567f35f804e22b3,23,2880.0
20300294,stints_retry_period_2003.parquet,86261d1fabe97b5d665b562d149a04333f1e743f,35,2880.0
20301143,stints_retry_period_2003.parquet,0a731a08b1a17d2e0045a1aa498979534f545855,26,2880.0
20400151,stints_retry_period_2004.parquet,83457b27ba6d8a86768a83fe0e91e49d94afe04c,40,2880.0
20400254,stints_retry_period_2004.parquet,e37f8770de1c07978d87b3a675196853e7d8696a,41,3480.0
20401085,stints_retry_period_2004.parquet,a34f6699abb1d8578214b41e0ace57aa329b7b6d,29,2880.0
20500021,stints_retry_period_2005.parquet,f7610099b3ac821e2036b7918da72baa973bcfce,38,2880.0
20500350,stints_retry_period_2005.parquet,4641c29dde4ae0ec458ee773c7faf7b858f5b047,33,3480.0
20500773,stints_retry_period_2005.parquet,b2fc283a6d937a508c3391f9bae75cc67c15560d,36,2880.0
20500805,stints_retry_period_2005.parquet,a3fa3caf1c7e0339a0fd24324cebb1be80bc2276,32,2880.0
20500980,stints_retry_period_2005.parquet,2d49c6c804c8a8ff5d8b6a2a32c7d1bd535591e4,39,2880.0
20501077,stints_retry_period_2005.parquet,8c5fa26e5d4828cd7e93fdd7b48794ea0924cadd,26,2880.0
20600344,stints_retry_period_2006.parquet,e2097d0e7015308d62543175a0f3733ddae69f2a,35,2880.0
20600531,stints_retry_period_2006.parquet,44db3d5772386c11dd09c2ab875c4d3937126f5b,52,3180.0
20600863,stints_retry_period_2006.parquet,4f5edeef70321e5cc59fc8bfeee5f7cc6892603c,39,2880.0
20600879,stints_retry_period_2006.parquet,020e583f8b67421a50ef7ff455159f339803a297,44,3180.0
20600940,stints_retry_period_2006.parquet,316be383e272ca256e101c334198910aad0c46b2,28,2880.0
20600942,stints_retry_period_2006.parquet,85e6860545233b12110f8ddc3da1a7c4d95cd970,35,2880.0
20601062,stints_retry_period_2006.parquet,1be3ae92d543b678ee7a4f22027a09eb02eacc06,37,2880.0
20700049,stints_retry_period_2007.parquet,ea021c723d88ed3f3eac603ffb8233f296cdc0fb,32,2880.0
20700059,stints_retry_period_2007.parquet,0db8f4c23c407679acb800a4848c22851a2786be,33,2880.0
20700092,stints_retry_period_2007.parquet,5ceb61127f5d6eb148a68b6aef5416b5e5eb4499,28,2880.0
20700107,stints_retry_period_2007.parquet,62b3b8fa4b15f613e0401bf9f994748383a4cf63,36,3180.0
20700238,stints_retry_period_2007.parquet,13b6d7e55467d505123b8afbfc201b858c1212f5,39,3180.0
20700252,stints_retry_period_2007.parquet,81420fabe4f67e67afd84fee3106ac854ad0ffe9,26,2880.0
20700426,stints_retry_period_2007.parquet,3a09c53d8db7f06a948ba052d72bf5b0d6a81477,27,2880.0
20700461,stints_retry_period_2007.parquet,d700d9552d5c2f490c878498b066471193f0f61f,31,2880.0
20700477,stints_retry_period_2007.parquet,0c8bd6e09c2ec4cd4dcb9b877a677ee65da41c20,24,2880.0
20700504,stints_retry_period_2007.parquet,6959c66ec10f2b2a2dce6f31e0c8857cbc93aa40,23,2880.0
20700521,stints_retry_period_2007.parquet,800c75eec2c0c232503fdb9d09b6d8603162b577,31,2880.0
20700562,stints_retry_period_2007.parquet,679bea0cd62782be0d6c7dc71f72126781ac7504,29,2880.0
20700673,stints_retry_period_2007.parquet,81b7b6044105520e2b3ad619c84327d59859a62f,30,2880.0
20700697,stints_retry_period_2007.parquet,b09a8c6d8eded3f435f899ad8c2d9df383f9c561,36,2880.0
20700754,stints_retry_period_2007.parquet,f570191c8560d422b8dbff3241ce9ae6db278f39,32,2880.0
20701055,stints_retry_period_2007.parquet,a72f3a1615a44d00516a2ffb85371f57e13e341f,32,2880.0
20701168,stints_retry_period_2007.parquet,528f0b397ad469b08874bc0ae2d45997c1a09134,39,2880.0
20701196,stints_retry_period_2007.parquet,fc5207442b63a65e19e66e670a81e3f75af7f8ff,23,2880.0
20800069,stints_retry_period_2008.parquet,f40ec3733d7e260b4855f2f1bbadf23c48fc810a,36,2880.0
20800356,stints_retry_period_2008.parquet,3bfa2bda2d6dabffec2d153f18415dd2e277daf1,22,2880.0
20801185,stints_retry_period_2008.parquet,2f06b0694dfbea4b8afbc57d773029ff97cd4d9c,33,2880.0
20900033,stints_retry_period_2009.parquet,63590fa8071b2306b9305f33c250b2dfaad2efa7,31,2880.0
20900051,stints_retry_period_2009.parquet,91ae202371940c13a7b9f007c9946de93ecc9150,37,2880.0
20900065,stints_retry_period_2009.parquet,4d692e5688ec7f56a96ac66f7bcef378e78caaff,21,2880.0
20900426,stints_retry_period_2009.parquet,463a2df0bd3761fd1b94530cfa82056fbba85825,31,2880.0
20901196,stints_retry_period_2009.parquet,c15e3c7126a928dbd45950d3f7d1ab2289bbde7a,26,2880.0
21000319,stints_retry_period_2010.parquet,cf1ee719cf7346b86082f4c7539c1ef95cfe0aba,33,2880.0
21000357,stints_retry_period_2010.parquet,39490bb6d56c49d44b682736123285e6bd2a76e2,31,2880.0
21000475,stints_retry_period_2010.parquet,629fd577ee6e885850f2010cc78401792a4dd3bd,26,2880.0
21000639,stints_retry_period_2010.parquet,50dc04f00a987215b18d2cb81b6f42cff29f8ab2,26,2880.0
21000858,stints_retry_period_2010.parquet,63f520e3a17069cc08e8fcde52af1a8582a93524,30,3180.0
21000929,stints_retry_period_2010.parquet,5302933efea1b80f3b73389d39c93fa5a21eb557,32,2880.0
21000935,stints_retry_period_2010.parquet,14223e7c618a43ecde81a349bd475dccb688a624,41,3180.0
21001013,stints_retry_period_2010.parquet,588672db4604d5c465fd7c0c737212dd0c365940,34,2880.0
21001124,stints_retry_period_2010.parquet,482d3c12a675d761eebbc83e8df592620f9fe77f,33,2880.0
21100104,stints_retry_period_2011.parquet,05a0b6dfb2dfbfa4817f4ac89996ac5e96f8f03f,34,2880.0
21100459,stints_retry_period_2011.parquet,5b6ff307fb1778768795756a157eb62809c9907d,27,2880.0
21100545,stints_retry_period_2011.parquet,62be64210525388395a4b02b5ff2713489e3df63,27,2880.0
21200046,stints_retry_period_2012.parquet,576b798722b61b113402de464a720bb6b77adf9a,30,2880.0
21200385,stints_retry_period_2012.parquet,aa051200d5abcc6ed218bd2bb1595e66091806b6,25,2880.0
21200449,stints_retry_period_2012.parquet,2e0c486750bac278a7ad0bcfd57841f01e048b9d,26,2880.0
21200849,stints_retry_period_2012.parquet,5765d3d2b99008f3ee2c730d32170986f916895a,35,3180.0
21300061,stints_retry_period_2013.parquet,21d7aa529c29af094dfdef044039764e1f255363,29,2880.0
21300405,stints_retry_period_2013.parquet,31790bc2c2b559e9016dab7da466da64df9a4912,34,2880.0
21400633,stints_retry_period_2014.parquet,ff57717915e4da0e2e2f531046a05dd48d21cec4,40,3180.0
21401027,stints_retry_period_2014.parquet,90e97e85912bd381a7625321e58d3a87f7179ec9,38,2880.0
21401048,stints_retry_period_2014.parquet,e3b3f99e8a528fe15ce790b488fcfea316895ea5,32,2880.0
21401098,stints_retry_period_2014.parquet,b866ec5fd006aeafa754c34afd2d17b520385515,29,2880.0
21401102,stints_retry_period_2014.parquet,a760fd4dc3a968a03f0a92e03bd6bdcff1399881,30,3180.0
21401162,stints_retry_period_2014.parquet,2c283fda79d9a000f1f557f94ef47e15cbecbe88,29,2880.0
21500021,stints_retry_period_2015.parquet,8bb79102a33a3f31554148b79b864f1660d7f53b,29,2880.0
21500117,stints_retry_period_2015.parquet,144fc2f0a002d1f0264a42c8eb943c2cb5a1df85,33,2880.0
21500141,stints_retry_period_2015.parquet,44bb2e84068e446edbeea077deae592b72af0db5,37,3480.0
21500256,stints_retry_period_2015.parquet,654d7419ceda52ef9d19711478a76ff12746be64,36,2880.0
21500297,stints_retry_period_2015.parquet,d4b700c46cac3096c1b9863fdf9555180c2a7953,48,3180.0
21500336,stints_retry_period_2015.parquet,501e323eac8686e8d77621b8dba57985b5992946,49,3480.0
21500572,stints_retry_period_2015.parquet,78f3711845be3a9928e5a080bfe3e877dbcd7ccc,29,2880.0
21500916,stints_retry_period_2015.parquet,cc82cb399383e678ea4f40e502e0a44be043fa82,37,3180.0
21501203,stints_retry_period_2015.parquet,deb2a141df89f7303b25cb23ab89f15cb2faffb5,30,2880.0
21600068,stints_retry_period_2016.parquet,36feea64ccde9c65fb558fc93d2722f3a8b04605,32,2880.0
21600081,stints_retry_period_2016.parquet,c339f4a953b117fdb7be17ffe05eda000a4acb7e,35,2880.0
21600368,stints_retry_period_2016.parquet,468e3b6d9c5d1b3552f3d9b929e3e3ac8ac0c083,30,2880.0
21600599,stints_retry_period_2016.parquet,d19616e98dbd4a8623224395b6ecdd7daf4e8a92,21,2880.0
21600973,stints_retry_period_2016.parquet,c6f94dc5e1bee3424d6f9d7a6d82098625ba16c9,29,2880.0
21600977,stints_retry_period_2016.parquet,3798a10a136d169eecee3c9fedd70958d03fc582,30,2880.0
21601128,stints_retry_period_2016.parquet,44ab664ad3f37e30aee2b5f634e8cc589266128d,32,2880.0
21601156,stints_retry_period_2016.parquet,624e72ff8bf69267b7da6e7a402738942f20cc28,27,2880.0
21700334,stints_retry_period_2017.parquet,4b288e107ce24e78563571fc8a75074f9ba6798a,35,2880.0
21700338,stints_retry_period_2017.parquet,6d3fcd833d552c6c390e648c40205db500d13062,31,2880.0
21700837,stints_retry_period_2017.parquet,ef3293c4a95ae3cd9d2ddb8768e486e51059b997,30,2880.0
21700918,stints_retry_period_2017.parquet,56274f85913656392700a99b58f6efe4cecc786c,37,2880.0
21701026,stints_retry_period_2017.parquet,40d7a40a7c7a600002b6e82d313cfc0f8324e6b5,27,2880.0
21701180,stints_retry_period_2017.parquet,5fcccf1480acd883a4576e7eaa6909845c5fb6f2,30,2880.0
21701207,stints_retry_period_2017.parquet,d09532118d71a3197e0a18044438325f1e707489,27,2880.0
21800780,stints_retry_period_2018.parquet,3bce9d000f2040399e4730dbbf3fc2c3d1c9838a,28,2880.0
21801061,stints_retry_period_2018.parquet,2d3fd9be0239032a819eb44936a0e40c64823f92,35,2880.0
21900040,stints_retry_period_2019.parquet,c6b965b4da4091254a3ac6738d1e50830f7d3a0d,33,2880.0
21900480,stints_retry_period_2019.parquet,c2ac73a95d8c9b63f40f9add1d397bd10bd13848,36,2880.0
21900503,stints_retry_period_2019.parquet,47eb556af9bbc5d688bc89bf5704ad334716235c,37,2880.0
21900530,stints_retry_period_2019.parquet,80a5d6b2c24cba55fdfb31fa604ecf31fc90797b,37,3180.0
22000098,stints_retry_period_2020.parquet,c1bb2de9af65926a7e18902061cb432e17244edc,35,2880.0
22000299,stints_retry_period_2020.parquet,e5195ee75baa7949e037abf0fa2cacc68c64cfda,37,2880.0
22000478,stints_retry_period_2020.parquet,91d454a4ea0672962795f015c11895fa5a76daa7,33,2880.0
22000496,stints_retry_period_2020.parquet,fdcb403c608c85a59faf7801d846cecbe98a1a7c,36,2880.0
22100058,stints_retry_period_2021.parquet,f76dc5e08e0ec1c7b5ae583d4cb35b66f1d44d73,30,2880.0
22100074,stints_retry_period_2021.parquet,d708758451808802cd1eacbe5bdec62876c89290,31,2880.0
22100475,stints_retry_period_2021.parquet,20e5952cc67de1a99baa581449dc4f6d592f0afa,25,2880.0
22100527,stints_retry_period_2021.parquet,c515dee217bb5de986110f28bb44f5180d17c99a,27,2880.0
22100773,stints_retry_period_2021.parquet,fa1b62fb0139178522c3537403014344425d4948,34,2880.0
22101166,stints_retry_period_2021.parquet,25f05bec93ad8c6dd4b8f3d8575367d3e111660a,24,2880.0
22200020,stints_retry_period_2022.parquet,d3ff77c7baea608b05f8d1e36a885b03d3b269e0,29,2880.0
22200117,stints_retry_period_2022.parquet,f8f15f823c6bd4e65a15ad2429d649e454627cae,32,3180.0
22200256,stints_retry_period_2022.parquet,19adbb9683695fd09defcba159fa693a9f44d3d9,31,2880.0
22200362,stints_retry_period_2022.parquet,3e982494bbf32714f3b5fd102f5a582a09487c01,34,2880.0
22200442,stints_retry_period_2022.parquet,318048c485026350c4959f998feddb3b77fec0a6,29,2880.0
22201021,stints_retry_period_2022.parquet,4b1dc55b4b26a1bc3a273b6cefbbfe99b22665cc,23,2880.0
22300072,stints_retry_period_2023.parquet,3a1d1913211d2a4c08688a708017a9aba2fcc38d,34,2880.0
22300191,stints_retry_period_2023.parquet,5d99e071cf1232eb58bd506d27a681271eb755a9,26,2880.0
22300264,stints_retry_period_2023.parquet,cde95fd97add4f9e267c88c3ed27925cd5cc692a,30,2880.0
22300291,stints_retry_period_2023.parquet,afbe23d0051d5490c84f74541d0b2a23d4ce0dd6,25,2880.0
22300303,stints_retry_period_2023.parquet,b253f9ed83a30593f88bb6a81b80002e075e79e0,33,2880.0
22300397,stints_retry_period_2023.parquet,0f3f319f46820bf87ad267c183c18b884b09ef03,27,2880.0
22300493,stints_retry_period_2023.parquet,bb83c9082a1b4a9e542cc90c91525d8c99c6662b,32,2880.0
22300594,stints_retry_period_2023.parquet,3e53e78e9af20097da0d897f3f628e7f237aa379,28,2880.0
22300884,stints_retry_period_2023.parquet,1b7ccc0b9974310ca02b376e2ade5a9a78498768,27,2880.0
22301100,stints_retry_period_2023.parquet,2df7d13b4f1a841365bf6e594302a86da78a734a,31,2880.0
22301109,stints_retry_period_2023.parquet,e355d5791af0fe247fe034bf58854c9f0e1b64be,25,2880.0
22301133,stints_retry_period_2023.parquet,7c8b2b68d11adf65d53e0f53f64b44c86f8310c8,27,2880.0
22400078,stints_retry_period_2024.parquet,c13e9034c3d54f88a53afb27887bd3ed42cfedc7,42,2880.0
22400212,stints_retry_period_2024.parquet,85eb7ae0f8e02c9ea254c990bc5c111876f5061a,32,2880.0
22400437,stints_retry_period_2024.parquet,eebfc32b49168aa87481e7f084314fb1e13761ba,28,2880.0
22400469,stints_retry_period_2024.parquet,a75f3ea1fadd3fbfca2dd652596692cdb51df398,38,2880.0
22400545,stints_retry_period_2024.parquet,5bde5a634ec0917efd2e95218a08e1115ae7ff9b,26,2880.0
22400710,stints_retry_period_2024.parquet,1cd3f36cadc228f7c3b24a5e58e08d23573e0e84,29,2880.0
22400737,stints_retry_period_2024.parquet,4252d3771376462901a53b7cc178cbce93a5ec6b,30,2880.0
22400903,stints_retry_period_2024.parquet,fcce5e24cfa07b8b3c39aa2a1b4beb5af608b5da,38,3180.0
22400959,stints_retry_period_2024.parquet,e174c4a4a993f886f3be6011ecfede8c38c501f3,33,2880.0
22400967,stints_retry_period_2024.parquet,28daa1c8f14887b414dfd9831c3a89cd5c659f51,32,2880.0
22400975,stints_retry_period_2024.parquet,309f637ab38fe5a08a297c561e3e8ff3bfe5bae9,26,2880.0
22400992,stints_retry_period_2024.parquet,7052836ce12bd0b33c54234b42b041964ada05d9,33,2880.0
22401006,stints_retry_period_2024.parquet,bb2e4c11a70e4a18f6402ffb4365faa80df61bca,27,2880.0
22500002,stints_retry_period_2025.parquet,52b02cd71422123c4998931a95d389562ab5dc84,34,2880.0
22500013,stints_retry_period_2025.parquet,e8221f21a7ee0cd61a5c79eff6790afe57909af6,32,3180.0
22500093,stints_retry_period_2025.parquet,4c60db26d800b3e404ba342370dc25d29f6aac24,38,2880.0
22500207,stints_retry_period_2025.parquet,5c01a2f1ab6a4053355c65c54020c9d866ee9648,34,2880.0
22500418,stints_retry_period_2025.parquet,9e2147f7cfeb664d420353c4bc596ebd8acb01b0,27,2880.0
22500862,stints_retry_period_2025.parquet,64f9eb6628cd5ee13efb730b2e3f140d911d9c6a,30,3180.0
22500900,stints_retry_period_2025.parquet,a12a2cdffc4758a6091b493d7f4d433d531a1c03,32,2880.0
22501104,stints_retry_period_2025.parquet,adf3df0b29f84157d1ebc12d3e95c3690e28df36,29,2880.0
22501127,stints_retry_period_2025.parquet,bd60a27c3570e53cb9b8111f83a20b2eb642ad5a,35,2880.0
22501205,stints_retry_period_2025.parquet,f4be195a9904b67e34e0fcfb91243d1258ebabd3,36,2880.0
21900879,stints_retry_isolated.parquet,45d87343294758fd906fbe21ebb29d7bce237269,20,2880.0
21300498,stints_repair_external_box.parquet,e887ad999cd381d824ad9f97d229634fe80fea7a,30,2880.0
21500543,stints_repair_external_box.parquet,74cda14a62fc847b43f02cef231cced5d8abbd97,30,2880.0
21500916,stints_repair_external_box.parquet,0ecf9a55cac1a6f52ec5fdd0d0b9b4f6cb87e318,37,3180.0
21700338,stints_repair_external_box.parquet,e36b244cb7c35ae5343604af21014053257947fe,31,2880.0
20001142,stints_repair_gamerotation_cached.parquet,d014fc3fa1b99602943666e93cf418ffde3b7dee,35,3180.0
20400523,stints_repair_kaggle_minutes.parquet,3806c687be091b9a2e4d38878d870d9b788ea708,33,2880.0
20701055,stints_repair_kaggle_minutes.parquet,387fd067552fcf384b9c37bae38b14d6cb229bdc,32,2880.0
21500916,stints_repair_kaggle_minutes.parquet,3e8cd61c0084dd90e870e927dcc8097f3881bae4,37,3180.0
21501203,stints_repair_kaggle_minutes.parquet,77e0cd1dfb999517f9cc892d5340a5a604ce3b3b,30,2880.0
22400720,stints_repair_kaggle_minutes.parquet,ef615b045f1bcc753b2413163451940fd5cca605,33,2880.0
22400933,stints_repair_kaggle_minutes.parquet,37ea16535c6a71e76d28fec5ccba39e8eb27fb42,34,2880.0
21900040,stints_repair_multi_partial.parquet,63d91850eeb2a8a590c8eeaafd64866e4b715729,33,2880.0
20101009,stints_repair_partial_substitution.parquet,019b18af4350039cd2d925d689b8876f6440535f,28,2880.0
20600531,stints_repair_partial_substitution.parquet,615936912dc11a2d3446272749f727882999892a,52,3180.0
20700049,stints_repair_partial_substitution.parquet,91d711d3e67f4b35c4c9263fbcf0671b52ae8039,32,2880.0
20700562,stints_repair_partial_substitution.parquet,d30ff3ba99a7f0e0ffa797446133b2f8e44f7755,29,2880.0
21100104,stints_repair_partial_substitution.parquet,fbf1b89e73e1a6f55426a7045eb040eb2aa827d5,34,2880.0
21900040,stints_repair_partial_substitution.parquet,f497dc705a4e81f89ecf57eda0d6c597c7d7ef93,33,2880.0
22000496,stints_repair_partial_substitution.parquet,0a9eb4a308ccb5b484ae4f3c8a36ef2da228e514,36,2880.0
22100266,stints_repair_partial_substitution.parquet,7bfa9947788c1cb32ef837655c6cdf2591cbb5ba,41,3180.0
22200256,stints_repair_partial_substitution.parquet,2818d48bfd0a5909c5d848b23a8fba67014e0582,31,2880.0
