game_id,stint_index,home_id,away_id,home_p1,home_p2,home_p3,home_p4,home_p5,away_p1,away_p2,away_p3,away_p4,away_p5,seconds,home_pts,away_pts,home_pts_adj,away_pts_adj,start_elapsed,end_elapsed,start_period,start_clock,end_period,end_clock,start_home_score,start_away_score,end_home_score,end_away_score,start_home_score_adj,start_away_score_adj,end_home_score_adj,end_away_score_adj,date,home_inferred_count,away_inferred_count,home_lineup_complete,away_lineup_complete
21100001,0,1610612752,1610612738,2199,2405,2546,201962,202361,708,951,979,2562,200765,301,0,0,-4.11,0.0,0,301,1,PT12M00.00S,1,PT06M59.00S,0,0,0,0,0.0,0.0,-4.11,0.0,2011-12-25,0,0,1,1
21100001,1,1610612752,1610612738,2199,2405,2546,201962,202361,708,951,2605,101138,200765,42,17,11,17.0,11.0,301,343,1,PT06M59.00S,1,PT06M17.00S,0,0,17,11,-4.11,0.0,12.89,11.0,2011-12-25,0,0,1,1
21100001,2,1610612752,1610612738,2199,2405,2546,201962,202361,951,2404,2605,101138,200765,35,-17,-11,-15.867,-11.0,343,378,1,PT06M17.00S,1,PT05M42.00S,17,11,0,0,12.89,11.0,-2.976,0.0,2011-12-25,0,0,1,1
21100001,3,1610612752,1610612738,2199,2407,2546,202361,202697,951,2404,2605,101138,200765,67,0,0,1.054,0.0,378,445,1,PT05M42.00S,1,PT04M35.00S,0,0,0,0,-2.976,0.0,-1.922,0.0,2011-12-25,0,0,1,1
21100001,4,1610612752,1610612738,2199,2407,2546,201611,202697,2039,2404,2605,101138,200765,58,20,16,20.0,16.0,445,503,1,PT04M35.00S,1,PT03M37.00S,0,0,20,16,-1.922,0.0,18.078,16.0,2011-12-25,0,0,1,1
21100001,5,1610612752,1610612738,2407,2546,201611,202697,202725,2039,2404,2605,101138,200765,35,4,0,4.0,0.0,503,538,1,PT03M37.00S,1,PT03M02.00S,20,16,24,16,18.078,16.0,22.078,16.0,2011-12-25,0,0,1,1
21100001,6,1610612752,1610612738,2407,2546,201611,202697,202725,708,2039,2404,2605,202340,145,8,5,9.133,5.0,538,683,1,PT03M02.00S,1,PT00M36.70S,24,16,32,21,22.078,16.0,31.211,21.0,2011-12-25,0,0,1,1
21100001,7,1610612752,1610612738,2407,2546,200764,202697,202725,708,2039,2404,2605,202340,30,2,2,2.0,2.0,683,713,1,PT00M36.70S,1,PT00M06.80S,32,21,34,23,31.211,21.0,33.211,23.0,2011-12-25,0,0,1,1
21100001,8,1610612752,1610612738,2407,2546,200764,202697,202725,708,2404,2605,200765,202340,172,7,6,5.367,6.0,713,885,1,PT00M06.80S,2,PT09M15.00S,34,23,41,29,33.211,23.0,38.578,29.0,2011-12-25,0,0,1,1
21100001,9,1610612752,1610612738,2407,2546,200764,202697,202725,708,951,979,2562,200765,55,-41,-29,-41.0,-27.871,885,940,2,PT09M15.00S,2,PT08M20.00S,41,29,0,0,38.578,29.0,-2.422,1.129,2011-12-25,0,0,1,1
