season,team_id,team_abbr,player_id,player_name,games_played,team_games,first_game_date,last_game_date,on_minutes,off_minutes_played_games,off_minutes_all_games,on_possessions,off_possessions_played_games,off_possessions_all_games,on_diff_total,off_diff_played_games,off_diff_all_games,on_court_per100,onoff_played_games_per100,onoff_full_season_per100,on_court_per48,onoff_full_season_per48,implied_on_pace_per48,implied_off_pace_per48,possession_quality_flag
1999-00,1610612741,CHI,234,Khalid Reeves,3,82,1999-12-29,2000-01-03,67.14,89.27199999999999,3912.964,136.0,144.0,7327.5,-30.0,-27.0,-741.0,-22.058823529411764,-3.3088235294117645,-11.946233969534589,-21.447721179624665,-12.3579365559992,97.22966934763181,89.88582568099272,False
1999-00,1610612741,CHI,1600,Kornel David,26,82,1999-11-03,1999-12-30,541.1800000000001,729.694,3438.924,906.5,1506.5,6557.0,-107.0,-220.0,-664.0,-11.803640375068946,2.7997449551667,-1.677058096587933,-9.490372888872463,-0.22235766085346498,80.4020843342326,91.52165037668759,True
1999-00,1610612741,CHI,1930,Lari Ketner,6,82,1999-11-17,1999-12-18,105.35000000000001,191.298,3874.754000000001,126.0,351.0,7246.5,-25.0,-51.0,-746.0,-19.841269841269842,-5.311355311355312,-9.546644849894696,-11.390602752728997,-2.149241881819517,57.408637873754145,89.76879564483318,True
1999-00,1610612741,CHI,1074,Matt Maloney,51,82,2000-01-07,2000-04-19,1192.7800000000002,1278.7380000000003,2787.324,2207.0,2403.0,5256.5,-192.0,-197.0,-579.0,-8.699592206615314,-0.5015064804396996,2.3153416847572714,-7.726487701001021,2.244366064115628,88.81436643806903,90.52123111629649,False
1999-00,1610612741,CHI,1897,Metta World Peace,72,82,1999-11-03,2000-04-11,2125.8900000000003,1388.774,1854.214,4057.5,2486.0,3406.0,-229.0,-422.0,-542.0,-5.6438693776956255,11.331190960196569,10.269225161353113,-5.170540338399446,8.860202607128956,91.61339486050547,88.17105253223198,False
1999-00,1610612741,CHI,1913,Michael Ruffin,70,82,1999-11-03,2000-04-19,1455.09,1935.9320000000002,2525.0139999999997,2313.0,4056.5,5150.5,-354.0,-301.0,-417.0,-15.304798962386512,-7.884609143577193,-7.208497632418547,-11.677628187947137,-3.750543427228978,76.30043502463765,97.90995218244336,True
1999-00,1610612741,CHI,753,Randy Brown,59,82,1999-11-03,2000-04-18,1428.6499999999999,1442.5220000000002,2551.454,2827.0,2658.5,4636.5,-361.0,-232.0,-410.0,-12.769720551821719,-4.0429949546804735,-3.9268433815424135,-12.128932908690023,-4.41568391419512,94.98197599132048,87.225558446282,False
1999-00,1610612741,CHI,1601,Rusty LaRue,4,82,1999-12-20,1999-12-27,152.7,45.312,3827.4040000000005,258.0,107.5,7205.5,-25.0,-43.0,-746.0,-9.689922480620154,30.310077519379846,0.6632799342018565,-7.8585461689587435,1.4971424387764207,81.10019646365423,90.36516657243394,True
1999-00,1610612741,CHI,389,Toni Kukoc,24,82,1999-11-03,2000-02-15,720.4700000000001,439.482,3259.634,1371.0,745.0,6092.5,-30.0,-147.0,-741.0,-2.1881838074398248,17.54335981672125,9.974311063302892,-1.9986952961261395,8.912959202507755,91.34037503296457,89.71559383660865,False
1999-00,1610612741,CHI,781,Will Perdue,63,82,1999-11-03,2000-04-16,1116.1499999999996,1943.4260000000004,2863.9539999999997,1878.5,3839.0,5585.0,-225.0,-431.0,-546.0,-11.977641735427202,-0.7507597349062323,-2.2014555223564773,-9.676118801236395,-0.5251338342990763,80.78484074721142,93.60485538524712,True
1999-00,1610612739,CLE,1920,A.J. Bramlett,8,82,1999-12-07,1999-12-23,90.87,289.294,3916.7779999999993,198.0,604.0,7797.5,30.0,-77.0,-317.0,15.151515151515152,27.89985952237608,19.216920730226278,15.846814130075932,19.731639872050586,104.58897325850116,95.55813477302009,False
1999-00,1610612739,CLE,1889,Andre Miller,82,82,1999-11-02,2000-04-19,2126.33,1881.3180000000002,1881.3179999999998,4291.0,3704.5,3704.5,-83.0,-204.0,-204.0,-1.9342810533675134,3.5725349811850577,3.5725349811850577,-1.8736508444126736,3.3312108536096714,96.8654912454793,94.51671647217537,False
1999-00,1610612739,CLE,692,Andrew DeClercq,82,82,1999-11-02,2000-04-19,1782.75,2224.8979999999997,2224.898,3574.0,4421.5,4421.5,-121.0,-166.0,-166.0,-3.385562395075546,0.36881960198427555,0.36881960198427555,-3.2578880942364323,0.3233996771580312,96.22885990744636,95.38954145313627,False
1999-00,1610612739,CLE,104,Benoit Benjamin,3,82,1999-11-02,1999-11-13,43.82,103.08800000000001,3963.8279999999995,23.5,249.5,7972.0,-4.0,10.0,-283.0,-17.02127659574468,-21.029292627808807,-13.471351859166658,-4.381560931081697,-0.9545706580426043,25.741670470104975,96.53698394582209,True
1999-00,1610612739,CLE,682,Bob Sura,73,82,1999-11-02,2000-04-19,2195.42,1375.7520000000004,1812.2279999999998,4567.0,2563.0,3428.5,-114.0,-117.0,-173.0,-2.496168162907817,2.0687947711538293,2.5497702941433715,-2.4924615791055924,2.0897433090210678,99.85150905066001,90.80976565862575,False
1999-00,1610612739,CLE,1510,Brevin Knight,64,82,1999-11-02,2000-04-19,1673.1000000000001,1451.2279999999998,2334.548,3399.0,2832.0,4596.5,-180.0,4.0,-107.0,-5.29567519858782,-5.436918136440927,-2.967817045645364,-5.164066702528241,-2.9640691012795193,97.51479289940828,94.5073735900911,False
1999-00,1610612739,CLE,1538,Cedric Henderson,60,82,1999-11-02,2000-04-19,1191.7,1726.8139999999999,2815.948,2402.0,3471.5,5593.5,-115.0,-76.0,-172.0,-4.787676935886761,-2.598421570770817,-1.7126791706235092,-4.632038264663925,-1.7001659431579879,96.74918184106738,95.34551064153173,False
1999-00,1610612739,CLE,198,Danny Ferry,63,82,1999-11-02,2000-04-19,1521.5800000000002,1564.0520000000004,2486.068,2972.0,3193.5,5023.5,-82.0,-154.0,-205.0,-2.7590847913862717,2.063210495916061,1.3217353539307384,-2.58678478949513,1.3712726731326015,93.75517554121373,96.9917154317581,False
1999-00,1610612739,CLE,681,Donny Marshall,5,82,2000-02-25,2000-03-07,59.17,185.12199999999996,3948.478,100.5,392.0,7895.0,-10.0,-6.0,-277.0,-9.950248756218905,-8.419636511320945,-6.4416990412094055,-8.112219029913808,-4.744845576142507,81.52780125063377,95.97622172391489,True
1999-00,1610612739,CLE,1863,Earl Boykins,24,82,2000-02-08,2000-04-18,339.44999999999993,835.352,3668.1979999999994,586.0,1709.0,7409.5,-115.0,-30.0,-172.0,-19.62457337883959,-17.869160856896933,-17.30322915858181,-16.261599646486967,-14.010903255506982,82.8634555899249,96.95659830794304,True
1999-00,1610612739,CLE,1600,Kornel David,6,82,2000-01-06,2000-01-19,106.46,189.502,3901.188,138.0,327.5,7771.5,22.0,-39.0,-309.0,15.942028985507246,27.85042593207213,19.91809538195581,9.91921848581627,13.721137285935619,62.220552320120234,95.62010341465215,True
1999-00,1610612739,CLE,441,Lamond Murray,73,82,1999-11-19,2000-04-19,2226.6099999999997,1340.1180000000002,1781.038,4566.0,2539.0,3429.5,-26.0,-275.0,-261.0,-0.5694261936049059,10.26160964727733,7.041012645876068,-0.5604933059673675,6.473607033273009,98.43124750180769,92.42700043457803,False
1999-00,1610612739,CLE,1930,Lari Ketner,16,82,2000-02-23,2000-04-19,194.05000000000004,596.074,3813.5980000000004,272.0,1311.0,7723.5,-56.0,-51.0,-231.0,-20.58823529411765,-16.69807511105129,-17.597363280134353,-13.852099974233441,-10.94460946264832,67.28162844627671,97.21213405293373,True
1999-00,1610612739,CLE,95,Mark Bryant,75,82,1999-11-02,2000-04-19,1633.6499999999999,2038.6500000000003,2373.9979999999996,3071.0,4203.5,4924.5,-99.0,-137.0,-188.0,-3.2237056333441876,0.035483137917855956,0.5939408282255147,-2.9088237994674504,0.8923588468532295,90.23230190065192,99.5687443713095,False
1999-00,1610612739,CLE,971,Mark Hendrickson,10,82,1999-12-29,2000-01-27,94.76000000000002,389.084,3912.888,145.0,793.5,7850.5,-78.0,33.0,-209.0,-53.793103448275865,-57.95189361840819,-51.130852636225676,-39.51034191642042,-36.94650671336836,73.4487125369354,96.3032931175132,True
1999-00,1610612739,CLE,432,Pete Chilcutt,6,82,2000-02-04,2000-02-18,91.44000000000001,204.82,3916.208,123.5,456.5,7872.0,13.0,-38.0,-300.0,10.526315789473685,18.850521704041043,14.337291399229782,6.824146981627296,10.501173329563871,64.82939632545931,96.48517136985573,True
1999-00,1610612739,CLE,1756,Ryan Stack,25,82,1999-11-11,2000-03-16,367.53,847.898,3640.118000000001,541.5,1922.5,7454.0,-120.0,-88.0,-167.0,-22.1606648199446,-17.58329160798101,-19.920256985224988,-15.672190025304058,-13.470063610720795,70.72075748918456,98.29131912756672,True
1999-00,1610612739,CLE,431,Shawn Kemp,82,82,1999-11-02,2000-04-19,2055.95,1951.6980000000003,1951.698,4425.0,3570.5,3570.5,-27.0,-260.0,-260.0,-0.6101694915254238,6.671723800730563,6.671723800730563,-0.6303655244534158,5.764066400977669,103.30990539653203,87.81276611442958,False
1999-00,1610612739,CLE,1892,Trajan Langdon,10,82,1999-11-02,1999-11-23,240.92,248.43400000000003,3766.728,427.0,498.5,7499.5,-53.0,37.0,-234.0,-12.412177985948478,-19.834444786349682,-9.291969972080887,-10.559521832973601,-7.57762348512369,85.07388344678732,95.56729341752312,False
1999-00,1610612739,CLE,445,Wesley Person,79,82,1999-11-02,2000-04-19,2002.6799999999998,1857.1860000000001,2004.968,4064.0,3613.5,3931.5,-31.0,-272.0,-256.0,-0.7627952755905512,6.76453279968273,5.7487143263425535,-0.7430043741386543,5.385771745978973,97.4054766612739,94.12220045407209,False
1999-00,1610612742,DAL,1743,Bruno Sundov,14,82,1999-11-11,2000-03-16,75.38,594.9979999999999,3839.52,211.5,1183.5,7729.5,-16.0,19.0,-31.0,-7.5650118203309695,-9.170419509388848,-7.163950949640757,-10.188378880339613,-9.80083043678417,134.67763332448925,96.6308288536067,True
1999-00,1610612742,DAL,76,Cedric Ceballos,69,82,1999-11-02,2000-04-19,2166.41,1137.26,1748.4900000000002,4153.5,2586.5,3787.5,3.0,-14.0,-50.0,0.07222824124232576,0.613500230416886,1.392360254443646,0.06646941253040746,1.439082352838902,92.02690164834912,103.97543022836847,False
1999-00,1610612742,DAL,1800,Damon Jones,42,82,1999-12-02,2000-04-18,579.82,1419.3179999999998,3335.08,1158.0,2850.5,6725.5,-26.0,35.0,-21.0,-2.245250431778929,-3.4731051941013287,-1.9330059889865716,-2.152392121692939,-1.8501504963046427,95.8642337277086,96.79647864518992,False
1999-00,1610612742,DAL,23,Dennis Rodman,12,82,2000-02-09,2000-03-07,316.9200000000001,260.776,3597.98,706.5,473.0,7234.5,-39.0,-49.0,-8.0,-5.520169851380042,4.8392381824465955,-5.409588608723328,-5.906853464596742,-5.80012691247583,107.00492237788714,96.51415516484249,False
1999-00,1610612742,DAL,1717,Dirk Nowitzki,82,82,1999-11-02,2000-04-19,2541.4899999999993,1373.4099999999994,1373.4099999999999,5478.5,2462.5,2462.5,-16.0,-31.0,-31.0,-0.2920507438167382,0.9668325049142263,0.9668325049142263,-0.3021849387563989,0.7812497238716585,103.4700116860582,86.06315666843842,False
1999-00,1610612742,DAL,1065,Erick Strickland,68,82,1999-11-02,2000-04-19,1861.65,1380.7899999999997,2053.2499999999995,3863.0,2722.5,4078.0,169.0,-178.0,-216.0,4.37483820864613,10.912946564936306,9.671552284173348,4.357424865039078,9.40698044765201,99.60196599790508,95.33373919396081,False
1999-00,1610612742,DAL,718,Gary Trent,11,82,1999-12-14,2000-01-22,294.04,231.928,3620.8599999999997,603.5,456.0,7337.5,3.0,-35.0,-50.0,0.4971002485501243,8.172538845041352,1.1785312536608568,0.48972928853217246,1.1525552470061262,98.51720854305536,97.26970940605271,False
1999-00,1610612742,DAL,1761,Greg Buckner,48,82,2000-01-06,2000-04-19,1045.8199999999997,1251.512,2869.08,2062.5,2549.5,5878.5,30.0,54.0,-77.0,1.4545454545454546,-0.6635169106241867,2.7644034115072644,1.376909984509763,2.665127810433056,94.66256143504621,98.34790246350747,False
1999-00,1610612742,DAL,93,Hubert Davis,77,82,1999-11-02,2000-04-19,2039.12,1632.402,1875.78,4022.0,3429.5,3919.0,-114.0,49.0,67.0,-2.834410740924913,-4.263190446421341,-4.544030541894548,-2.683510533955824,-4.397997307458047,94.67613480324846,100.28468157246586,False
1999-00,1610612742,DAL,714,Michael Finley,82,82,1999-11-02,2000-04-19,3157.69,757.2099999999999,757.2099999999998,6630.0,1311.0,1311.0,-65.0,18.0,18.0,-0.9803921568627451,-2.3533898685332257,-2.3533898685332257,-0.9880640594865233,-2.129094949200077,100.78253406762538,83.10508313413719,True
1999-00,1610612742,DAL,1965,Rick Hughes,21,82,1999-11-04,1999-12-27,371.43000000000006,633.7800000000001,3543.4699999999993,671.0,1394.5,7270.0,-56.0,-86.0,9.0,-8.34575260804769,-2.178667631353534,-8.469549031706562,-7.236895242710604,-7.358809637357659,86.71351264033598,98.47973878712112,False
1999-00,1610612742,DAL,123,Robert Pack,27,82,1999-11-02,2000-03-27,737.31,576.8899999999999,3177.5899999999997,1429.5,1261.0,6511.5,-29.0,-103.0,-18.0,-2.0286813571178732,6.139439182136686,-1.7522473557357032,-1.8879440126947962,-1.6160398337415642,93.06261952231762,98.36133673633164,False
1999-00,1610612742,DAL,1518,Rodrick Rhodes,1,82,2000-04-14,2000-04-14,8.0,37.666,3906.899999999999,17.0,85.0,7924.0,14.0,0.0,-61.0,82.3529411764706,82.3529411764706,83.12275440211421,84.0,84.7494432926361,102.0,97.35391230899181,False
1999-00,1610612742,DAL,399,Sean Rooks,70,82,1999-11-02,2000-04-19,1269.9799999999998,2078.182,2644.9199999999996,2220.0,4545.0,5721.0,75.0,-87.0,-122.0,3.3783783783783785,5.292569797520293,5.5108726975533475,2.834690310083624,5.048745933694168,83.90683317847527,103.82469034980265,True
1999-00,1610612742,DAL,762,Shawn Bradley,76,82,1999-11-02,2000-04-19,1597.1900000000005,2032.1799999999998,2317.7099999999996,3349.5,3895.0,4482.0,162.0,-204.0,-209.0,4.83654276757725,10.074026721364156,9.49963959934878,4.86855039162529,9.196960762206597,100.66178726388216,92.8226568466288,False
1999-00,1610612742,DAL,959,Steve Nash,54,82,1999-11-02,2000-04-19,1512.2499999999998,1075.5159999999996,2402.65,3082.0,2128.5,4859.0,-16.0,38.0,-31.0,-0.5191434133679429,-2.3044382219185655,0.11884794287819833,-0.5078525376095223,0.11146363411752902,97.82509505703423,97.07281543295943,False
1999-00,1610612743,DEN,686,Antonio McDyess,81,82,1999-11-02,2000-04-19,2321.3400000000006,1528.7759999999998,1575.25,4998.0,2847.5,2949.5,-102.0,-82.0,-72.0,-2.0408163265306123,0.8389027252692123,0.4002753839287876,-2.109126625138928,0.08481084510389048,103.34720463180746,89.87525789557213,False
1999-00,1610612743,DEN,179,Bryant Stith,42,82,1999-11-02,2000-03-01,604.66,1379.438,3291.9300000000003,1322.5,2702.0,6513.5,28.0,-136.0,-202.0,2.1172022684310017,7.150510928682667,5.2184535158402285,2.2227367446168094,5.168121367011574,104.98461945556181,94.97407296023913,False
1999-00,1610612743,DEN,1497,Chauncey Billups,13,82,1999-11-24,1999-12-16,269.07,319.662,3627.5199999999995,653.0,635.0,7294.5,11.0,-47.0,-185.0,1.6845329249617151,9.086107728111323,4.220690303808792,1.9623146393131898,4.410268062037255,116.49013267922845,96.52214184897673,True
1999-00,1610612743,DEN,423,Chris Gatling,39,82,2000-02-02,2000-04-19,922.2800000000002,959.3799999999999,2974.3099999999995,1686.0,2074.5,6261.5,-89.0,12.0,-85.0,-5.27876631079478,-5.857218949984946,-3.9212641148353455,-4.631998959101357,-3.26025223465098,87.7477555623021,101.04931900171806,False
1999-00,1610612743,DEN,1914,Chris Herren,43,82,1999-11-14,2000-04-18,596.47,1449.6519999999996,3300.1200000000003,1195.0,2959.0,6752.5,-61.0,-52.0,-113.0,-5.104602510460251,-3.347252054225036,-3.4311482342662485,-4.908880580750079,-3.2653039835354325,96.16577531141549,98.21461037780443,False
1999-00,1610612743,DEN,724,Cory Alexander,26,82,1999-11-05,2000-04-11,347.48,891.5440000000001,3549.11,755.5,1795.5,7192.0,23.0,-96.0,-197.0,3.044341495698213,8.391041579240401,5.783496111938479,3.1771612754690914,5.841491206071412,104.36284102682168,97.26832924310601,False
1999-00,1610612743,DEN,45,George McCloud,77,82,1999-11-02,2000-04-19,2214.2200000000003,1451.6039999999998,1682.37,4545.5,2915.5,3402.0,-58.0,-100.0,-116.0,-1.2759872401275987,2.1539561658062034,2.1337717251869224,-1.2573276368201893,2.052289153778787,98.5376340201064,97.06307173808378,False
1999-00,1610612743,DEN,1899,James Posey,81,82,1999-11-02,2000-04-19,1741.27,2105.1479999999997,2155.3199999999997,3711.0,4158.0,4236.5,-53.0,-155.0,-121.0,-1.4281864726488818,2.2995672551048463,1.4279447677618344,-1.4610026015494437,1.233724863513749,102.29774819528275,94.34886698958857,False
1999-00,1610612743,DEN,1511,Johnny Taylor,1,82,1999-11-05,1999-11-05,12.0,36.686,3884.5899999999992,19.0,76.0,7928.5,2.0,-14.0,-176.0,10.526315789473685,28.947368421052634,12.746155607850428,8.0,10.174746884484591,76.0,97.96864019111413,True
1999-00,1610612743,DEN,1721,Keon Clark,81,82,1999-11-02,2000-04-19,2042.38,1806.2099999999998,1854.2099999999998,4030.0,3820.0,3917.5,-152.0,-9.0,-22.0,-3.771712158808933,-3.536110064568095,-3.2101295168178674,-3.5723029015168577,-3.002788121637556,94.713030875743,101.4124613716893,False
1999-00,1610612743,DEN,89,Nick Van Exel,79,82,1999-11-02,2000-04-19,2872.1600000000008,873.6419999999998,1024.4299999999998,5736.5,1902.5,2211.0,-66.0,-83.0,-108.0,-1.1505273250239694,3.212153358287463,3.734140246210766,-1.103002618238538,3.957372419587376,95.8693109018996,103.59712230215828,False
1999-00,1610612743,DEN,461,Popeye Jones,40,82,2000-01-10,2000-04-15,689.4900000000001,1243.776,3207.0999999999995,991.0,2652.5,6658.5,-16.0,-107.0,-158.0,-1.6145307769929365,2.419399477483972,0.7583760338503467,-1.1138667710916763,1.2508864327373284,68.9901231344907,99.65638739047739,True
1999-00,1610612743,DEN,1711,Raef LaFrentz,81,82,1999-11-02,2000-04-19,1644.6799999999998,2205.3159999999993,2251.91,3931.0,3923.0,4016.5,-57.0,-119.0,-117.0,-1.4500127194098194,1.5833800922139378,1.462971221832556,-1.6635454921322081,0.8303374783239825,114.72626893985458,85.61265769946402,True
1999-00,1610612743,DEN,1500,Ron Mercer,36,82,1999-11-02,2000-01-31,1272.51,419.87799999999993,2624.08,2664.5,829.5,5283.0,-22.0,-103.0,-152.0,-0.825670857571777,11.591447888660893,2.0514822751179826,-0.8298559539807153,1.9505470825120745,100.5068722446189,96.63729764336453,False
1999-00,1610612743,DEN,964,Roy Rogers,40,82,1999-11-02,2000-04-19,744.4100000000001,1168.678,3152.1799999999994,1177.5,2672.0,6770.0,21.0,-95.0,-195.0,1.78343949044586,5.338828712002746,4.663793995615727,1.3540925027874422,4.323466079169502,75.92590104915301,103.09055954926434,True
1999-00,1610612743,DEN,1763,Ryan Bowen,52,82,1999-11-02,2000-04-19,820.5699999999999,1652.6700000000003,3076.0199999999995,1485.5,3517.5,6462.0,-75.0,-28.0,-99.0,-5.048805116122518,-4.252785215625005,-3.5167716899386736,-4.387194267399491,-2.8423408529223417,86.89569445629259,100.83679559950848,False
1999-00,1610612743,DEN,1505,Tariq Abdul-Wahad,15,82,2000-02-02,2000-03-17,367.96,365.66800000000006,3528.629999999999,793.5,691.0,7154.0,-51.0,72.0,-123.0,-6.427221172022684,-16.846902792862046,-4.70790330789073,-6.652897054027612,-4.979726446738097,103.51125122295902,97.31595548413976,False
1999-00,1610612765,DET,363,Christian Laettner,82,82,1999-11-02,2000-04-19,1871.7800000000002,2159.3099999999995,2159.31,4225.0,3837.5,3837.5,-76.0,194.0,194.0,-1.7988165680473374,-6.854191160881213,-6.854191160881213,-1.948946991633632,-6.261435703305416,108.34606631121177,85.30502799505398,False
1999-00,1610612765,DET,690,Don Reid,20,82,1999-11-02,2000-02-15,180.54,814.0219999999999,3850.5499999999997,295.0,1732.5,7767.5,48.0,-50.0,70.0,16.271186440677965,19.15718932668085,15.36999558132811,12.7617148554337,11.889112240222886,78.43137254901961,96.82772590928569,True
1999-00,1610612765,DET,376,Eric Montross,51,82,1999-11-02,2000-04-19,723.0799999999999,1813.8220000000001,3308.0099999999998,964.5,3791.5,6890.0,-39.0,177.0,157.0,-4.043545878693624,-8.711882948454932,-6.322210610188543,-2.5889251535099853,-4.867031930696269,64.02611052718925,99.97551397970382,True
1999-00,1610612765,DET,255,Grant Hill,74,82,1999-11-02,2000-04-15,2470.15,1171.744,1560.9399999999998,5280.5,1996.5,2782.0,179.0,-26.0,-61.0,3.389830508474576,4.692109496703978,5.58249765441275,3.4783312754286175,5.354124066951674,102.61077262514422,85.54845157405154,False
1999-00,1610612765,DET,1983,Jermaine Jackson,7,82,1999-11-13,2000-04-19,73.19,266.88,3957.9000000000005,147.5,545.5,7915.0,48.0,17.0,70.0,32.54237288135593,29.42596591526977,31.657976166258017,31.479710342943026,30.63077530163324,96.73452657466868,95.99029788524216,False
1999-00,1610612765,DET,966,Jerome Williams,82,82,1999-11-02,2000-04-19,2446.14,1584.95,1584.9500000000003,4739.5,3323.0,3323.0,-2.0,120.0,120.0,-0.042198544150226815,-3.6533932477313282,-3.6533932477313282,-0.03924550516323678,-3.6734295488239193,93.00203586058035,100.63661314237041,False
1999-00,1610612765,DET,711,Jerry Stackhouse,82,82,1999-11-02,2000-04-19,2985.5200000000004,1045.57,1045.57,6230.5,1832.0,1832.0,-17.0,135.0,135.0,-0.2728512960436562,-7.64184692923143,-7.64184692923143,-0.27331922077226073,-6.470895662330454,100.17149441303356,84.10340771062674,True
1999-00,1610612765,DET,180,John Crotty,68,82,1999-11-26,2000-04-19,1248.6000000000001,2091.0519999999997,2782.49,2287.5,4348.0,5775.0,132.0,-13.0,-14.0,5.770491803278689,6.06947984375707,6.012916045702931,5.074483421432003,5.315993723355819,87.93849111004324,99.6229995435743,False
1999-00,1610612765,DET,146,Jud Buechler,56,82,1999-11-02,2000-04-19,955.1999999999999,1812.606,3075.8899999999994,1716.5,3777.0,6258.0,99.0,-20.0,19.0,5.767550247596854,6.297071031287614,5.463938870159973,4.974874371859297,4.678374822135477,86.25628140703519,97.65758853535077,False
1999-00,1610612765,DET,283,Lindsey Hunter,82,82,1999-11-02,2000-04-19,2585.8499999999995,1445.24,1445.2399999999998,5467.5,2595.0,2595.0,-128.0,246.0,246.0,-2.341106538637403,-11.82087532476457,-11.82087532476457,-2.3760078890886946,-10.546277186921582,101.49080573119093,86.18637734909082,False
1999-00,1610612765,DET,919,Loy Vaught,42,82,1999-11-05,2000-04-19,465.4600000000001,1604.7640000000001,3565.6300000000006,794.5,3415.0,7268.0,49.0,28.0,69.0,6.167400881057269,5.347488728787869,5.218033792449674,5.053065784385338,4.124197674121514,81.93185236110513,97.84077428112282,True
1999-00,1610612765,DET,992,Marcus Brown,6,82,1999-11-02,1999-11-11,90.01,204.87599999999998,3941.08,162.5,472.0,7900.0,-53.0,17.0,171.0,-32.61538461538461,-36.21707953063885,-34.77994157740993,-28.263526274858346,-30.346204119510066,86.65703810687701,96.2172805423894,False
1999-00,1610612765,DET,688,Michael Curry,82,82,1999-11-02,2000-04-19,1977.4699999999998,2053.6199999999994,2053.62,3738.5,4324.0,4324.0,-25.0,143.0,143.0,-0.6687174000267487,-3.975840434254316,-3.975840434254316,-0.6068360076259058,-3.9492265180416597,90.74625658037797,101.06640955970433,False
1999-00,1610612765,DET,1630,Mikki Moore,29,82,2000-02-25,2000-04-19,536.35,906.4039999999999,3494.7400000000002,1043.0,1744.0,7019.5,43.0,56.0,75.0,4.1227229146692235,0.911713740357297,3.0542707457113205,3.8482334296634657,2.818113878566675,93.34203411951151,96.41232251898568,False
1999-00,1610612765,DET,371,Terry Mills,82,82,1999-11-02,2000-04-19,1546.1099999999997,2484.9799999999996,2484.9799999999996,3206.5,4856.0,4856.0,69.0,49.0,49.0,2.151878995789802,1.1428180402708565,1.1428180402708565,2.142150299784621,1.1956638089476725,99.54789762694764,93.79874284702494,False
1999-00,1610612744,GSW,1502,Adonal Foyle,76,82,1999-11-02,2000-04-19,1427.89,2179.734,2462.574,2774.0,3840.0,4397.0,-315.0,-370.0,-363.0,-11.355443403028119,-1.7200267363614525,-3.0998145651841345,-10.589050977316179,-3.513527561573139,93.25088067007962,85.70544479069461,False
1999-00,1610612744,GSW,1712,Antawn Jamison,43,82,1999-11-02,2000-02-09,1418.0400000000002,643.2339999999999,2472.4240000000004,2748.0,1117.5,4595.0,-208.0,-124.0,-470.0,-7.569141193595342,3.5270556744136075,2.659368055588554,-7.04070407040704,2.0839444526618163,93.01853262249301,89.2079999223434,False
1999-00,1610612744,GSW,223,Bill Curley,24,82,1999-12-08,2000-04-19,330.27,802.7719999999998,3560.1940000000004,615.0,1560.5,6728.0,-140.0,-89.0,-538.0,-22.764227642276424,-17.060927417989337,-14.767794824202703,-20.346988827323102,-13.093451520086475,89.38141520574077,90.70966357451306,False
1999-00,1610612744,GSW,182,Billy Owens,16,82,2000-02-18,2000-03-19,407.03,343.366,3483.4339999999997,712.5,695.0,6630.5,-62.0,-68.0,-616.0,-8.701754385964913,1.0824182759055905,0.5886460363260149,-7.311500380807312,1.1766753676064674,84.02329066653564,91.36501509717137,True
1999-00,1610612744,GSW,713,Chris Carr,7,82,1999-12-01,1999-12-11,147.47,191.078,3742.993999999999,273.0,369.5,7070.0,5.0,-21.0,-683.0,1.8315018315018314,7.514857717834714,11.492039313821493,1.6274496507764291,10.386213357050073,88.85875093239304,90.66538712057783,False
1999-00,1610612744,GSW,168,Chris Mills,20,82,1999-11-02,1999-12-23,669.92,313.736,3220.544,1275.0,588.5,6068.0,-15.0,-87.0,-663.0,-1.1764705882352942,13.606876905392573,9.749699484276242,-1.0747551946501075,8.806805187695236,91.35419154525914,90.43937918562827,False
1999-00,1610612744,GSW,1800,Damon Jones,13,82,1999-11-02,1999-11-29,300.34000000000003,339.31000000000006,3590.1239999999993,518.0,746.0,6825.0,-42.0,-104.0,-636.0,-8.108108108108109,5.832910658647924,1.2105732105732105,-6.712392621695411,1.7909348399744385,82.78617566757674,91.25033007216466,True
1999-00,1610612744,GSW,923,Donyell Marshall,64,82,1999-11-02,2000-04-07,1955.9600000000003,1080.524,1934.5040000000004,3628.5,2051.0,3714.5,-177.0,-398.0,-501.0,-4.878048780487805,14.527119430141155,8.609634622392797,-4.343647109347839,8.087446338895223,89.0447657416307,92.16626070558654,False
1999-00,1610612744,GSW,1003,Drew Barry,8,82,1999-12-17,2000-01-03,126.69,253.94,3763.774,192.5,464.5,7150.5,14.0,-84.0,-692.0,7.2727272727272725,25.35668852138174,16.95037219266294,5.304286052569264,14.129470561522245,72.93393322282738,91.19144773304667,True
1999-00,1610612744,GSW,956,Erick Dampier,21,82,2000-01-05,2000-03-15,392.7,580.1679999999999,3497.764,767.0,1020.5,6576.0,-44.0,-146.0,-634.0,-5.736636245110821,8.570076150773549,3.90448297630037,-5.378151260504202,3.3222642049188504,93.75095492742552,90.24279511139116,False
1999-00,1610612744,GSW,1975,Jamel Thomas,4,82,2000-01-09,2000-01-17,26.1,166.79000000000002,3864.3639999999996,44.0,334.0,7299.0,-1.0,-6.0,-677.0,-2.272727272727273,-0.47632008709853046,7.002515911270535,-1.839080459770115,6.570065262527269,80.91954022988506,90.66226680509394,True
