player_id,player_name,A_r,M_r
2544,LeBron James,321.0251385793434,98.11014538939895
101108,Chris Paul,59.40927178205156,19.815461880005657
200768,Kyle Lowry,19.939135676963783,5.979255582437842
201142,Kevin Durant,539.1162786875088,220.48821308818086
201143,Al Horford,279.75269368445686,93.15676537700847
201144,Mike Conley,250.61715924507482,80.06538265361935
201145,Jeff Green,45.650056878339925,19.84074492136403
201566,Russell Westbrook,574.6867640393805,195.25147113719098
201567,Kevin Love,221.2661795018357,82.83542729857678
201569,Eric Gordon,27.88322111222175,15.930901703163537
201572,Brook Lopez,382.5990740622639,130.50615305412953
201587,Nicolas Batum,338.7108114774019,133.68522944993265
201599,DeAndre Jordan,0.0,0.0
201935,James Harden,723.9966742165366,257.1708780953392
201939,Stephen Curry,758.6317432585029,297.0481677920297
201942,DeMar DeRozan,235.9562382347858,78.52259595928938
201950,Jrue Holiday,337.0933574965275,128.27324110562748
202066,Garrett Temple,9.984421290535755,1.9961920709035923
202331,Paul George,326.48314719109726,124.54378104678561
202685,Jonas Valančiūnas,35.78599374983909,9.942006885887418
202687,Bismack Biyombo,0.0,0.0
202691,Klay Thompson,672.2256545112513,252.45839153839154
202695,Kawhi Leonard,542.4626412902127,207.91161247961838
202696,Nikola Vučević,429.0025466666624,162.57803661059975
202699,Tobias Harris,297.7690632600506,104.36805050456991
202710,Jimmy Butler III,161.41730395504703,60.18855453301442
203076,Anthony Davis,73.0943606891178,19.738829139626684
203078,Bradley Beal,37.77739034776103,13.919581898028447
203083,Andre Drummond,106.04255076989689,39.25924711766055
203084,Harrison Barnes,514.4740303750846,192.26058866313417
203110,Draymond Green,401.62337293466896,128.05427502323494
203114,Khris Middleton,210.10696253331508,69.4131556946316
203468,CJ McCollum,636.4862041652111,246.56954751458386
203471,Dennis Schröder,344.056675516392,112.68715463360869
203482,Kelly Olynyk,75.04272424777574,17.74653743739761
203484,Kentavious Caldwell-Pope,328.0745705945728,103.52401702850325
203486,Mason Plumlee,0.0,0.0
203497,Rudy Gobert,5.994804697699806,0.0
203500,Steven Adams,0.0,0.0
203501,Tim Hardaway Jr.,682.865040110262,279.0163308698381
203507,Giannis Antetokounmpo,75.03656796190451,29.596750655006705
203552,Seth Curry,7.992381023271434,3.995844238113603
203648,Thanasis Antetokounmpo,1.9996534864594093,0.0
203897,Zach LaVine,466.3981056020635,181.73864176419744
203903,Jordan Clarkson,349.31511191566756,116.43093626878739
203914,Gary Harris,92.51976707377885,39.350567206039806
203924,Jerami Grant,452.9075562681488,169.1009980412515
203926,Doug McDermott,78.96477598099452,31.593372301159327
203932,Aaron Gordon,202.73265839629852,80.95411540853108
203935,Marcus Smart,389.5670549478648,130.72359595719627
203937,Kyle Anderson,11.977156501496676,7.9854632282252584
203939,Dwight Powell,3.9979213990013847,0.0
203944,Julius Randle,496.2462101492698,160.14779740662127
203952,Andrew Wiggins,472.96486754884194,192.82948038831017
203954,Joel Embiid,234.16261804556297,75.11951503059825
203967,Dario Šarić,5.995497124672399,1.998268152560438
203991,Clint Capela,0.0,0.0
203992,Bogdan Bogdanović,144.39604262948484,46.808273143182575
203994,Jusuf Nurkić,138.6264617965053,48.8978385415446
203999,Nikola Jokić,358.23364648240334,148.0934562162507
204001,Kristaps Porziņģis,176.5525357946757,64.04492087924348
204060,Joe Ingles,11.977156501496676,3.993768756066385
204456,T.J. McConnell,78.92984710631374,25.651083324246486
1626145,Tyus Jones,213.79851477146798,61.654549014941445
1626156,D'Angelo Russell,215.7574758993854,63.70291652417081
1626157,Karl-Anthony Towns,434.14942103974516,155.29390219478944
1626162,Kelly Oubre Jr.,322.85655161765897,116.98331571929951
1626164,Devin Booker,442.7022604507874,136.35634820133288
1626166,Cameron Payne,17.95952699682367,1.9968856972203755
1626167,Myles Turner,507.9153571967314,196.6820427338526
1626171,Bobby Portis,405.0168846337529,181.89265923069541
1626172,Kevon Looney,17.947772268904696,1.9941193437716453
1626181,Norman Powell,613.0175779165022,239.78813505920544
1626192,Pat Connaughton,57.45079556104285,23.776879258597422
1626204,Larry Nance Jr.,98.32851981509549,31.471674604483965
1626220,Royce O'Neale,688.9469212003092,276.4078932220458
1627734,Domantas Sabonis,53.5173962066175,9.909406453776352
1627739,Kris Dunn,295.9497136293129,110.00592615696985
1627741,Buddy Hield,349.39371077285324,116.73917781219077
1627742,Brandon Ingram,489.66343485227657,181.37394766951607
1627746,Skal Labissiere,9.986497612294176,1.9975762054584596
1627747,Caris LeVert,228.60466926968485,80.57991822283049
1627750,Jamal Murray,682.9612844680491,291.04363306201464
1627751,Jakob Poeltl,0.0,0.0
1627752,Taurean Prince,55.49578628467144,23.75416186389566
1627759,Jaylen Brown,535.8580134977733,184.11869853747706
1627780,Gary Payton II,138.63606926761378,44.96391125426791
1627783,Pascal Siakam,462.94976858871183,170.83217687655966
1627824,Guerschon Yabusele,191.48725054894032,63.91285530726389
1627826,Ivica Zubac,0.0,0.0
1627827,Dorian Finney-Smith,119.5345491729491,29.365529834050434
1627884,Derrick Jones Jr.,155.7614132457585,60.32396705972555
1627936,Alex Caruso,224.9443430757915,71.13040741488416
1628366,Lonzo Ball,279.7954129313941,76.11149474427702
1628368,De'Aaron Fox,481.35676813834544,170.11785694335248
1628370,Malik Monk,415.40629875251574,176.22899195270247
1628371,Jonathan Isaac,73.08273555793511,13.821625087748966
1628374,Lauri Markkanen,565.2154262947981,205.08360560576193
1628378,Donovan Mitchell,850.8541389663708,318.91896268947494
1628379,Luke Kennard,308.484036715122,151.68398366586982
