game_id,player_id,assisted_2pm,unassisted_2pm,assisted_3pm,unassisted_3pm,assisted_fgm,unassisted_fgm
20000031,922,5,3,0,0,5,3
20000031,931,0,1,0,0,0,1
20000031,957,1,0,0,0,1,0
20000031,1477,1,1,1,0,2,1
20000031,1853,0,1,0,0,0,1
20000031,1884,3,3,1,0,4,3
20000031,1944,0,1,0,0,0,1
20000032,57,0,0,1,0,1,0
20000032,76,0,1,2,0,2,1
20000032,124,1,0,0,0,1,0
20000032,182,1,1,0,0,1,1
20000032,185,6,3,0,0,6,3
20000032,239,0,0,2,0,2,0
20000032,376,3,1,0,0,3,1
20000032,468,1,0,2,1,3,1
20000032,688,1,0,0,0,1,0
20000032,711,1,5,0,0,1,5
20000032,961,1,1,0,0,1,1
20000032,966,1,1,0,0,1,1
20000032,978,1,1,2,0,3,1
20000032,1088,2,4,1,0,3,4
20000032,1112,5,1,0,0,5,1
20000032,1513,5,2,0,0,5,2
20000032,1517,2,4,0,0,2,4
20000033,271,1,1,0,0,1,1
20000033,383,5,1,0,0,5,1
20000033,428,0,3,0,0,0,3
20000033,697,2,0,0,0,2,0
20000033,950,6,6,1,0,7,6
20000033,1425,0,1,0,0,0,1
20000033,1500,3,1,0,0,3,1
20000033,1536,1,2,0,0,1,2
20000033,1724,0,1,1,1,1,2
20000033,1802,1,1,0,0,1,1
20000033,1882,7,1,0,0,7,1
20000033,1897,1,0,1,0,2,0
20000033,1915,1,1,0,0,1,1
20000033,2030,3,0,0,0,3,0
20000033,2033,2,0,0,0,2,0
20000033,2037,0,1,0,0,0,1
20000033,2062,3,0,0,0,3,0
20000033,2064,0,2,0,0,0,2
20000034,133,6,3,2,0,8,3
20000034,136,3,0,0,0,3,0
20000034,271,3,1,0,0,3,1
20000034,383,5,2,0,0,5,2
20000034,428,0,1,0,0,0,1
20000034,469,3,0,1,0,4,0
20000034,765,1,0,0,0,1,0
20000034,901,3,1,0,0,3,1
20000034,922,2,0,0,0,2,0
20000034,950,5,6,1,0,6,6
20000034,1425,1,0,0,0,1,0
20000034,1536,2,0,0,0,2,0
20000034,1884,3,3,0,1,3,4
20000034,1915,1,0,0,0,1,0
20000034,2030,3,1,0,0,3,1
20000034,2048,1,2,0,0,1,2
20000035,137,0,1,0,0,0,1
20000035,190,1,0,0,0,1,0
20000035,193,3,1,0,0,3,1
20000035,224,3,1,6,0,9,1
20000035,238,5,0,0,0,5,0
20000035,248,0,0,1,0,1,0
20000035,258,3,1,0,0,3,1
20000035,389,0,4,1,0,1,4
20000035,689,3,2,0,0,3,2
20000035,727,1,3,0,0,1,3
20000035,896,1,4,2,1,3,5
20000035,920,1,0,0,0,1,0
20000035,931,0,0,1,0,1,0
20000035,947,1,6,1,0,2,6
20000035,1853,1,2,0,0,1,2
20000036,42,3,3,0,0,3,3
20000036,353,1,4,0,2,1,6
20000036,448,1,4,0,0,1,4
20000036,673,4,1,0,0,4,1
20000036,680,4,1,0,0,4,1
20000036,690,0,1,0,0,0,1
20000036,754,0,3,1,0,1,3
20000036,1533,0,2,0,0,0,2
20000036,1544,5,1,1,0,6,1
20000036,1683,0,1,2,0,2,1
20000036,1727,2,4,1,0,3,4
20000036,1728,5,4,2,0,7,4
20000036,1891,1,2,0,0,1,2
20000036,2034,1,4,1,0,2,4
20000036,2069,4,0,0,0,4,0
20000037,63,2,1,0,0,2,1
20000037,213,2,2,0,0,2,2
20000037,349,1,0,0,0,1,0
20000037,393,2,5,0,0,2,5
20000037,436,6,3,0,0,6,3
20000037,685,1,0,0,0,1,0
20000037,722,2,0,0,0,2,0
20000037,782,2,3,3,0,5,3
20000037,788,1,3,0,0,1,3
20000037,891,1,0,0,0,1,0
20000037,1541,3,2,1,1,4,3
20000037,1562,3,1,0,0,3,1
20000037,1600,1,0,0,0,1,0
20000037,1713,5,3,2,0,7,3
20000037,1732,2,0,0,0,2,0
20000037,1751,1,3,0,0,1,3
20000037,1918,1,0,0,0,1,0
20000037,2050,4,0,1,0,5,0
20000038,72,2,1,0,0,2,1
20000038,179,2,0,0,0,2,0
20000038,221,2,1,0,0,2,1
20000038,423,5,1,1,0,6,1
20000038,445,2,1,0,0,2,1
20000038,677,0,2,0,0,0,2
20000038,753,3,0,0,0,3,0
20000038,902,0,4,0,0,0,4
20000038,952,3,3,2,0,5,3
20000038,958,4,0,0,0,4,0
20000038,980,3,0,0,0,3,0
20000038,1499,1,1,0,0,1,1
20000038,1538,1,0,0,0,1,0
20000038,1714,2,0,0,0,2,0
20000038,1718,0,0,2,0,2,0
20000038,1723,5,0,0,0,5,0
20000038,1889,1,2,0,0,1,2
20000038,2040,0,1,0,0,0,1
20000039,64,0,1,1,0,1,1
20000039,365,2,0,0,0,2,0
20000039,397,1,2,2,1,3,3
20000039,440,3,0,0,0,3,0
20000039,696,2,5,1,1,3,6
20000039,697,2,0,0,0,2,0
20000039,979,2,0,0,0,2,0
20000039,1500,2,2,1,0,3,2
20000039,1506,2,1,1,0,3,1
20000039,1724,2,2,1,0,3,2
20000039,1733,0,1,0,0,0,1
20000039,1802,2,2,0,0,2,2
20000039,1882,2,2,0,0,2,2
20000039,1886,1,0,0,0,1,0
20000039,1897,0,4,1,0,1,4
20000039,2033,1,2,0,0,1,2
20000040,146,2,0,0,0,2,0
20000040,182,0,1,0,0,0,1
20000040,208,5,3,0,0,5,3
20000040,281,2,0,0,0,2,0
20000040,283,1,3,2,0,3,3
20000040,299,2,2,0,0,2,2
20000040,679,4,0,0,0,4,0
20000040,688,1,0,0,0,1,0
20000040,711,2,3,0,0,2,3
20000040,911,1,1,0,0,1,1
20000040,951,1,2,0,0,1,2
20000040,961,1,1,0,0,1,1
20000040,966,2,0,0,0,2,0
20000040,1032,3,0,0,0,3,0
20000040,1088,3,1,1,0,4,1
20000040,1112,2,2,0,0,2,2
20000040,1501,5,0,0,0,5,0
20000040,1630,3,0,0,0,3,0
20000040,2043,3,4,0,0,3,4
20000041,57,0,2,0,0,0,2
20000041,111,1,0,0,0,1,0
20000041,124,4,2,0,0,4,2
20000041,185,3,3,0,0,3,3
20000041,210,3,5,0,0,3,5
20000041,239,0,1,0,0,0,1
20000041,324,2,1,2,0,4,1
20000041,468,1,2,0,0,1,2
20000041,708,6,5,0,0,6,5
20000041,978,4,3,0,1,4,4
20000041,1051,0,2,0,0,0,2
20000041,1444,3,2,0,0,3,2
20000041,1497,0,2,1,0,1,2
20000041,1517,1,4,0,0,1,4
20000041,1725,3,1,0,0,3,1
20000041,1887,5,1,1,0,6,1
20000042,93,0,1,1,1,1,2
20000042,178,3,0,0,0,3,0
20000042,252,8,1,0,0,8,1
20000042,304,1,3,1,0,2,3
20000042,317,3,0,2,0,5,0
20000042,330,3,0,0,0,3,0
20000042,458,0,0,2,0,2,0
20000042,714,3,2,2,0,5,2
20000042,762,1,1,0,0,1,1
20000042,919,1,0,0,0,1,0
20000042,923,1,1,0,0,1,1
20000042,935,1,3,0,0,1,3
20000042,959,0,7,1,0,1,7
20000042,1521,1,2,0,0,1,2
20000042,1717,4,0,3,1,7,1
20000042,1900,2,0,1,0,3,0
20000042,2042,1,0,0,0,1,0
20000042,2059,2,1,0,0,2,1
20000043,45,2,0,0,0,2,0
20000043,53,1,1,0,0,1,1
20000043,89,2,1,1,0,3,1
20000043,123,2,1,0,0,2,1
20000043,361,5,0,0,0,5,0
20000043,467,0,5,2,0,2,5
20000043,702,0,3,1,0,1,3
20000043,915,2,0,0,0,2,0
20000043,960,2,5,0,0,2,5
