season,season_type,player_id,player_name,season_games,layup_assists_created,dunk_assists_created,other_rim_assists_created,rim_assists_strict,rim_assists_all,layup_assists_created_per_game,dunk_assists_created_per_game,other_rim_assists_created_per_game,rim_assists_strict_per_game,rim_assists_all_per_game
2000-01,Regular Season,754,Jim Jackson,56.0,39,10,10,49,59,0.6964285714285714,0.17857142857142858,0.17857142857142858,0.875,1.0535714285714286
2000-01,Regular Season,915,Rodney Rogers,82.0,42,13,4,55,59,0.5121951219512195,0.15853658536585366,0.04878048780487805,0.6707317073170732,0.7195121951219512
2000-01,Regular Season,428,Sherman Douglas,56.0,32,24,3,56,59,0.5714285714285714,0.42857142857142855,0.05357142857142857,1.0,1.0535714285714286
2000-01,Regular Season,1887,Wally Szczerbiak,82.0,39,17,3,56,59,0.47560975609756095,0.2073170731707317,0.036585365853658534,0.6829268292682927,0.7195121951219512
2000-01,Regular Season,248,George Lynch,82.0,41,10,6,51,57,0.5,0.12195121951219512,0.07317073170731707,0.6219512195121951,0.6951219512195121
2000-01,Regular Season,1722,Michael Dickerson,70.0,31,15,11,46,57,0.44285714285714284,0.21428571428571427,0.15714285714285714,0.6571428571428571,0.8142857142857143
2000-01,Regular Season,1739,Ruben Patterson,76.0,34,16,7,50,57,0.4473684210526316,0.21052631578947367,0.09210526315789473,0.6578947368421053,0.75
2000-01,Regular Season,1724,Bryce Drew,48.0,34,20,2,54,56,0.7083333333333334,0.4166666666666667,0.041666666666666664,1.125,1.1666666666666667
2000-01,Regular Season,1508,Maurice Taylor,69.0,37,16,3,53,56,0.5362318840579711,0.2318840579710145,0.043478260869565216,0.7681159420289855,0.8115942028985508
2000-01,Regular Season,258,Brian Grant,82.0,40,4,9,44,53,0.4878048780487805,0.04878048780487805,0.10975609756097561,0.5365853658536586,0.6463414634146342
2000-01,Regular Season,2034,Mike Miller,82.0,33,12,8,45,53,0.4024390243902439,0.14634146341463414,0.0975609756097561,0.5487804878048781,0.6463414634146342
2000-01,Regular Season,2032,Darius Miles,81.0,30,18,4,48,52,0.37037037037037035,0.2222222222222222,0.04938271604938271,0.5925925925925926,0.6419753086419753
2000-01,Regular Season,2037,Jamal Crawford,60.0,32,18,2,50,52,0.5333333333333333,0.3,0.03333333333333333,0.8333333333333334,0.8666666666666667
2000-01,Regular Season,949,Shareef Abdur-Rahim,81.0,28,18,6,46,52,0.345679012345679,0.2222222222222222,0.07407407407407407,0.5679012345679012,0.6419753086419753
2000-01,Regular Season,193,Anthony Mason,80.0,36,9,6,45,51,0.45,0.1125,0.075,0.5625,0.6375
2000-01,Regular Season,782,Mitch Richmond,37.0,33,12,6,45,51,0.8918918918918919,0.32432432432432434,0.16216216216216217,1.2162162162162162,1.3783783783783783
2000-01,Regular Season,1890,Shawn Marion,79.0,40,9,2,49,51,0.5063291139240507,0.11392405063291139,0.02531645569620253,0.620253164556962,0.6455696202531646
2000-01,Regular Season,224,Eddie Jones,63.0,37,6,7,43,50,0.5873015873015873,0.09523809523809523,0.1111111111111111,0.6825396825396826,0.7936507936507936
2000-01,Regular Season,1607,Troy Hudson,75.0,27,15,7,42,49,0.36,0.2,0.09333333333333334,0.56,0.6533333333333333
2000-01,Regular Season,902,Bimbo Coles,47.0,27,10,11,37,48,0.574468085106383,0.2127659574468085,0.23404255319148937,0.7872340425531915,1.0212765957446808
2000-01,Regular Season,1563,Kevin Ollie,69.0,28,18,2,46,48,0.4057971014492754,0.2608695652173913,0.028985507246376812,0.6666666666666666,0.6956521739130435
2000-01,Regular Season,363,Christian Laettner,78.0,36,5,5,41,46,0.46153846153846156,0.0641025641025641,0.0641025641025641,0.5256410256410257,0.5897435897435898
2000-01,Regular Season,764,David Robinson,80.0,33,12,1,45,46,0.4125,0.15,0.0125,0.5625,0.575
2000-01,Regular Season,1005,Walt Williams,72.0,22,19,5,41,46,0.3055555555555556,0.2638888888888889,0.06944444444444445,0.5694444444444444,0.6388888888888888
2000-01,Regular Season,1712,Antawn Jamison,82.0,33,7,5,40,45,0.4024390243902439,0.08536585365853659,0.06097560975609756,0.4878048780487805,0.5487804878048781
2000-01,Regular Season,717,Arvydas Sabonis,61.0,30,9,4,39,43,0.4918032786885246,0.14754098360655737,0.06557377049180328,0.639344262295082,0.7049180327868853
2000-01,Regular Season,441,Lamond Murray,78.0,28,10,5,38,43,0.358974358974359,0.1282051282051282,0.0641025641025641,0.48717948717948717,0.5512820512820513
2000-01,Regular Season,960,Tony Delk,82.0,26,16,1,42,43,0.3170731707317073,0.1951219512195122,0.012195121951219513,0.5121951219512195,0.524390243902439
2000-01,Regular Season,271,Johnny Newman,79.0,20,17,5,37,42,0.25316455696202533,0.21518987341772153,0.06329113924050633,0.46835443037974683,0.5316455696202531
2000-01,Regular Season,2030,Kenyon Martin,68.0,26,12,4,38,42,0.38235294117647056,0.17647058823529413,0.058823529411764705,0.5588235294117647,0.6176470588235294
2000-01,Regular Season,121,Patrick Ewing,79.0,34,8,0,42,42,0.43037974683544306,0.10126582278481013,0.0,0.5316455696202531,0.5316455696202531
2000-01,Regular Season,1425,Aaron Williams,82.0,27,12,2,39,41,0.32926829268292684,0.14634146341463414,0.024390243902439025,0.47560975609756095,0.5
2000-01,Regular Season,179,Bryant Stith,78.0,30,3,8,33,41,0.38461538461538464,0.038461538461538464,0.10256410256410256,0.4230769230769231,0.5256410256410257
2000-01,Regular Season,111,LaPhonso Ellis,82.0,23,13,4,36,40,0.2804878048780488,0.15853658536585366,0.04878048780487805,0.43902439024390244,0.4878048780487805
2000-01,Regular Season,965,Derek Fisher,20.0,15,17,6,32,38,0.75,0.85,0.3,1.6,1.9
2000-01,Regular Season,383,Kendall Gill,31.0,27,10,1,37,38,0.8709677419354839,0.3225806451612903,0.03225806451612903,1.1935483870967742,1.2258064516129032
2000-01,Regular Season,330,Danny Manning,82.0,29,8,0,37,37,0.35365853658536583,0.0975609756097561,0.0,0.45121951219512196,0.45121951219512196
2000-01,Regular Season,1740,Rashard Lewis,78.0,28,6,3,34,37,0.358974358974359,0.07692307692307693,0.038461538461538464,0.4358974358974359,0.47435897435897434
2000-01,Regular Season,399,Sean Rooks,82.0,24,9,4,33,37,0.2926829268292683,0.10975609756097561,0.04878048780487805,0.4024390243902439,0.45121951219512196
2000-01,Regular Season,1733,Al Harrington,78.0,19,15,2,34,36,0.24358974358974358,0.19230769230769232,0.02564102564102564,0.4358974358974359,0.46153846153846156
2000-01,Regular Season,15,Eric Piatkowski,81.0,15,19,2,34,36,0.18518518518518517,0.2345679012345679,0.024691358024691357,0.41975308641975306,0.4444444444444444
2000-01,Regular Season,1732,Felipe Lopez,70.0,16,15,5,31,36,0.22857142857142856,0.21428571428571427,0.07142857142857142,0.44285714285714284,0.5142857142857142
2000-01,Regular Season,753,Randy Brown,54.0,26,6,4,32,36,0.48148148148148145,0.1111111111111111,0.07407407407407407,0.5925925925925926,0.6666666666666666
2000-01,Regular Season,1538,Cedric Henderson,55.0,27,3,5,30,35,0.4909090909090909,0.05454545454545454,0.09090909090909091,0.5454545454545454,0.6363636363636364
2000-01,Regular Season,221,Clar. Weatherspoon,82.0,27,6,2,33,35,0.32926829268292684,0.07317073170731707,0.024390243902439025,0.4024390243902439,0.4268292682926829
2000-01,Regular Season,779,Glen Rice,75.0,25,6,4,31,35,0.3333333333333333,0.08,0.05333333333333334,0.41333333333333333,0.4666666666666667
2000-01,Regular Season,165,Hakeem Olajuwon,58.0,25,8,2,33,35,0.43103448275862066,0.13793103448275862,0.034482758620689655,0.5689655172413793,0.603448275862069
2000-01,Regular Season,1899,James Posey,82.0,21,12,2,33,35,0.25609756097560976,0.14634146341463414,0.024390243902439025,0.4024390243902439,0.4268292682926829
2000-01,Regular Season,1960,Milt Palacio,58.0,25,7,3,32,35,0.43103448275862066,0.1206896551724138,0.05172413793103448,0.5517241379310345,0.603448275862069
2000-01,Regular Season,166,Ron Harper,47.0,19,13,3,32,35,0.40425531914893614,0.2765957446808511,0.06382978723404255,0.6808510638297872,0.7446808510638298
2000-01,Regular Season,63,Michael Smith,76.0,24,6,4,30,34,0.3157894736842105,0.07894736842105263,0.05263157894736842,0.39473684210526316,0.4473684210526316
2000-01,Regular Season,42,Monty Williams,82.0,22,9,3,31,34,0.2682926829268293,0.10975609756097561,0.036585365853658534,0.3780487804878049,0.4146341463414634
2000-01,Regular Season,1711,Raef LaFrentz,78.0,22,7,5,29,34,0.28205128205128205,0.08974358974358974,0.0641025641025641,0.3717948717948718,0.4358974358974359
2000-01,Regular Season,1112,Ben Wallace,80.0,16,15,2,31,33,0.2,0.1875,0.025,0.3875,0.4125
2000-01,Regular Season,1919,Laron Profit,33.0,20,9,4,29,33,0.6060606060606061,0.2727272727272727,0.12121212121212122,0.8787878787878788,1.0
2000-01,Regular Season,136,P.J. Brown,80.0,18,12,3,30,33,0.225,0.15,0.0375,0.375,0.4125
2000-01,Regular Season,213,Antonio Davis,78.0,18,12,2,30,32,0.23076923076923078,0.15384615384615385,0.02564102564102564,0.38461538461538464,0.41025641025641024
2000-01,Regular Season,1894,Corey Maggette,69.0,17,13,2,30,32,0.2463768115942029,0.18840579710144928,0.028985507246376812,0.43478260869565216,0.463768115942029
2000-01,Regular Season,344,Dana Barros,60.0,18,10,4,28,32,0.3,0.16666666666666666,0.06666666666666667,0.4666666666666667,0.5333333333333333
2000-01,Regular Season,1723,Matt Harpring,56.0,20,4,8,24,32,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.5714285714285714
2000-01,Regular Season,278,Stacey Augmon,65.0,16,12,4,28,32,0.24615384615384617,0.18461538461538463,0.06153846153846154,0.4307692307692308,0.49230769230769234
2000-01,Regular Season,677,Eric Williams,81.0,22,8,1,30,31,0.2716049382716049,0.09876543209876543,0.012345679012345678,0.37037037037037035,0.38271604938271603
2000-01,Regular Season,1903,Kenny Thomas,74.0,20,8,3,28,31,0.2702702702702703,0.10810810810810811,0.04054054054054054,0.3783783783783784,0.4189189189189189
2000-01,Regular Season,53,Mario Elie,68.0,17,10,4,27,31,0.25,0.14705882352941177,0.058823529411764705,0.39705882352941174,0.45588235294117646
2000-01,Regular Season,1477,Bruce Bowen,82.0,18,7,5,25,30,0.21951219512195122,0.08536585365853659,0.06097560975609756,0.3048780487804878,0.36585365853658536
2000-01,Regular Season,270,Horace Grant,77.0,14,10,6,24,30,0.18181818181818182,0.12987012987012986,0.07792207792207792,0.3116883116883117,0.38961038961038963
2000-01,Regular Season,375,Isaiah Rider,67.0,15,13,2,28,30,0.22388059701492538,0.19402985074626866,0.029850746268656716,0.417910447761194,0.44776119402985076
2000-01,Regular Season,979,Jermaine O'Neal,81.0,21,7,2,28,30,0.25925925925925924,0.08641975308641975,0.024691358024691357,0.345679012345679,0.37037037037037035
2000-01,Regular Season,72,Kenny Anderson,33.0,19,7,4,26,30,0.5757575757575758,0.21212121212121213,0.12121212121212122,0.7878787878787878,0.9090909090909091
2000-01,Regular Season,1721,Keon Clark,81.0,18,12,0,30,30,0.2222222222222222,0.14814814814814814,0.0,0.37037037037037035,0.37037037037037035
2000-01,Regular Season,948,Marcus Camby,63.0,25,4,1,29,30,0.3968253968253968,0.06349206349206349,0.015873015873015872,0.4603174603174603,0.47619047619047616
2000-01,Regular Season,1892,Trajan Langdon,65.0,16,11,3,27,30,0.24615384615384617,0.16923076923076924,0.046153846153846156,0.4153846153846154,0.46153846153846156
2000-01,Regular Season,1802,Brad Miller,57.0,17,12,0,29,29,0.2982456140350877,0.21052631578947367,0.0,0.5087719298245614,0.5087719298245614
2000-01,Regular Season,916,Corie Blount,68.0,21,6,2,27,29,0.3088235294117647,0.08823529411764706,0.029411764705882353,0.39705882352941174,0.4264705882352941
2000-01,Regular Season,1901,Dion Glover,56.0,13,14,2,27,29,0.23214285714285715,0.25,0.03571428571428571,0.48214285714285715,0.5178571428571429
2000-01,Regular Season,680,John Amaechi,82.0,20,6,3,26,29,0.24390243902439024,0.07317073170731707,0.036585365853658534,0.3170731707317073,0.35365853658536583
2000-01,Regular Season,703,Kurt Thomas,77.0,17,9,3,26,29,0.22077922077922077,0.11688311688311688,0.03896103896103896,0.33766233766233766,0.37662337662337664
2000-01,Regular Season,765,Hersey Hawkins,58.0,19,7,2,26,28,0.3275862068965517,0.1206896551724138,0.034482758620689655,0.4482758620689655,0.4827586206896552
2000-01,Regular Season,1074,Matt Maloney,55.0,20,7,1,27,28,0.36363636363636365,0.12727272727272726,0.01818181818181818,0.4909090909090909,0.509090909090909
2000-01,Regular Season,2130,Mike Penberthy,53.0,11,14,3,25,28,0.20754716981132076,0.2641509433962264,0.05660377358490566,0.4716981132075472,0.5283018867924528
2000-01,Regular Season,431,Shawn Kemp,68.0,17,6,5,23,28,0.25,0.08823529411764706,0.07352941176470588,0.3382352941176471,0.4117647058823529
2000-01,Regular Season,1838,Tyrone Nesby,62.0,18,8,2,26,28,0.2903225806451613,0.12903225806451613,0.03225806451612903,0.41935483870967744,0.45161290322580644
2000-01,Regular Season,452,Vin Baker,76.0,20,3,5,23,28,0.2631578947368421,0.039473684210526314,0.06578947368421052,0.3026315789473684,0.3684210526315789
2000-01,Regular Season,2045,Hedo Turkoglu,74.0,22,4,1,26,27,0.2972972972972973,0.05405405405405406,0.013513513513513514,0.35135135135135137,0.36486486486486486
2000-01,Regular Season,446,Lucious Harris,71.0,15,10,2,25,27,0.2112676056338028,0.14084507042253522,0.028169014084507043,0.352112676056338,0.38028169014084506
2000-01,Regular Season,2033,Marcus Fizer,72.0,19,7,1,26,27,0.2638888888888889,0.09722222222222222,0.013888888888888888,0.3611111111111111,0.375
2000-01,Regular Season,2050,Morris Peterson,79.0,13,13,1,26,27,0.16455696202531644,0.16455696202531644,0.012658227848101266,0.3291139240506329,0.34177215189873417
2000-01,Regular Season,1731,Tyronn Lue,38.0,15,9,3,24,27,0.39473684210526316,0.23684210526315788,0.07894736842105263,0.631578947368421,0.7105263157894737
2000-01,Regular Season,219,Vinny Del Negro,65.0,16,9,2,25,27,0.24615384615384617,0.13846153846153847,0.03076923076923077,0.38461538461538464,0.4153846153846154
2000-01,Regular Season,686,Antonio McDyess,70.0,17,9,0,26,26,0.24285714285714285,0.12857142857142856,0.0,0.37142857142857144,0.37142857142857144
2000-01,Regular Season,722,Corliss Williamson,68.0,16,9,1,25,26,0.23529411764705882,0.1323529411764706,0.014705882352941176,0.36764705882352944,0.38235294117647056
2000-01,Regular Season,1065,Erick Strickland,50.0,17,7,2,24,26,0.34,0.14,0.04,0.48,0.52
2000-01,Regular Season,21,Greg Anthony,58.0,11,13,2,24,26,0.1896551724137931,0.22413793103448276,0.034482758620689655,0.41379310344827586,0.4482758620689655
2000-01,Regular Season,1496,Keith Van Horn,49.0,19,7,0,26,26,0.3877551020408163,0.14285714285714285,0.0,0.5306122448979592,0.5306122448979592
2000-01,Regular Season,913,Larry Johnson,65.0,18,8,0,26,26,0.27692307692307694,0.12307692307692308,0.0,0.4,0.4
2000-01,Regular Season,735,Bryant Reeves,75.0,14,5,6,19,25,0.18666666666666668,0.06666666666666667,0.08,0.25333333333333335,0.3333333333333333
2000-01,Regular Season,2128,David Vanterpool,22.0,18,5,2,23,25,0.8181818181818182,0.22727272727272727,0.09090909090909091,1.0454545454545454,1.1363636363636365
2000-01,Regular Season,953,Lorenzen Wright,71.0,18,5,2,23,25,0.2535211267605634,0.07042253521126761,0.028169014084507043,0.323943661971831,0.352112676056338
2000-01,Regular Season,688,Michael Curry,68.0,15,7,3,22,25,0.22058823529411764,0.10294117647058823,0.04411764705882353,0.3235294117647059,0.36764705882352944
2000-01,Regular Season,1501,Tim Thomas,76.0,11,8,6,19,25,0.14473684210526316,0.10526315789473684,0.07894736842105263,0.25,0.32894736842105265
2000-01,Regular Season,1506,Austin Croshere,81.0,13,6,5,19,24,0.16049382716049382,0.07407407407407407,0.06172839506172839,0.2345679012345679,0.2962962962962963
2000-01,Regular Season,198,Danny Ferry,80.0,9,8,7,17,24,0.1125,0.1,0.0875,0.2125,0.3
2000-01,Regular Season,209,Dell Curry,69.0,13,9,2,22,24,0.18840579710144928,0.13043478260869565,0.028985507246376812,0.3188405797101449,0.34782608695652173
2000-01,Regular Season,1944,Eddie Robinson,66.0,19,5,0,24,24,0.2878787878787879,0.07575757575757576,0.0,0.36363636363636365,0.36363636363636365
2000-01,Regular Season,93,Hubert Davis,66.0,15,7,2,22,24,0.22727272727272727,0.10606060606060606,0.030303030303030304,0.3333333333333333,0.36363636363636365
2000-01,Regular Season,238,Tyrone Hill,76.0,19,1,4,20,24,0.25,0.013157894736842105,0.05263157894736842,0.2631578947368421,0.3157894736842105
2000-01,Regular Season,905,Dale Davis,81.0,15,8,0,23,23,0.18518518518518517,0.09876543209876543,0.0,0.2839506172839506,0.2839506172839506
2000-01,Regular Season,105,Dan Majerle,53.0,16,5,2,21,23,0.3018867924528302,0.09433962264150944,0.03773584905660377,0.39622641509433965,0.4339622641509434
2000-01,Regular Season,3,Grant Long,66.0,12,7,4,19,23,0.18181818181818182,0.10606060606060606,0.06060606060606061,0.2878787878787879,0.3484848484848485
2000-01,Regular Season,2047,Quentin Richardson,76.0,12,10,1,22,23,0.15789473684210525,0.13157894736842105,0.013157894736842105,0.2894736842105263,0.3026315789473684
2000-01,Regular Season,1736,Corey Benjamin,64.0,14,8,0,22,22,0.21875,0.125,0.0,0.34375,0.34375
2000-01,Regular Season,365,Derrick McKey,66.0,13,9,0,22,22,0.19696969696969696,0.13636363636363635,0.0,0.3333333333333333,0.3333333333333333
2000-01,Regular Season,51,Mahmoud Abdul-Rauf,41.0,12,9,1,21,22,0.2926829268292683,0.21951219512195122,0.024390243902439025,0.5121951219512195,0.5365853658536586
2000-01,Regular Season,445,Wesley Person,44.0,14,5,3,19,22,0.3181818181818182,0.11363636363636363,0.06818181818181818,0.4318181818181818,0.5
2000-01,Regular Season,1895,William Avery,55.0,14,4,4,18,22,0.2545454545454545,0.07272727272727272,0.07272727272727272,0.32727272727272727,0.4
2000-01,Regular Season,1533,Anthony Johnson,53.0,14,5,2,19,21,0.2641509433962264,0.09433962264150944,0.03773584905660377,0.3584905660377358,0.39622641509433965
2000-01,Regular Season,2084,Chris Porter,51.0,16,5,0,21,21,0.3137254901960784,0.09803921568627451,0.0,0.4117647058823529,0.4117647058823529
2000-01,Regular Season,87,Dikembe Mutombo,75.0,14,3,4,17,21,0.18666666666666668,0.04,0.05333333333333334,0.22666666666666666,0.28
2000-01,Regular Season,77,Doug Overton,21.0,11,9,1,20,21,0.5238095238095238,0.42857142857142855,0.047619047619047616,0.9523809523809523,1.0
2000-01,Regular Season,922,Elden Campbell,78.0,15,5,1,20,21,0.19230769230769232,0.0641025641025641,0.01282051282051282,0.2564102564102564,0.2692307692307692
2000-01,Regular Season,1915,Evan Eschmeyer,74.0,16,4,1,20,21,0.21621621621621623,0.05405405405405406,0.013513513513513514,0.2702702702702703,0.28378378378378377
2000-01,Regular Season,970,Othella Harrington,73.0,13,6,2,19,21,0.1780821917808219,0.0821917808219178,0.0273972602739726,0.2602739726027397,0.2876712328767123
2000-01,Regular Season,461,Popeye Jones,43.0,15,4,2,19,21,0.3488372093023256,0.09302325581395349,0.046511627906976744,0.4418604651162791,0.4883720930232558
2000-01,Regular Season,1916,Calvin Booth,55.0,14,5,1,19,20,0.2545454545454545,0.09090909090909091,0.01818181818181818,0.34545454545454546,0.36363636363636365
2000-01,Regular Season,1134,Ike Austin,52.0,10,7,3,17,20,0.19230769230769232,0.1346153846153846,0.057692307692307696,0.3269230769230769,0.38461538461538464
2000-01,Regular Season,2143,Pepe Sanchez,27.0,10,8,2,18,20,0.37037037037037035,0.2962962962962963,0.07407407407407407,0.6666666666666666,0.7407407407407407
2000-01,Regular Season,1714,Robert Traylor,70.0,11,9,0,20,20,0.15714285714285714,0.12857142857142856,0.0,0.2857142857142857,0.2857142857142857
2000-01,Regular Season,689,Theo Ratliff,50.0,14,6,0,20,20,0.28,0.12,0.0,0.4,0.4
2000-01,Regular Season,2062,A.J. Guyton,33.0,7,9,3,16,19,0.21212121212121213,0.2727272727272727,0.09090909090909091,0.48484848484848486,0.5757575757575758
2000-01,Regular Season,2042,Courtney Alexander,65.0,14,5,0,19,19,0.2153846153846154,0.07692307692307693,0.0,0.2923076923076923,0.2923076923076923
2000-01,Regular Season,386,Elliot Perry,49.0,8,10,1,18,19,0.16326530612244897,0.20408163265306123,0.02040816326530612,0.3673469387755102,0.3877551020408163
2000-01,Regular Season,693,Joe Smith,69.0,16,1,2,17,19,0.2318840579710145,0.014492753623188406,0.028985507246376812,0.2463768115942029,0.2753623188405797
2000-01,Regular Season,236,Kevin Edwards,46.0,12,6,1,18,19,0.2608695652173913,0.13043478260869565,0.021739130434782608,0.391304347826087,0.41304347826086957
2000-01,Regular Season,1720,Michael Doleac,77.0,6,12,1,18,19,0.07792207792207792,0.15584415584415584,0.012987012987012988,0.23376623376623376,0.24675324675324675
2000-01,Regular Season,182,Billy Owens,45.0,10,6,2,16,18,0.2222222222222222,0.13333333333333333,0.044444444444444446,0.35555555555555557,0.4
2000-01,Regular Season,1434,Dragan Tarlac,43.0,13,5,0,18,18,0.3023255813953488,0.11627906976744186,0.0,0.4186046511627907,0.4186046511627907
2000-01,Regular Season,2067,Eddie House,50.0,7,10,1,17,18,0.14,0.2,0.02,0.34,0.36
2000-01,Regular Season,137,Vernon Maxwell,43.0,13,5,0,18,18,0.3023255813953488,0.11627906976744186,0.0,0.4186046511627907,0.4186046511627907
2000-01,Regular Season,920,A.C. Green,82.0,13,3,1,16,17,0.15853658536585366,0.036585365853658534,0.012195121951219513,0.1951219512195122,0.2073170731707317
2000-01,Regular Season,1502,Adonal Foyle,58.0,16,0,1,16,17,0.27586206896551724,0.0,0.017241379310344827,0.27586206896551724,0.29310344827586204
2000-01,Regular Season,2035,DerMarr Johnson,66.0,8,7,2,15,17,0.12121212121212122,0.10606060606060606,0.030303030303030304,0.22727272727272727,0.25757575757575757
2000-01,Regular Season,2046,Desmond Mason,78.0,11,5,1,16,17,0.14102564102564102,0.0641025641025641,0.01282051282051282,0.20512820512820512,0.21794871794871795
2000-01,Regular Season,990,Malik Rose,57.0,9,8,0,17,17,0.15789473684210525,0.14035087719298245,0.0,0.2982456140350877,0.2982456140350877
2000-01,Regular Season,1531,Marc Jackson,48.0,10,3,4,13,17,0.20833333333333334,0.0625,0.08333333333333333,0.2708333333333333,0.3541666666666667
2000-01,Regular Season,251,Sean Elliott,52.0,8,6,3,14,17,0.15384615384615385,0.11538461538461539,0.057692307692307696,0.2692307692307692,0.3269230769230769
2000-01,Regular Season,721,Tyus Edney,23.0,10,5,2,15,17,0.43478260869565216,0.21739130434782608,0.08695652173913043,0.6521739130434783,0.7391304347826086
2000-01,Regular Season,423,Chris Gatling,74.0,12,3,1,15,16,0.16216216216216217,0.04054054054054054,0.013513513513513514,0.20270270270270271,0.21621621621621623
2000-01,Regular Season,1728,Roshown McLeod,35.0,7,7,2,14,16,0.2,0.2,0.05714285714285714,0.4,0.45714285714285713
2000-01,Regular Season,911,Ervin Johnson,82.0,9,6,0,15,15,0.10975609756097561,0.07317073170731707,0.0,0.18292682926829268,0.18292682926829268
2000-01,Regular Season,1747,Rafer Alston,37.0,8,6,1,14,15,0.21621621621621623,0.16216216216216217,0.02702702702702703,0.3783783783783784,0.40540540540540543
2000-01,Regular Season,103,Todd Day,31.0,8,4,3,12,15,0.25806451612903225,0.12903225806451613,0.0967741935483871,0.3870967741935484,0.4838709677419355
2000-01,Regular Season,956,Erick Dampier,43.0,13,1,0,14,14,0.3023255813953488,0.023255813953488372,0.0,0.32558139534883723,0.32558139534883723
2000-01,Regular Season,1902,Jeff Foster,71.0,9,5,0,14,14,0.1267605633802817,0.07042253521126761,0.0,0.19718309859154928,0.19718309859154928
2000-01,Regular Season,1741,Jelani McCoy,70.0,6,6,2,12,14,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.17142857142857143,0.2
2000-01,Regular Season,180,John Crotty,31.0,10,2,2,12,14,0.3225806451612903,0.06451612903225806,0.06451612903225806,0.3870967741935484,0.45161290322580644
2000-01,Regular Season,1886,Jonathan Bender,57.0,5,6,3,11,14,0.08771929824561403,0.10526315789473684,0.05263157894736842,0.19298245614035087,0.24561403508771928
2000-01,Regular Season,1709,Michael Olowokandi,82.0,9,4,1,13,14,0.10975609756097561,0.04878048780487805,0.012195121951219513,0.15853658536585366,0.17073170731707318
2000-01,Regular Season,1737,Nazr Mohammed,56.0,11,2,1,13,14,0.19642857142857142,0.03571428571428571,0.017857142857142856,0.23214285714285715,0.25
2000-01,Regular Season,1727,Pat Garrity,76.0,11,2,1,13,14,0.14473684210526316,0.02631578947368421,0.013157894736842105,0.17105263157894737,0.18421052631578946
2000-01,Regular Season,2101,Paul McPherson,55.0,11,2,1,13,14,0.2,0.03636363636363636,0.01818181818181818,0.23636363636363636,0.2545454545454545
2000-01,Regular Season,762,Shawn Bradley,82.0,11,2,1,13,14,0.13414634146341464,0.024390243902439025,0.012195121951219513,0.15853658536585366,0.17073170731707318
2000-01,Regular Season,70,Steve Kerr,55.0,10,4,0,14,14,0.18181818181818182,0.07272727272727272,0.0,0.2545454545454545,0.2545454545454545
2000-01,Regular Season,440,Zan Tabak,55.0,10,3,1,13,14,0.18181818181818182,0.05454545454545454,0.01818181818181818,0.23636363636363636,0.2545454545454545
2000-01,Regular Season,228,Adam Keefe,67.0,10,2,1,12,13,0.14925373134328357,0.029850746268656716,0.014925373134328358,0.1791044776119403,0.19402985074626866
2000-01,Regular Season,673,Alan Henderson,73.0,5,6,2,11,13,0.0684931506849315,0.0821917808219178,0.0273972602739726,0.1506849315068493,0.1780821917808219
2000-01,Regular Season,924,Anthony Goldwire,20.0,11,2,0,13,13,0.55,0.1,0.0,0.65,0.65
2000-01,Regular Season,2052,DeShawn Stevenson,38.0,10,3,0,13,13,0.2631578947368421,0.07894736842105263,0.0,0.34210526315789475,0.34210526315789475
2000-01,Regular Season,679,Jason Caffey,70.0,9,4,0,13,13,0.12857142857142856,0.05714285714285714,0.0,0.18571428571428572,0.18571428571428572
2000-01,Regular Season,966,Jerome Williams,59.0,7,5,1,12,13,0.11864406779661017,0.0847457627118644,0.01694915254237288,0.2033898305084746,0.22033898305084745
2000-01,Regular Season,1908,Jumaine Jones,64.0,10,3,0,13,13,0.15625,0.046875,0.0,0.203125,0.203125
2000-01,Regular Season,672,Matt Bullard,61.0,10,2,1,12,13,0.16393442622950818,0.03278688524590164,0.01639344262295082,0.19672131147540983,0.21311475409836064
2000-01,Regular Season,64,Sam Perkins,64.0,10,2,1,12,13,0.15625,0.03125,0.015625,0.1875,0.203125
2000-01,Regular Season,958,Vitaly Potapenko,82.0,11,1,1,12,13,0.13414634146341464,0.012195121951219513,0.012195121951219513,0.14634146341463414,0.15853658536585366
2000-01,Regular Season,692,Andrew DeClercq,67.0,12,0,0,12,12,0.1791044776119403,0.0,0.0,0.1791044776119403,0.1791044776119403
2000-01,Regular Season,685,Cherokee Parks,65.0,7,3,2,10,12,0.1076923076923077,0.046153846153846156,0.03076923076923077,0.15384615384615385,0.18461538461538463
2000-01,Regular Season,934,Derrick Coleman,34.0,6,5,1,11,12,0.17647058823529413,0.14705882352941177,0.029411764705882353,0.3235294117647059,0.35294117647058826
2000-01,Regular Season,1863,Earl Boykins,10.0,6,6,0,12,12,0.6,0.6,0.0,1.2,1.2
2000-01,Regular Season,255,Grant Hill,4.0,7,5,0,12,12,1.75,1.25,0.0,3.0,3.0
2000-01,Regular Season,788,Kevin Willis,78.0,9,3,0,12,12,0.11538461538461539,0.038461538461538464,0.0,0.15384615384615385,0.15384615384615385
2000-01,Regular Season,1913,Michael Ruffin,44.0,11,1,0,12,12,0.25,0.022727272727272728,0.0,0.2727272727272727,0.2727272727272727
