player_name,pts,ast,stl,blk,reb,fga,fg3a,fta,tov,min_seconds,fgm,fg3m,pip,player_id
Lachlan Olbrich,28,16,4,1,46,28,8,10,5,8709.8,11,2,18,1642950
Emanuel Miller,15,4,2,0,3,13,6,2,0,1983.0,6,2,6,1641801
Curtis Jones,9,3,0,0,5,14,9,0,1,1849.0,4,1,6,1642938
Chucky Hepburn,0,2,1,0,1,6,5,0,1,794.0,0,0,0,1642935
Trey Alexander,14,5,1,1,4,9,3,0,1,2497.6,6,2,6,1641725
Ethan Thompson,112,33,14,6,42,109,68,16,14,22727.099999999995,40,21,32,1630679
Kasparas Jakučionis,210,90,24,2,97,160,104,39,38,37697.7,65,45,38,1642857
Seth Curry,14,3,2,0,4,9,4,0,0,1925.4,6,2,4,203552
Trentyn Flowers,4,1,0,0,1,3,1,0,1,333.0,2,0,4,1642280
De'Anthony Melton,433,80,53,14,100,375,175,89,57,46106.799999999996,155,51,194,1629001
Zach Collins,97,15,2,4,56,64,21,20,10,11024.2,37,9,52,1628380
Marcus Sasser,95,35,11,2,16,74,47,11,15,11271.0,33,19,24,1631204
A.J. Lawson,49,3,4,3,23,41,22,9,4,6598.0,16,8,16,1630639
Alijah Martin,34,8,6,3,14,33,13,12,3,5860.900000000001,11,2,18,1642918
Kevin McCullar Jr.,34,19,6,0,24,34,17,5,11,7544.5999999999985,13,6,14,1641755
Josh Green,204,39,25,5,82,140,103,26,25,40139.59999999999,68,45,44,1630182
Brandon Clarke,8,1,2,0,6,9,0,4,0,1226.3,3,0,6,1629634
Vladislav Goldin,4,2,0,1,1,2,0,0,0,495.7,2,0,4,1642884
Kam Jones,101,58,10,0,34,99,41,8,18,22700.399999999998,43,11,58,1642880
Dorian Finney-Smith,84,20,11,4,72,97,74,5,16,27585.399999999998,30,19,22,1627827
Micah Potter,278,47,14,11,140,180,109,63,29,35709.100000000006,89,45,86,1630695
Mo Bamba,10,1,0,3,22,11,0,0,2,2628.0,5,0,8,1628964
Oscar Tshiebwe,26,6,1,1,31,19,0,1,2,5150.0,13,0,24,1631131
Grant Williams,159,40,8,7,90,114,82,36,16,24987.6,49,31,28,1629684
Moritz Wagner,182,17,13,1,62,128,48,49,11,15782.499999999998,61,18,84,1629021
Kobe Bufkin,31,5,2,3,9,36,19,8,4,5291.0,10,3,14,1641723
TyTy Washington Jr.,19,11,4,2,2,14,7,0,3,3028.0,8,3,10,1631102
LJ Cryer,18,1,0,0,4,14,12,0,1,1691.0,6,6,0,1643018
Malevy Leons,21,3,5,2,20,16,4,6,3,3908.1,8,1,14,1642502
Patrick Baldwin Jr.,19,2,2,3,13,16,9,6,3,3489.3,6,3,6,1631116
Skal Labissiere,13,3,2,1,9,10,5,0,1,2253.0,6,1,8,1627746
Isaiah Stevens,10,10,5,0,3,7,1,4,2,2567.0,3,0,6,1641815
Dillon Jones,7,4,2,0,6,5,3,4,0,1430.3,1,1,0,1641794
Yuki Kawamura,20,26,6,0,18,18,14,6,5,5216.299999999999,5,4,2,1642530
Ty Jerome,171,47,11,2,26,114,57,41,15,11486.3,56,23,58,1629660
Stanley Umude,2,1,1,0,0,2,1,0,0,394.0,1,0,2,1630649
Tristan Enaruna,8,2,0,0,7,9,2,1,1,1407.0,4,0,8,1642400
Max Shulga,0,0,0,0,0,1,0,0,0,213.0,0,0,0,1642917
Scoot Henderson,140,52,4,3,34,125,64,42,35,16466.0,45,15,44,1630703
Scotty Pippen Jr.,103,44,18,4,19,89,29,20,25,11307.0,39,9,52,1630590
Keshon Gilbert,6,3,2,4,5,4,2,4,6,2895.0,1,0,2,1642933
Enrique Freeman,0,0,0,1,3,0,0,0,0,479.0,0,0,0,1642402
Dalano Banton,10,4,1,1,1,9,0,2,2,1509.0,4,0,4,1630625
MarJon Beauchamp,18,5,3,1,7,14,7,4,3,2171.0,6,3,6,1630699
Kadary Richmond,25,8,8,1,10,16,4,3,2,4008.0,10,2,16,1642955
Buddy Boeheim,6,0,0,0,0,6,6,0,0,900.2,2,2,0,1631205
Lawson Lovering,14,3,3,1,15,10,0,5,2,2955.9,6,0,12,1643133
Nikola Topić,16,10,0,0,8,16,5,0,11,3154.9,7,2,10,1642260
Blake Hinson,55,2,0,1,15,38,26,4,1,6950.0,20,13,14,1642396
Cameron Payne,26,14,9,0,8,39,30,0,3,6449.0,10,6,8,1626166
Alondes Williams,44,12,3,3,25,26,14,8,5,6047.0,16,5,22,1631214
Trevor Keels,0,0,0,0,1,2,2,0,0,175.3,0,0,0,1631211
Rocco Zikarsky,0,0,0,0,1,0,0,0,0,233.0,0,0,0,1642911
Killian Hayes,15,20,2,0,8,30,17,2,1,4576.0,5,3,4,1630165
Darius Brown,0,0,0,0,1,1,0,0,0,160.0,0,0,0,1642468
Dejounte Murray,77,30,9,2,26,59,25,19,19,7815.0,26,7,30,1627749
John Tonje,2,1,0,0,2,2,2,2,0,658.0,0,0,0,1642910
Leaky Black,28,2,0,4,19,23,12,4,3,6017.0,10,4,8,1641778
Grant Nelson,17,5,1,5,6,9,0,10,4,2100.6,5,0,10,1641761
Nate Williams,27,4,1,0,6,17,6,6,3,3257.8999999999996,9,4,10,1631466
Julian Reese,29,5,4,0,32,16,0,12,7,5922.0,10,0,20,1642882
Norchad Omier,2,0,0,0,4,2,1,0,0,490.0,1,0,2,1641807
John Poulakidas,0,2,0,0,5,2,1,0,1,868.0,0,0,0,1642967
Jayson Tatum,15,7,1,0,12,16,8,0,2,1630.0,6,3,2,1628369
David Roddy,0,1,1,0,0,2,2,0,0,383.0,0,0,0,1631223
Haywood Highsmith,0,0,0,0,0,0,0,0,0,1.9,0,0,0,1629312
