player_id,player_name,games,minutes_on_total,minutes_on_avg,on_diff_total,off_diff_total,on_off_diff_total,on_diff_avg,off_diff_avg,on_off_diff_avg,on_diff_adj_total,off_diff_adj_total,on_off_diff_adj_total,on_diff_adj_avg,off_diff_adj_avg,on_off_diff_adj_avg,first_game_date,last_game_date,latest_team_id
1642844,Harper,23,615.18,26.747,141.0,32.0,109.0,6.13,1.391,4.739,79.21,13.845,65.36,3.444,0.602,2.842,2026-04-19,2026-06-13,1610612759
1630170,Vassell,23,800.8,34.817,140.0,33.0,107.0,6.087,1.435,4.652,76.505,16.553,59.95,3.326,0.72,2.607,2026-04-19,2026-06-13,1610612759
1642878,Proctor,4,12.82,3.205,-6.0,-60.0,54.0,-1.5,-15.0,13.5,0.924,-9.503,10.427,0.231,-2.376,2.607,2026-04-23,2026-05-25,1610612739
1631104,Wesley,4,4.56,1.14,-3.0,-62.0,59.0,-0.75,-15.5,14.75,1.437,-7.833,9.269,0.359,-1.958,2.317,2026-04-19,2026-04-28,1610612757
1642905,Hansen,4,4.56,1.14,-3.0,-62.0,59.0,-0.75,-15.5,14.75,1.437,-7.833,9.269,0.359,-1.958,2.317,2026-04-19,2026-04-28,1610612757
1628386,Allen,18,529.17,29.398,-7.0,-48.0,41.0,-0.389,-2.667,2.278,43.421,2.552,40.868,2.412,0.142,2.27,2026-04-18,2026-05-25,1610612739
1642845,Edgecombe,11,407.33,37.03,-39.0,-70.0,31.0,-3.545,-6.364,2.818,-31.569,-53.589,22.017,-2.87,-4.872,2.002,2026-04-19,2026-05-10,1610612755
1631230,Barlow,9,95.55,10.617,-51.0,-63.0,12.0,-5.667,-7.0,1.333,-37.551,-55.545,17.998,-4.172,-6.172,2.0,2026-04-19,2026-05-10,1610612755
1631096,Holmgren,15,459.11,30.607,68.0,39.0,29.0,4.533,2.6,1.933,64.497,35.325,29.173,4.3,2.355,1.945,2026-04-19,2026-05-30,1610612760
1630577,Champagnie,23,704.82,30.644,126.0,47.0,79.0,5.478,2.043,3.435,66.863,26.189,40.674,2.907,1.139,1.768,2026-04-19,2026-06-13,1610612759
203468,McCollum,6,192.35,32.058,-61.0,-44.0,-17.0,-10.167,-7.333,-2.833,-32.099,-41.752,9.652,-5.35,-6.959,1.609,2026-04-18,2026-04-30,1610612737
201144,Conley,12,167.81,13.984,-9.0,-61.0,52.0,-0.75,-5.083,4.333,-27.326,-46.495,19.169,-2.277,-3.875,1.597,2026-04-18,2026-05-15,1610612750
1630572,Mamukelashvili,7,103.52,14.789,3.0,-15.0,18.0,0.429,-2.143,2.571,-13.923,-24.305,10.383,-1.989,-3.472,1.483,2026-04-18,2026-05-03,1610612761
1628392,Hartenstein,15,350.97,23.398,55.0,52.0,3.0,3.667,3.467,0.2,60.624,39.198,21.428,4.042,2.613,1.429,2026-04-19,2026-05-30,1610612760
1630249,Krejčí,4,16.38,4.095,-4.0,-61.0,57.0,-1.0,-15.25,14.25,-0.517,-5.879,5.361,-0.129,-1.47,1.34,2026-04-19,2026-04-28,1610612757
1629674,Queta,7,152.04,21.72,3.0,17.0,-14.0,0.429,2.429,-2.0,24.859,15.669,9.192,3.551,2.238,1.313,2026-04-19,2026-05-02,1610612738
1630703,Henderson,5,145.01,29.002,-27.0,-35.0,8.0,-5.4,-7.0,1.6,0.0,-6.547,6.548,0.0,-1.309,1.31,2026-04-19,2026-04-28,1610612757
1628415,Brooks,4,149.27,37.318,-30.0,-39.0,9.0,-7.5,-9.75,2.25,-28.807,-34.043,5.237,-7.202,-8.511,1.309,2026-04-19,2026-04-27,1610612756
1631095,Smith Jr.,6,251.54,41.923,-9.0,-6.0,-3.0,-1.5,-1.0,-0.5,15.055,7.215,7.843,2.509,1.202,1.307,2026-04-18,2026-05-01,1610612745
1629048,Bitadze,6,83.25,13.875,-25.0,14.0,-39.0,-4.167,2.333,-6.5,-9.552,-16.271,6.717,-1.592,-2.712,1.119,2026-04-19,2026-05-01,1610612753
1630595,Cunningham,14,571.53,40.824,35.0,-12.0,47.0,2.5,-0.857,3.357,1.276,-13.111,14.389,0.091,-0.936,1.028,2026-04-19,2026-05-17,1610612765
1641709,Thompson,14,427.19,30.514,3.0,20.0,-17.0,0.214,1.429,-1.214,0.137,-11.973,12.112,0.01,-0.855,0.865,2026-04-19,2026-05-17,1610612765
1631222,LaRavia,8,113.84,14.23,-10.0,-11.0,1.0,-1.25,-1.375,0.125,-21.012,-27.755,6.742,-2.626,-3.469,0.843,2026-04-18,2026-05-07,1610612747
1629130,Robinson,13,383.2,29.477,3.0,24.0,-21.0,0.231,1.846,-1.615,-1.121,-11.549,10.427,-0.086,-0.888,0.802,2026-04-19,2026-05-17,1610612765
1627750,Murray,6,238.17,39.695,-28.0,1.0,-29.0,-4.667,0.167,-4.833,-2.183,-6.335,4.152,-0.364,-1.056,0.692,2026-04-18,2026-04-30,1610612743
1642347,Shead,7,224.0,32.0,13.0,-25.0,38.0,1.857,-3.571,5.429,-16.851,-21.377,4.524,-2.407,-3.054,0.646,2026-04-18,2026-05-03,1610612761
1630194,Reed,9,85.8,9.533,12.0,1.0,11.0,1.333,0.111,1.222,-1.955,-7.453,5.496,-0.217,-0.828,0.611,2026-04-22,2026-05-17,1610612765
203935,Smart,10,344.89,34.489,-27.0,-22.0,-5.0,-2.7,-2.2,-0.5,-35.004,-40.526,5.521,-3.5,-4.053,0.552,2026-04-18,2026-05-11,1610612747
1642270,Clingan,5,107.05,21.41,-45.0,-17.0,-28.0,-9.0,-3.4,-5.6,-2.247,-4.3,2.052,-0.449,-0.86,0.41,2026-04-19,2026-04-28,1610612757
1626145,Jones,3,30.25,10.083,-2.0,-15.0,13.0,-0.667,-5.0,4.333,-10.191,-10.846,0.655,-3.397,-3.615,0.218,2026-04-23,2026-04-30,1610612743
1627747,LeVert,13,215.72,16.594,14.0,-13.0,27.0,1.077,-1.0,2.077,-9.478,-12.191,2.712,-0.729,-0.938,0.209,2026-04-19,2026-05-17,1610612765
1630540,McBride,19,334.41,17.601,141.0,142.0,-1.0,7.421,7.474,-0.053,86.566,83.781,2.784,4.556,4.41,0.147,2026-04-18,2026-06-13,1610612752
1628378,Mitchell,18,652.41,36.245,-52.0,-3.0,-49.0,-2.889,-0.167,-2.722,24.207,21.765,2.444,1.345,1.209,0.136,2026-04-18,2026-05-25,1610612739
1630228,Kuminga,6,155.82,25.97,-56.0,-49.0,-7.0,-9.333,-8.167,-1.167,-36.578,-37.274,0.697,-6.096,-6.212,0.116,2026-04-18,2026-04-30,1610612737
202699,Harris,14,484.96,34.64,10.0,13.0,-3.0,0.714,0.929,-0.214,-5.93,-5.908,-0.022,-0.424,-0.422,-0.002,2026-04-19,2026-05-17,1610612765
203501,Hardaway Jr.,6,139.84,23.307,-5.0,-22.0,17.0,-0.833,-3.667,2.833,-4.892,-3.626,-1.268,-0.815,-0.604,-0.211,2026-04-18,2026-04-30,1610612743
201950,Holiday,5,191.56,38.312,-48.0,-14.0,-34.0,-9.6,-2.8,-6.8,-4.095,-2.453,-1.643,-0.819,-0.491,-0.329,2026-04-19,2026-04-28,1610612757
203083,Drummond,11,141.74,12.885,-37.0,-72.0,35.0,-3.364,-6.545,3.182,-45.067,-40.09,-4.979,-4.097,-3.645,-0.453,2026-04-19,2026-05-10,1610612755
1628379,Kennard,10,326.31,32.631,-11.0,-38.0,27.0,-1.1,-3.8,2.7,-40.947,-34.584,-6.36,-4.095,-3.458,-0.636,2026-04-18,2026-05-11,1610612747
203084,Barnes,20,182.88,9.144,38.0,136.0,-98.0,1.9,6.8,-4.9,41.294,55.412,-14.12,2.065,2.771,-0.706,2026-04-19,2026-06-05,1610612759
1642264,Castle,23,760.43,33.062,74.0,99.0,-25.0,3.217,4.304,-1.087,37.778,55.278,-17.498,1.643,2.403,-0.761,2026-04-19,2026-06-13,1610612759
1630191,Stewart,14,165.44,11.817,6.0,17.0,-11.0,0.429,1.214,-0.786,-11.243,-0.593,-10.65,-0.803,-0.042,-0.761,2026-04-19,2026-05-17,1610612765
1642272,McCain,15,258.32,17.221,39.0,68.0,-29.0,2.6,4.533,-1.933,43.323,56.501,-13.18,2.888,3.767,-0.879,2026-04-19,2026-05-30,1610612760
1630625,Banton,2,4.03,2.015,10.0,9.0,1.0,5.0,4.5,0.5,2.676,4.549,-1.873,1.338,2.275,-0.936,2026-04-26,2026-04-30,1610612738
1629006,Okogie,6,104.42,17.403,-4.0,-11.0,7.0,-0.667,-1.833,1.167,8.29,13.981,-5.692,1.382,2.33,-0.949,2026-04-18,2026-05-01,1610612745
1631105,Duren,14,423.12,30.223,-5.0,28.0,-33.0,-0.357,2.0,-2.357,-14.355,2.519,-16.872,-1.025,0.18,-1.205,2026-04-19,2026-05-17,1610612765
1629622,Strus,18,480.71,26.706,-68.0,13.0,-81.0,-3.778,0.722,-4.5,11.324,34.649,-23.321,0.629,1.925,-1.296,2026-04-18,2026-05-25,1610612739
1631119,Williams,15,240.67,16.045,46.0,61.0,-15.0,3.067,4.067,-1.0,40.112,59.709,-19.598,2.674,3.981,-1.307,2026-04-19,2026-05-30,1610612760
1629656,Grimes,11,243.3,22.118,-67.0,-42.0,-25.0,-6.091,-3.818,-2.273,-49.962,-35.196,-14.768,-4.542,-3.2,-1.343,2026-04-19,2026-05-10,1610612755
1628988,Holiday,6,66.72,11.12,1.0,-16.0,17.0,0.167,-2.667,2.833,6.898,15.373,-8.476,1.15,2.562,-1.413,2026-04-18,2026-05-01,1610612745
203954,Embiid,7,233.16,33.309,-51.0,-26.0,-25.0,-7.286,-3.714,-3.571,-22.863,-12.881,-9.983,-3.266,-1.84,-1.426,2026-04-26,2026-05-10,1610612755
1630596,Mobley,18,639.58,35.532,-74.0,19.0,-93.0,-4.111,1.056,-5.167,10.079,35.891,-25.811,0.56,1.994,-1.434,2026-04-18,2026-05-25,1610612739
1641717,Wallace,15,374.32,24.955,51.0,56.0,-5.0,3.4,3.733,-0.333,39.015,60.806,-21.791,2.601,4.054,-1.453,2026-04-19,2026-05-30,1610612760
1629750,Green,11,132.11,12.01,5.0,32.0,-27.0,0.455,2.909,-2.455,-3.983,12.323,-16.306,-0.362,1.12,-1.482,2026-04-19,2026-05-11,1610612765
202696,Vučević,6,113.9,18.983,9.0,20.0,-11.0,1.5,3.333,-1.833,13.074,22.507,-9.433,2.179,3.751,-1.572,2026-04-19,2026-04-30,1610612738
1631094,Banchero,7,273.14,39.02,-17.0,-16.0,-1.0,-2.429,-2.286,-0.143,-23.381,-12.275,-11.105,-3.34,-1.754,-1.586,2026-04-19,2026-05-03,1610612753
1630573,Hauser,7,164.17,23.453,-17.0,37.0,-54.0,-2.429,5.286,-7.714,14.699,25.827,-11.128,2.1,3.69,-1.59,2026-04-19,2026-05-02,1610612738
1642348,Edwards,9,109.46,12.162,-55.0,-64.0,9.0,-6.111,-7.111,1.0,-46.745,-31.579,-15.165,-5.194,-3.509,-1.685,2026-04-19,2026-05-10,1610612755
1630567,Barnes,7,273.08,39.011,-3.0,-9.0,6.0,-0.429,-1.286,0.857,-25.233,-12.995,-12.238,-3.605,-1.856,-1.748,2026-04-18,2026-05-03,1610612761
1642260,Topic,1,0.66,0.66,-2.0,11.0,-13.0,-2.0,11.0,-13.0,-2.79,-0.935,-1.855,-2.79,-0.935,-1.855,2026-04-27,2026-04-27,1610612760
1629640,Johnson,23,410.81,17.861,31.0,142.0,-111.0,1.348,6.174,-4.826,25.149,67.905,-42.756,1.093,2.952,-1.859,2026-04-19,2026-06-13,1610612759
1628983,Gilgeous-Alexander,15,543.61,36.241,37.0,70.0,-33.0,2.467,4.667,-2.2,35.837,63.985,-28.142,2.389,4.266,-1.876,2026-04-19,2026-05-30,1610612760
1630224,Green,4,150.69,37.672,-42.0,-27.0,-15.0,-10.5,-6.75,-3.75,-35.241,-27.607,-7.635,-8.81,-6.902,-1.909,2026-04-19,2026-04-27,1610612756
1630183,McDaniels,12,405.8,33.817,-58.0,-12.0,-46.0,-4.833,-1.0,-3.833,-49.789,-24.031,-25.758,-4.149,-2.003,-2.146,2026-04-18,2026-05-15,1610612750
1630166,Avdija,5,174.42,34.884,-64.0,2.0,-66.0,-12.8,0.4,-13.2,-9.0,2.451,-11.451,-1.8,0.49,-2.29,2026-04-19,2026-04-28,1610612757
1630217,Bane,7,253.31,36.187,-18.0,-15.0,-3.0,-2.571,-2.143,-0.429,-25.967,-9.688,-16.28,-3.71,-1.384,-2.326,2026-04-19,2026-05-03,1610612753
1642281,Tyson,17,219.5,12.912,-22.0,-22.0,0.0,-1.294,-1.294,0.0,7.417,47.446,-40.029,0.436,2.791,-2.355,2026-04-18,2026-05-25,1610612739
2544,James,10,383.83,38.383,-37.0,-12.0,-25.0,-3.7,-1.2,-2.5,-50.48,-25.049,-25.432,-5.048,-2.505,-2.543,2026-04-18,2026-05-11,1610612747
203944,Randle,12,399.83,33.319,-67.0,-3.0,-64.0,-5.583,-0.25,-5.333,-52.796,-21.026,-31.768,-4.4,-1.752,-2.647,2026-04-18,2026-05-15,1610612750
1641710,Black,7,195.55,27.936,-62.0,29.0,-91.0,-8.857,4.143,-13.0,-27.857,-7.799,-20.057,-3.98,-1.114,-2.865,2026-04-19,2026-05-03,1610612753
1631114,Williams,5,107.09,21.418,20.0,3.0,17.0,4.0,0.6,3.4,14.877,29.858,-14.98,2.975,5.972,-2.996,2026-04-19,2026-05-28,1610612760
1642867,Murray-Boyles,7,192.61,27.516,-12.0,0.0,-12.0,-1.714,0.0,-1.714,-30.458,-7.768,-22.691,-4.351,-1.11,-3.242,2026-04-18,2026-05-03,1610612761
202331,George,11,393.94,35.813,-67.0,-42.0,-25.0,-6.091,-3.818,-2.273,-60.432,-24.724,-35.706,-5.494,-2.248,-3.246,2026-04-19,2026-05-10,1610612755
1628418,Bryant,9,41.28,4.587,-16.0,-47.0,31.0,-1.778,-5.222,3.444,-9.058,20.534,-29.592,-1.006,2.282,-3.288,2026-04-23,2026-05-25,1610612739
1642345,Ighodaro,4,128.63,32.158,-45.0,-24.0,-21.0,-11.25,-6.0,-5.25,-38.26,-24.59,-13.671,-9.565,-6.148,-3.418,2026-04-19,2026-04-27,1610612756
203471,Schröder,17,270.93,15.937,-23.0,5.0,-28.0,-1.353,0.294,-1.647,2.542,63.871,-61.327,0.15,3.757,-3.607,2026-04-18,2026-05-23,1610612739
1630631,Alvarado,18,169.75,9.431,85.0,187.0,-102.0,4.722,10.389,-5.667,48.201,115.589,-67.383,2.678,6.422,-3.743,2026-04-20,2026-06-13,1610612752
1630568,Garza,7,59.18,8.454,13.0,7.0,6.0,1.857,1.0,0.857,6.985,33.541,-26.557,0.998,4.792,-3.794,2026-04-19,2026-05-02,1610612738
1641772,Tomlin,7,19.47,2.781,-5.0,-38.0,33.0,-0.714,-5.429,4.714,-2.043,24.882,-26.924,-0.292,3.555,-3.846,2026-04-18,2026-05-25,1610612739
1641854,Porter Jr.,7,21.21,3.03,-7.0,-36.0,29.0,-1.0,-5.143,4.143,-2.213,25.051,-27.263,-0.316,3.579,-3.895,2026-04-18,2026-05-25,1610612739
1628976,Carter Jr.,7,236.68,33.811,-15.0,-18.0,3.0,-2.143,-2.571,0.429,-32.279,-3.377,-28.9,-4.611,-0.482,-4.129,2026-04-19,2026-05-03,1610612753
1642450,Jenkins,14,316.9,22.636,-23.0,46.0,-69.0,-1.643,3.286,-4.929,-35.594,23.761,-59.357,-2.542,1.697,-4.24,2026-04-19,2026-05-17,1610612765
1629628,Barrett,7,270.92,38.703,4.0,-16.0,20.0,0.571,-2.286,2.857,-34.795,-3.431,-31.365,-4.971,-0.49,-4.481,2026-04-18,2026-05-03,1610612761
203903,Clarkson,18,195.09,10.838,92.0,190.0,-98.0,5.111,10.556,-5.444,43.544,124.229,-80.687,2.419,6.902,-4.483,2026-04-18,2026-06-13,1610612752
1630245,Dosunmu,10,291.89,29.189,-70.0,-14.0,-56.0,-7.0,-1.4,-5.6,-65.773,-20.827,-44.946,-6.577,-2.083,-4.495,2026-04-18,2026-05-15,1610612750
1627759,Brown,7,248.87,35.553,-23.0,43.0,-66.0,-3.286,6.143,-9.429,4.275,36.251,-31.974,0.611,5.179,-4.568,2026-04-19,2026-05-02,1610612738
1631200,Murray,5,25.17,5.034,-13.0,-49.0,36.0,-2.6,-9.8,7.2,-14.796,8.247,-23.042,-2.959,1.649,-4.608,2026-04-19,2026-04-28,1610612757
1628989,Huerter,5,45.72,9.144,4.0,-18.0,22.0,0.8,-3.6,4.4,-10.169,12.893,-23.062,-2.034,2.579,-4.612,2026-04-19,2026-05-13,1610612765
