game_id,stint_index,home_id,away_id,home_p1,home_p2,home_p3,home_p4,home_p5,away_p1,away_p2,away_p3,away_p4,away_p5,seconds,home_pts,away_pts,home_pts_adj,away_pts_adj,start_elapsed,end_elapsed,start_period,start_clock,end_period,end_clock,start_home_score,start_away_score,end_home_score,end_away_score,start_home_score_adj,start_away_score_adj,end_home_score_adj,end_away_score_adj,date
20100001,0,1610612739,1610612738,441,445,1720,1889,2036,72,677,952,1499,1718,284,0,0,2.377,2.225,0,284,1,PT12M00.00S,1,PT07M16.00S,0,0,0,0,0.0,0.0,2.377,2.225,2001-10-30
20100001,1,1610612739,1610612738,441,445,1720,1730,1889,72,677,952,958,1718,46,0,0,0.0,-1.752,284,330,1,PT07M16.00S,1,PT06M30.00S,0,0,0,0,2.377,2.225,2.377,0.472,2001-10-30
20100001,2,1610612739,1610612738,441,445,1720,1730,1889,72,952,958,1718,2207,3,0,0,0.0,0.0,330,333,1,PT06M30.00S,1,PT06M27.00S,0,0,0,0,2.377,0.472,2.377,0.472,2001-10-30
20100001,3,1610612739,1610612738,441,445,1720,1730,1889,952,958,1718,1960,2207,157,0,0,-0.177,0.0,333,490,1,PT06M27.00S,1,PT03M50.00S,0,0,0,0,2.377,0.472,2.2,0.472,2001-10-30
20100001,4,1610612739,1610612738,445,1720,1730,1889,1908,677,958,1718,1960,2207,84,0,0,0.0,0.0,490,574,1,PT03M50.00S,1,PT02M26.00S,0,0,0,0,2.2,0.472,2.2,0.472,2001-10-30
20100001,5,1610612739,1610612738,445,1730,1889,1908,2036,72,677,952,958,2207,52,0,0,0.0,0.0,574,626,1,PT02M26.00S,1,PT01M34.00S,0,0,0,0,2.2,0.472,2.2,0.472,2001-10-30
20100001,6,1610612739,1610612738,179,1730,1889,1908,2036,72,677,952,958,2207,32,19,28,19.0,28.0,626,658,1,PT01M34.00S,1,PT01M02.00S,0,0,19,28,2.2,0.472,21.2,28.472,2001-10-30
20100001,7,1610612739,1610612738,179,1730,1889,1908,2036,72,677,952,1548,2207,16,-19,-28,-19.0,-28.0,658,674,1,PT01M02.00S,1,PT00M45.90S,19,28,0,0,21.2,28.472,2.2,0.472,2001-10-30
20100001,8,1610612739,1610612738,179,902,1730,1908,2036,952,962,1548,1960,2207,145,0,0,1.02,-0.799,674,819,1,PT00M45.90S,2,PT10M21.00S,0,0,0,0,2.2,0.472,3.22,-0.327,2001-10-30
20100001,9,1610612739,1610612738,902,1730,1889,1908,2036,952,962,1548,1960,2207,21,0,0,0.0,0.0,819,840,2,PT10M21.00S,2,PT10M00.00S,0,0,0,0,3.22,-0.327,3.22,-0.327,2001-10-30
20100001,10,1610612739,1610612738,902,1730,1889,1908,2036,677,952,1548,1960,2207,22,21,40,21.0,40.0,840,862,2,PT10M00.00S,2,PT09M38.00S,0,0,21,40,3.22,-0.327,24.22,39.673,2001-10-30
20100001,11,1610612739,1610612738,445,1720,1730,1889,1892,677,952,1499,1960,2207,29,0,0,0.0,-1.678,1169,1198,2,PT04M31.00S,2,PT04M02.00S,0,0,0,0,2.799,1.773,2.799,0.095,2001-10-30
20100001,12,1610612739,1610612738,445,1720,1730,1889,1892,677,952,958,1960,2207,182,0,0,0.0,1.144,1198,1380,2,PT04M02.00S,2,PT01M00.00S,0,0,0,0,2.799,0.095,2.799,1.239,2001-10-30
20100001,13,1610612739,1610612738,445,1720,1730,1889,1892,72,677,952,958,2207,220,0,0,-1.686,-0.799,1380,1600,2,PT01M00.00S,3,PT09M20.00S,0,0,0,0,2.799,1.239,1.113,0.44,2001-10-30
20100001,14,1610612739,1610612738,445,1730,1889,1892,1908,72,677,952,958,2207,43,0,0,0.0,-1.774,1600,1643,3,PT09M20.00S,3,PT08M37.00S,0,0,0,0,1.113,0.44,1.113,-1.334,2001-10-30
20100001,15,1610612739,1610612738,445,1729,1730,1892,1908,958,962,2207,2208,2218,305,89,108,88.933,108.0,2575,2880,4,PT05M05.00S,4,PT00M00.00S,0,0,89,108,7.309,-6.878,96.242,101.122,2001-10-30
20100002,0,1610612752,1610612764,84,275,280,349,703,363,893,1751,1888,2042,374,0,0,1.926,0.0,0,374,1,PT12M00.00S,1,PT05M46.00S,0,0,0,0,0.0,0.0,1.926,0.0,2001-10-30
20100002,1,1610612752,1610612764,84,275,349,703,970,363,893,1751,1888,2042,51,0,0,0.0,0.0,374,425,1,PT05M46.00S,1,PT04M55.00S,0,0,0,0,1.926,0.0,1.926,0.0,2001-10-30
20100002,2,1610612752,1610612764,84,221,275,349,970,363,893,1751,1888,2042,109,0,0,-1.716,0.966,425,534,1,PT04M55.00S,1,PT03M06.00S,0,0,0,0,1.926,0.0,0.21,0.966,2001-10-30
20100002,3,1610612752,1610612764,84,221,275,349,970,363,461,1838,1888,2042,102,16,19,16.991,17.433,534,636,1,PT03M06.00S,1,PT01M24.00S,0,0,16,19,0.21,0.966,17.201,18.399,2001-10-30
20100002,4,1610612752,1610612764,221,275,349,970,1000,43,363,461,1838,1888,27,-16,-19,-14.989,-19.0,636,663,1,PT01M24.00S,1,PT00M56.90S,16,19,0,0,17.201,18.399,2.211,-0.601,2001-10-30
20100002,5,1610612752,1610612764,221,275,369,970,1000,43,363,461,1838,1888,300,0,0,2.081,-1.62,663,963,1,PT00M56.90S,2,PT07M57.00S,0,0,0,0,2.211,-0.601,4.293,-2.222,2001-10-30
20100002,6,1610612752,1610612764,84,221,349,970,1000,43,363,461,1838,1888,76,0,0,0.937,0.0,963,1039,2,PT07M57.00S,2,PT06M41.00S,0,0,0,0,4.293,-2.222,5.229,-2.222,2001-10-30
20100002,7,1610612752,1610612764,84,221,349,703,1000,43,363,461,1838,1888,85,0,0,0.0,0.0,1039,1124,2,PT06M41.00S,2,PT05M16.00S,0,0,0,0,5.229,-2.222,5.229,-2.222,2001-10-30
20100002,8,1610612752,1610612764,84,221,349,970,1000,43,363,461,1838,1888,114,0,0,0.937,0.0,1124,1238,2,PT05M16.00S,2,PT03M22.00S,0,0,0,0,5.229,-2.222,6.166,-2.222,2001-10-30
20100002,9,1610612752,1610612764,84,221,275,349,970,363,461,1838,1888,2042,134,0,0,-1.698,0.0,1238,1372,2,PT03M22.00S,2,PT01M08.00S,0,0,0,0,6.166,-2.222,4.468,-2.222,2001-10-30
20100002,10,1610612752,1610612764,84,221,275,349,970,363,893,1838,1888,2042,193,0,0,0.991,0.0,1372,1565,2,PT01M08.00S,3,PT09M55.00S,0,0,0,0,4.468,-2.222,5.459,-2.222,2001-10-30
20100002,11,1610612752,1610612764,84,221,275,349,970,363,461,893,1838,2042,42,0,0,0.0,0.0,1910,1952,3,PT04M10.00S,3,PT03M28.00S,0,0,0,0,1.716,-1.256,1.716,-1.256,2001-10-30
20100002,12,1610612752,1610612764,84,221,275,349,970,43,363,461,893,1838,33,0,0,0.0,-1.7,1952,1985,3,PT03M28.00S,3,PT02M55.00S,0,0,0,0,1.716,-1.256,1.716,-2.955,2001-10-30
20100002,13,1610612752,1610612764,84,221,275,349,970,43,363,461,1838,1888,10,65,58,65.0,58.0,1985,1995,3,PT02M55.00S,3,PT02M45.00S,0,0,65,58,1.716,-2.955,66.716,55.045,2001-10-30
20100002,14,1610612752,1610612764,84,221,275,349,970,43,363,461,1838,1888,43,1,1,1.0,1.0,1995,2038,3,PT02M45.00S,3,PT02M02.00S,65,58,66,59,66.716,55.045,67.716,56.045,2001-10-30
20100002,15,1610612752,1610612764,221,275,349,970,1000,43,363,461,1838,1888,10,-66,-59,-66.0,-59.0,2038,2048,3,PT02M02.00S,3,PT01M52.00S,66,59,0,0,67.716,56.045,1.716,-2.955,2001-10-30
20100002,16,1610612752,1610612764,221,275,280,349,1000,43,363,461,1838,1888,198,0,0,1.011,0.247,2048,2246,3,PT01M52.00S,4,PT10M34.00S,0,0,0,0,1.716,-2.955,2.726,-2.709,2001-10-30
20100002,17,1610612752,1610612764,84,221,280,349,1000,43,363,461,1838,1888,97,0,0,1.123,0.0,2246,2343,4,PT10M34.00S,4,PT08M57.00S,0,0,0,0,2.726,-2.709,3.849,-2.709,2001-10-30
20100002,18,1610612752,1610612764,84,221,280,349,1000,43,363,461,893,1838,10,70,71,70.0,71.0,2343,2353,4,PT08M57.00S,4,PT08M47.00S,0,0,70,71,3.849,-2.709,73.849,68.291,2001-10-30
20100002,19,1610612752,1610612764,84,221,280,349,1000,43,461,893,1838,2198,87,-70,-71,-70.461,-72.7,2353,2440,4,PT08M47.00S,4,PT07M20.00S,70,71,0,0,73.849,68.291,3.388,-4.409,2001-10-30
20100003,0,1610612751,1610612754,467,954,1496,1928,2030,147,397,979,1902,2224,472,0,0,0.0,2.197,0,472,1,PT12M00.00S,1,PT04M08.00S,0,0,0,0,0.0,0.0,0.0,2.197,2001-10-30
20100003,1,1610612751,1610612754,467,954,1425,1496,2030,147,397,979,1902,2224,64,0,0,0.0,0.0,472,536,1,PT04M08.00S,1,PT03M04.00S,0,0,0,0,0.0,2.197,0.0,2.197,2001-10-30
20100003,2,1610612751,1610612754,446,467,1425,2030,2210,147,397,979,1902,2224,45,0,0,0.0,0.0,536,581,1,PT03M04.00S,1,PT02M19.00S,0,0,0,0,0.0,2.197,0.0,2.197,2001-10-30
20100003,3,1610612751,1610612754,446,467,1425,2030,2210,147,696,979,1506,1733,284,0,0,0.617,0.0,581,865,1,PT02M19.00S,2,PT09M35.00S,0,0,0,0,0.0,2.197,0.617,2.197,2001-10-30
20100003,4,1610612751,1610612754,446,467,1425,2030,2210,147,696,1506,1733,1886,26,0,0,0.0,0.0,865,891,2,PT09M35.00S,2,PT09M09.00S,0,0,0,0,0.617,2.197,0.617,2.197,2001-10-30
20100003,5,1610612751,1610612754,446,467,1425,2030,2210,147,397,696,1506,1902,27,2,1,2.0,1.0,1880,1907,3,PT04M40.00S,3,PT04M13.00S,63,66,65,67,64.253,63.629,66.253,64.629,2001-10-30
20100003,6,1610612751,1610612754,446,467,1425,2030,2210,147,397,696,1506,1902,207,-65,-67,-62.955,-67.0,1907,2114,3,PT04M13.00S,3,PT00M46.20S,65,67,0,0,66.253,64.629,3.298,-2.371,2001-10-30
