game_id,stint_index,home_id,away_id,home_p1,home_p2,home_p3,home_p4,home_p5,away_p1,away_p2,away_p3,away_p4,away_p5,seconds,home_pts,away_pts,home_pts_adj,away_pts_adj,start_elapsed,end_elapsed,start_period,start_clock,end_period,end_clock,start_home_score,start_away_score,end_home_score,end_away_score,start_home_score_adj,start_away_score_adj,end_home_score_adj,end_away_score_adj,date,home_inferred_count,away_inferred_count,home_lineup_complete,away_lineup_complete
21000001,0,1610612738,1610612748,406,708,951,1718,200765,2306,2544,2547,2548,201202,396,11,6,10.667,6.0,0,396,1,PT12M00.00S,1,PT05M24.00S,0,0,11,6,0.0,0.0,10.667,6.0,2010-10-26,0,0,1,1
21000001,1,1610612738,1610612748,708,951,1718,200765,201175,2544,2547,2548,2592,201202,98,3,2,1.429,2.965,396,494,1,PT05M24.00S,1,PT03M46.00S,11,6,14,8,10.667,6.0,12.096,8.965,2010-10-26,0,0,1,1
21000001,2,1610612738,1610612748,708,951,1718,200765,201175,2544,2548,2592,2617,201202,48,0,0,0.0,2.434,494,542,1,PT03M46.00S,1,PT02M58.00S,14,8,14,8,12.096,8.965,12.096,11.398,2010-10-26,0,0,1,1
21000001,3,1610612738,1610612748,951,979,1718,200765,201175,2544,2548,2592,2617,201202,41,0,1,1.136,1.0,542,583,1,PT02M58.00S,1,PT02M17.00S,14,8,14,9,12.096,11.398,13.232,12.398,2010-10-26,0,0,1,1
21000001,4,1610612738,1610612748,951,979,2605,200765,201175,2067,2544,2592,2617,201202,354,11,4,13.188,2.151,583,937,1,PT02M17.00S,2,PT08M23.00S,14,9,25,13,13.232,12.398,26.42,14.549,2010-10-26,0,0,1,1
21000001,5,1610612738,1610612748,708,951,2605,200765,201175,980,2067,2544,2592,2617,102,4,5,4.0,3.459,1937,2039,3,PT03M43.00S,3,PT02M01.00S,58,45,62,50,57.093,46.356,61.093,49.816,2010-10-26,0,0,1,1
21000001,6,1610612738,1610612748,951,979,2605,200765,201175,980,2067,2544,2592,2617,169,1,7,1.844,6.547,2039,2208,3,PT02M01.00S,4,PT11M12.00S,62,50,63,57,61.093,49.816,62.937,56.363,2010-10-26,0,0,1,1
21000001,7,1610612738,1610612748,979,2605,101126,200765,201175,980,2067,2544,2592,2617,19,1,0,1.0,0.0,2208,2227,4,PT11M12.00S,4,PT10M53.00S,63,57,64,57,62.937,56.363,63.937,56.363,2010-10-26,0,0,1,1
21000001,8,1610612738,1610612748,979,2605,101126,200765,201175,2067,2544,2547,2592,2617,10,0,0,0.0,0.0,2227,2237,4,PT10M53.00S,4,PT10M43.00S,64,57,64,57,63.937,56.363,63.937,56.363,2010-10-26,0,0,1,1
21000001,9,1610612738,1610612748,979,1718,101126,200765,201175,2067,2544,2547,2592,2617,96,2,4,3.135,4.0,2237,2333,4,PT10M43.00S,4,PT09M07.00S,64,57,66,61,63.937,56.363,67.072,60.363,2010-10-26,0,0,1,1
