game_id,stint_index,home_id,away_id,home_p1,home_p2,home_p3,home_p4,home_p5,away_p1,away_p2,away_p3,away_p4,away_p5,seconds,home_pts,away_pts,home_pts_adj,away_pts_adj,start_elapsed,end_elapsed,start_period,start_clock,end_period,end_clock,start_home_score,start_away_score,end_home_score,end_away_score,start_home_score_adj,start_away_score_adj,end_home_score_adj,end_away_score_adj,date,home_inferred_count,away_inferred_count,home_lineup_complete,away_lineup_complete
29800001,0,1610612738,1610612761,72,952,1499,1500,1718,57,788,891,1541,1713,298,8,9,8.0,9.0,0,298,1,PT12M00.00S,1,PT07M02.00S,0,0,8,9,0.0,0.0,8.0,9.0,1999-02-05,0,0,1,1
29800001,1,1610612738,1610612761,35,72,952,1477,1718,57,244,788,891,1713,158,-8,-9,-9.503,-6.866,298,456,1,PT07M02.00S,1,PT04M24.00S,8,9,0,0,8.0,9.0,-1.503,2.134,1999-02-05,0,0,1,1
29800001,2,1610612738,1610612761,35,344,952,1477,1718,57,244,788,891,1713,33,0,0,0.0,0.0,456,489,1,PT04M24.00S,1,PT03M51.00S,0,0,0,0,-1.503,2.134,-1.503,2.134,1999-02-05,0,0,1,1
29800001,3,1610612738,1610612761,35,344,962,1477,1718,57,244,788,1073,1713,15,20,15,21.002,15.0,489,504,1,PT03M51.00S,1,PT03M36.00S,0,0,20,15,-1.503,2.134,19.499,17.134,1999-02-05,0,0,1,1
29800001,4,1610612738,1610612761,35,65,344,962,1477,57,244,788,1073,1713,109,-20,-15,-18.885,-15.0,504,613,1,PT03M36.00S,1,PT01M47.00S,20,15,0,0,19.499,17.134,0.614,2.134,1999-02-05,0,0,1,1
29800001,5,1610612738,1610612761,35,65,344,962,1477,244,788,1073,1503,1541,32,24,19,24.0,19.0,613,645,1,PT01M47.00S,1,PT01M15.00S,0,0,24,19,0.614,2.134,24.614,21.134,1999-02-05,0,0,1,1
29800001,6,1610612738,1610612761,35,344,952,1477,1500,244,788,1073,1503,1541,14,0,2,0.0,2.0,645,659,1,PT01M15.00S,1,PT01M01.00S,24,19,24,21,24.614,21.134,24.614,23.134,1999-02-05,0,0,1,1
29800001,7,1610612738,1610612761,35,65,344,952,1500,244,891,1073,1503,1541,41,-24,-21,-24.0,-21.0,659,700,1,PT01M01.00S,1,PT00M19.90S,24,21,0,0,24.614,23.134,0.614,2.134,1999-02-05,0,0,1,1
29800001,8,1610612738,1610612761,35,65,72,344,952,244,891,1073,1503,1541,138,28,27,27.175,27.0,700,838,1,PT00M19.90S,2,PT10M02.00S,0,0,28,27,0.614,2.134,27.789,29.134,1999-02-05,0,0,1,1
29800001,9,1610612738,1610612761,35,65,72,344,952,244,891,1073,1503,1541,16,-28,-27,-28.0,-27.0,838,854,2,PT10M02.00S,2,PT09M46.00S,28,27,0,0,27.789,29.134,-0.211,2.134,1999-02-05,0,0,1,1
29800001,10,1610612738,1610612761,35,72,344,952,1718,57,244,891,1073,1541,116,0,0,0.0,0.0,854,970,2,PT09M46.00S,2,PT07M50.00S,0,0,0,0,-0.211,2.134,-0.211,2.134,1999-02-05,0,0,1,1
29800001,11,1610612738,1610612761,65,344,952,962,1831,244,788,1073,1503,1541,65,-41,-54,-42.885,-54.0,1348,1413,2,PT01M32.00S,2,PT00M27.00S,41,54,0,0,41.048,58.351,-1.837,4.351,1999-02-05,0,0,1,1
29800001,12,1610612738,1610612761,65,344,952,962,1831,244,788,1073,1541,1713,253,0,0,-4.525,-0.864,1413,1666,2,PT00M27.00S,3,PT08M14.00S,0,0,0,0,-1.837,4.351,-6.362,3.487,1999-02-05,0,0,1,1
29800001,13,1610612738,1610612761,65,344,952,962,1831,244,788,1073,1541,1713,24,0,0,0.0,0.0,1666,1690,3,PT08M14.00S,3,PT07M50.00S,0,0,0,0,-6.362,3.487,-6.362,3.487,1999-02-05,0,0,1,1
29800002,0,1610612753,1610612752,98,270,358,448,1134,84,121,275,369,913,362,11,11,11.318,12.279,0,362,1,PT12M00.00S,1,PT05M58.00S,0,0,11,11,0.0,0.0,11.318,12.279,1999-02-05,0,0,1,1
29800002,1,1610612753,1610612752,98,270,358,448,1134,121,275,369,703,913,103,2,4,2.993,4.0,362,465,1,PT05M58.00S,1,PT04M15.00S,11,11,13,15,11.318,12.279,14.312,16.279,1999-02-05,0,0,1,1
29800002,2,1610612753,1610612752,270,353,358,448,1720,121,164,275,703,913,94,4,2,4.0,0.245,465,559,1,PT04M15.00S,1,PT02M41.00S,13,15,17,17,14.312,16.279,18.312,16.525,1999-02-05,0,0,1,1
29800002,3,1610612753,1610612752,270,353,358,448,1720,84,164,201,703,913,31,0,0,0.0,0.0,559,590,1,PT02M41.00S,1,PT02M10.00S,17,17,17,17,18.312,16.525,18.312,16.525,1999-02-05,0,0,1,1
29800002,4,1610612753,1610612752,270,353,358,1720,1723,84,164,201,703,913,31,0,1,0.0,2.031,590,621,1,PT02M10.00S,1,PT01M39.00S,17,17,17,18,18.312,16.525,18.312,18.555,1999-02-05,0,0,1,1
29800002,5,1610612753,1610612752,353,358,400,1720,1723,84,164,201,703,913,297,10,7,10.0,7.0,621,918,1,PT01M39.00S,2,PT08M42.00S,17,18,27,25,18.312,18.555,28.312,25.555,1999-02-05,0,0,1,1
29800002,6,1610612753,1610612752,353,358,400,1720,1723,84,121,164,201,913,58,1,2,1.0,2.0,918,976,2,PT08M42.00S,2,PT07M44.00S,27,25,28,27,28.312,25.555,29.312,27.555,1999-02-05,0,0,1,1
29800002,7,1610612753,1610612752,353,358,400,448,1720,121,275,369,703,913,165,6,7,6.0,7.0,1256,1421,2,PT03M04.00S,2,PT00M19.20S,40,37,46,44,41.312,38.586,47.312,45.586,1999-02-05,0,0,1,1
29800002,8,1610612753,1610612752,353,358,400,448,1720,913,121,275,369,703,339,7,8,4.398,10.232,1421,1760,2,PT00M19.20S,3,PT06M40.00S,46,44,53,52,47.312,45.586,51.709,55.818,1999-02-05,0,1,1,1
