game_id,stint_index,home_id,away_id,home_p1,home_p2,home_p3,home_p4,home_p5,away_p1,away_p2,away_p3,away_p4,away_p5,seconds,home_pts,away_pts,home_pts_adj,away_pts_adj,start_elapsed,end_elapsed,start_period,start_clock,end_period,end_clock,start_home_score,start_away_score,end_home_score,end_away_score,start_home_score_adj,start_away_score_adj,end_home_score_adj,end_away_score_adj,date,home_inferred_count,away_inferred_count,home_lineup_complete,away_lineup_complete
20700001,0,1610612759,1610612757,714,1477,1495,2225,101177,2038,101110,101127,200746,200750,341,0,0,0.0,1.181,0,341,1,PT12M00.00S,1,PT06M19.00S,0,0,0,0,0.0,0.0,0.0,1.181,2007-10-30,0,0,1,1
20700001,1,1610612759,1610612757,1477,1495,1938,2225,2588,2038,2581,101110,200746,200750,108,0,0,0.0,0.0,341,449,1,PT06M19.00S,1,PT04M31.00S,0,0,0,0,0.0,1.181,0.0,1.181,2007-10-30,0,0,1,1
20700001,2,1610612759,1610612757,1477,1495,1938,2225,2588,2038,2566,2581,101110,200750,33,19,14,19.0,14.0,449,482,1,PT04M31.00S,1,PT03M58.00S,0,0,19,14,0.0,1.181,19.0,15.181,2007-10-30,0,0,1,1
20700001,3,1610612759,1610612757,1477,1495,1938,2588,200827,2038,2566,2581,2592,200750,69,-19,-14,-19.0,-14.0,482,551,1,PT03M58.00S,1,PT02M49.00S,19,14,0,0,19.0,15.181,0.0,1.181,2007-10-30,0,0,1,1
20700001,4,1610612759,1610612757,699,1495,1938,2588,200827,2038,2566,2581,2592,200771,53,0,0,0.0,-1.619,551,604,1,PT02M49.00S,1,PT01M56.00S,0,0,0,0,0.0,1.181,0.0,-0.438,2007-10-30,0,0,1,1
20700001,5,1610612759,1610612757,699,1922,1938,2588,200827,2038,2566,2581,2592,200771,4,26,19,26.0,19.0,604,608,1,PT01M56.00S,1,PT01M52.00S,0,0,26,19,0.0,-0.438,26.0,18.562,2007-10-30,0,0,1,1
20700001,6,1610612759,1610612757,699,1922,1938,2588,200827,2566,2581,2592,101112,200771,170,7,7,6.572,7.986,608,778,1,PT01M52.00S,2,PT11M02.00S,26,19,33,26,26.0,18.562,32.572,26.548,2007-10-30,0,0,1,1
20700001,7,1610612759,1610612757,699,1922,1938,101177,200827,2566,2581,2592,101112,200771,112,-33,-26,-33.517,-26.0,778,890,2,PT11M02.00S,2,PT09M10.00S,33,26,0,0,32.572,26.548,-0.945,0.548,2007-10-30,0,0,1,1
20700001,8,1610612759,1610612757,699,1922,1938,2225,101177,2566,2581,2592,101127,200746,18,0,0,1.129,0.0,890,908,2,PT09M10.00S,2,PT08M52.00S,0,0,0,0,-0.945,0.548,0.184,0.548,2007-10-30,0,0,1,1
20700001,9,1610612759,1610612757,699,1922,1938,2225,101177,2566,2581,101127,200746,200750,50,0,0,1.129,1.088,908,958,2,PT08M52.00S,2,PT08M02.00S,0,0,0,0,0.184,0.548,1.314,1.636,2007-10-30,0,0,1,1
20700001,10,1610612759,1610612757,699,714,1495,2225,101177,2038,2566,101127,200746,200750,39,0,0,0.0,0.0,958,997,2,PT08M02.00S,2,PT07M23.00S,0,0,0,0,1.314,1.636,1.314,1.636,2007-10-30,0,0,1,1
20700001,11,1610612759,1610612757,699,714,1495,2225,101177,2038,101110,101127,200746,200750,81,0,0,-1.578,0.0,997,1078,2,PT07M23.00S,2,PT06M02.00S,0,0,0,0,1.314,1.636,-0.264,1.636,2007-10-30,0,0,1,1
20700001,12,1610612759,1610612757,714,1477,1495,2225,101177,2038,101110,101127,200746,200750,161,0,0,0.94,0.0,1078,1239,2,PT06M02.00S,2,PT03M21.00S,0,0,0,0,-0.264,1.636,0.676,1.636,2007-10-30,0,0,1,1
20700001,13,1610612759,1610612757,1477,1495,1922,1938,2225,2038,101110,101127,200746,200750,150,0,0,1.188,-0.295,1239,1389,2,PT03M21.00S,2,PT00M51.40S,0,0,0,0,0.676,1.636,1.864,1.34,2007-10-30,0,0,1,1
20700001,14,1610612759,1610612757,1495,1477,1938,2225,2588,2566,101110,101112,101127,200750,42,58,49,58.0,49.0,1389,1431,2,PT00M51.40S,2,PT00M09.20S,0,0,58,49,1.864,1.34,59.864,50.34,2007-10-30,1,0,1,1
20700001,15,1610612759,1610612757,1495,699,1477,2225,2588,2566,101110,101112,101127,200750,250,-58,-49,-58.495,-50.57,1431,1681,2,PT00M09.20S,3,PT07M59.00S,58,49,0,0,59.864,50.34,1.369,-0.23,2007-10-30,1,0,1,1
20700001,16,1610612759,1610612757,699,714,1922,1938,200827,2566,2581,101110,200746,200750,22,1,0,1.0,0.0,2858,2880,4,PT00M22.10S,4,PT00M00.00S,105,97,106,97,114.326,92.214,115.326,92.214,2007-10-30,1,0,1,1
20700002,0,1610612747,1610612745,965,977,2198,2575,101142,1503,1747,2203,2397,101236,455,0,0,2.071,3.303,0,455,1,PT12M00.00S,1,PT04M25.00S,0,0,0,0,0.0,0.0,2.071,3.303,2007-10-30,0,0,1,1
20700002,1,1610612747,1610612745,965,977,2198,2575,101142,1503,2203,2229,2397,2449,105,0,0,0.0,-1.734,455,560,1,PT04M25.00S,1,PT02M40.00S,0,0,0,0,2.071,3.303,2.071,1.569,2007-10-30,0,0,1,1
20700002,2,1610612747,1610612745,977,2198,2575,101142,200770,1503,2203,2229,2397,2449,65,20,12,20.0,12.0,560,625,1,PT02M40.00S,1,PT01M35.00S,0,0,20,12,2.071,1.569,22.071,13.569,2007-10-30,0,0,1,1
20700002,3,1610612747,1610612745,977,2230,101115,101142,200770,1503,1719,2229,2397,2449,75,3,3,3.0,3.0,625,700,1,PT01M35.00S,1,PT00M19.70S,20,12,23,15,22.071,13.569,25.071,16.569,2007-10-30,0,0,1,1
20700002,4,1610612747,1610612745,977,2230,2567,101115,200770,1503,1719,2229,2397,2449,201,-23,-15,-24.859,-15.708,700,901,1,PT00M19.70S,2,PT08M59.00S,23,15,0,0,25.071,16.569,0.212,0.86,2007-10-30,0,0,1,1
20700002,5,1610612747,1610612745,2230,2567,2575,101115,200770,87,1503,1719,2229,2449,120,0,0,0.0,-3.285,901,1021,2,PT08M59.00S,2,PT06M59.00S,0,0,0,0,0.212,0.86,0.212,-2.424,2007-10-30,0,0,1,1
20700002,6,1610612747,1610612745,2230,2567,2575,101115,200770,87,1503,1719,2229,2449,66,0,0,0.0,0.0,1021,1087,2,PT06M59.00S,2,PT05M53.00S,0,0,0,0,0.212,-2.424,0.212,-2.424,2007-10-30,0,0,1,1
