game_id,poss_index,offense_team,defense_team,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5,points,points_adj,ended_by,period,date
22500947,56,1610612739,1610612753,203471,1628378,1628418,1631165,1642281,1628975,1629021,1630217,1641724,1642869,2,2.0,made_shot,1,2026-03-11
22500947,57,1610612753,1610612739,1628975,1629021,1630217,1641724,1642869,203471,1628378,1628418,1631165,1642281,0,0.0,period,1,2026-03-11
22500947,60,1610612739,1610612753,203471,1628378,1628418,1630596,1642281,1629021,1630217,1630591,1641724,1642869,0,0.0,turnover,2,2026-03-11
22500947,61,1610612753,1610612739,1629021,1630217,1630591,1641724,1642869,203471,1628378,1628418,1630596,1642281,0,0.0,steal,2,2026-03-11
22500947,63,1610612739,1610612753,203471,1628378,1628418,1630596,1642281,1629021,1630217,1630591,1641724,1642869,2,2.0,made_shot,2,2026-03-11
22500947,64,1610612753,1610612739,1629021,1630217,1630591,1641724,1642869,203471,1628378,1628418,1630596,1642281,1,1.0,free_throw,2,2026-03-11
22500947,65,1610612753,1610612739,1629021,1630217,1630591,1641724,1642869,203471,1628378,1628418,1630596,1642281,0,0.0,defensive_rebound,2,2026-03-11
22500947,66,1610612739,1610612753,203471,1628378,1628418,1630596,1642281,1629021,1630217,1630591,1641724,1642869,0,0.0,defensive_rebound,2,2026-03-11
22500947,67,1610612753,1610612739,1629021,1630217,1630591,1641724,1642869,201935,203471,1628378,1629731,1630596,2,2.0,free_throw,2,2026-03-11
22500947,68,1610612739,1610612753,201935,203471,1628378,1629731,1630596,1629021,1630217,1630591,1641724,1642869,2,2.0,made_shot,2,2026-03-11
22500947,69,1610612753,1610612739,1628976,1630217,1630591,1631094,1641724,201935,203471,1628378,1629731,1630596,1,1.0,free_throw,2,2026-03-11
